	shannon
PFF_Colon_11	4.594453736176333
PFF_Colon_12	4.492692827651209
PFF_Colon_13	5.178811719377238
PFF_Colon_14	3.556948789524065
PFF_Colon_15	5.341284104467905
PFF_Colon_16	3.6622813441690107
PFF_Colon_17	5.256467670934381
PFF_Colon_18	3.716392818225371
PFF_Colon_19	4.219645356631986
PFF_Colon_1904	4.635237628744432
PFF_Colon_1906	5.414236146253453
PFF_Colon_1907	4.835363171847991
PFF_Colon_1908	4.848418107868085
PFF_Colon_1910	4.517575808137578
PFF_Colon_1913	3.5434446441403833
PFF_Colon_1914	4.679006968345165
PFF_Colon_1917	5.052572177461623
PFF_Colon_1920	4.6806333119534695
PFF_Colon_1921	6.39815989522888
PFF_Colon_1937	4.2742953405029835
PFF_Colon_1938	4.440089196266044
PFF_Colon_1941	4.955294472523205
PFF_Colon_1942	3.5634612655521347
PFF_Colon_1943	4.24862745838785
PFF_Colon_1944	4.9598473806300865
PFF_Colon_1945	3.7030093506108788
PFF_Colon_1946	4.656184240380074
PFF_Colon_21	4.324980345410391
PFF_Colon_25	3.45184417016173
PFF_Colon_27	5.500231159317321
PFF_Colon_28	3.681969169945337
PFF_Colon_30	4.22989583512475
PFF_Colon_32	5.240220959426449
PFF_Colon_35	5.780033632063938
PFF_Colon_36	5.863554438721197
PFF_Colon_37	4.2962977866314205
