	PFF_Cecum_11	PFF_Cecum_12	PFF_Cecum_13	PFF_Cecum_14	PFF_Cecum_15	PFF_Cecum_16	PFF_Cecum_17	PFF_Cecum_18	PFF_Cecum_19	PFF_Cecum_1904	PFF_Cecum_1906	PFF_Cecum_1907	PFF_Cecum_1908	PFF_Cecum_1910	PFF_Cecum_1913	PFF_Cecum_1914	PFF_Cecum_1917	PFF_Cecum_1920	PFF_Cecum_1921	PFF_Cecum_1937	PFF_Cecum_1938	PFF_Cecum_1941	PFF_Cecum_1942	PFF_Cecum_1943	PFF_Cecum_1944	PFF_Cecum_1945	PFF_Cecum_21	PFF_Cecum_25	PFF_Cecum_27	PFF_Cecum_28	PFF_Cecum_30	PFF_Cecum_32	PFF_Cecum_35	PFF_Cecum_36	PFF_Cecum_37
PFF_Cecum_11	0.0	1.6093922074541887	1.760415767921119	1.192787544709633	2.7841381147924116	0.7947755174645632	2.8444254003974283	2.1655565590740933	1.0072112491812661	0.5737194115354479	1.8030083603761038	1.3148118902868409	0.41446438804792773	2.8031682367312363	1.3757534904577868	0.7331269669107147	2.083032872779532	2.806500988523177	2.3382588842876375	1.9864000964173543	2.2623966661928803	1.5323062537392522	0.7056782488562482	1.1480172468460028	1.3996454047575002	0.6944861492952412	1.35412223991398	0.6614958450113205	0.9210627490530883	1.218883778573234	0.8657646516017873	0.3367743578184314	1.2009314013467787	1.8144950792726071	1.9457019412505683
PFF_Cecum_12	1.6093922074541887	0.0	1.4858406744205284	1.4477682626245743	1.2315505740633066	0.8655873134278904	2.968287171174023	0.6763700358417928	2.46943236887112	1.0971102004013562	1.129941459821443	0.5329521767262798	1.2700037274726823	1.2637933604274079	2.0213577681008514	0.9285306958194391	0.7697758470445429	2.133866819903904	1.5958826916000963	2.2319681377469216	1.3659351295918416	1.639699316654281	1.1311946627462903	2.0585476704396024	0.7452592999493717	1.0766676619744464	2.033907846966814	1.8386418701460774	2.4307804860493225	2.2958696725407153	2.473453856954956	1.7105435068002517	0.6250563740341142	3.2507238321518	0.6447082281858042
PFF_Cecum_13	1.760415767921119	1.4858406744205284	0.0	0.6022355640749587	2.4993710181321203	1.5449125419645375	4.198799641997414	2.070811061016212	2.7498859850391955	1.6363745104813803	0.435507169168483	1.0511628068134948	1.386102490864735	2.550631118354598	2.903412293845683	1.2928800158901017	2.2313747133464483	3.588203740851399	3.0335293445901286	3.3687718464602017	0.747183324089484	2.775301026094997	1.11030453372905	2.78195878194904	2.013095244366597	1.768547388163461	0.9980316682255582	1.4051330076822404	2.6498027401088304	1.5246110262285721	2.390516320776211	2.0674010949918187	1.7759682211751653	3.539402424313702	1.111252602442548
PFF_Cecum_14	1.192787544709633	1.4477682626245743	0.6022355640749587	0.0	2.6262596600169132	1.173864814624905	3.8146930283783425	2.0970210798113214	2.163285402564513	1.190984226874104	0.8265342733288883	0.9528852315112364	0.8603352523993362	2.66841304729922	2.4349528092985717	0.8912198313476319	2.181413561355447	3.388763472893846	2.8431658641658317	2.962068376970832	1.2650432714460413	2.3964600517611836	0.6308717589986874	2.2743881848088594	1.7764333114103787	1.3485972496640928	0.6028326504794381	0.8080556375207341	2.058495841332366	1.0328592658872937	1.7884647207002673	1.5157625584508416	1.5191692109040034	2.9444702579281223	1.3343808421886962
PFF_Cecum_15	2.7841381147924116	1.2315505740633066	2.4993710181321203	2.6262596600169132	0.0	2.0086521805195603	3.156670974505703	0.6419176929288041	3.51999269493766	2.2348717146787003	2.0723446340180396	1.711507807792203	2.481729413235777	0.06169548354600171	2.7646440003188797	2.135682651537415	0.8020363421048073	1.8724335442822675	1.5128862294853502	2.682828305582467	2.054699034324957	2.224528085562842	2.355151343532385	2.919671783965982	1.5140186618117901	2.1578969363686547	3.2248184615033733	3.065418329636585	3.509778868852692	3.519226596400792	3.63937824654383	2.815203705578099	1.6138894378354822	4.244743721485963	1.391504326637542
PFF_Cecum_16	0.7947755174645632	0.8655873134278904	1.5449125419645375	1.173864814624905	2.0086521805195603	0.0	2.6651283070749305	1.3799305520686254	1.6314571638297577	0.2375270012858714	1.402402451895372	0.6815842943597638	0.539528396311611	2.0284658227338213	1.386964350401581	0.28388477543908924	1.3142719484604286	2.2678044368176304	1.7340046958161612	1.8356176115816565	1.8204570567091918	1.2438964974433588	0.5702811841864763	1.3295997636105523	0.6837090711583754	0.2556412764057803	1.6338281770541165	1.1660970554970915	1.5926018204401728	1.7500226957717986	1.652307014588967	0.8755004126792227	0.4527453535364096	2.441056668219598	1.2963845297782894
PFF_Cecum_17	2.8444254003974283	2.968287171174023	4.198799641997414	3.8146930283783425	3.156670974505703	2.6651283070749305	0.0	2.8349955060989274	2.5342850901390888	2.6290852424849387	3.9845614740902726	3.208289189072712	2.9967905774351618	3.118106674475663	1.5087390079022431	2.9362859939704746	2.5371053074597203	1.4207755748426025	1.6557131990947556	0.8742109749902041	4.315060638936168	1.4257300582421248	3.1889119865397832	1.7903379401926	2.2651655759216114	2.4724588414102016	4.164446097435576	3.4932480001427533	2.645776484816757	4.039700508089929	3.1436957928716884	2.5394959543245013	2.456101429175441	2.6809689986538294	3.600032043378389
PFF_Cecum_18	2.1655565590740933	0.6763700358417928	2.070811061016212	2.0970210798113214	0.6419176929288041	1.3799305520686254	2.8349955060989274	0.0	2.9075343399430933	1.6063994901837246	1.676003640392308	1.1498020980085577	1.8697860727569144	0.6607233226416288	2.210220917616218	1.5209151996047001	0.298357682730756	1.7473943400715766	1.2443965279998455	2.247872011499945	1.794250451169183	1.7191366694036003	1.7560922165043091	2.3377303084859298	0.9046624566258941	1.527892494326742	2.690490902703089	2.46273489889627	2.89584246057304	2.9604163533461367	3.021081665876655	2.1971511785331574	0.9916651953572954	3.6562124528486515	1.0265392946942653
PFF_Cecum_19	1.0072112491812661	2.46943236887112	2.7498859850391955	2.163285402564513	3.51999269493766	1.6314571638297577	2.5342850901390888	2.9075343399430933	0.0	1.3993504162864716	2.8084069220167747	2.2634248624442894	1.4137865617809744	3.525771737725499	1.1588172117311843	1.680390447913448	2.746140945363933	3.0015059134064157	2.6623861969671703	1.7995586426913628	3.268460028064252	1.6401925350972408	1.7008053617719072	0.8409362945758017	2.0211623487068806	1.4148313829864798	2.17316691683799	1.4476673508812634	0.14536870804048144	1.842241701248302	0.6623523103427582	0.7726163281130802	1.9237192714454916	0.8378205401472495	2.9001317569092535
PFF_Cecum_1904	0.5737194115354479	1.0971102004013562	1.6363745104813803	1.190984226874104	2.2348717146787003	0.2375270012858714	2.6290852424849387	1.6063994901837246	1.3993504162864716	0.0	1.5486861419311226	0.882125958845935	0.41241392982233244	2.252706716175919	1.2674288760553487	0.3498114278049955	1.5221307795511194	2.362239003513827	1.8500344504200406	1.7828753730961697	1.9858511517077642	1.2225437637546799	0.5613517565802185	1.1644051643481539	0.8473559904074561	0.17188469481375462	1.5774715555058814	1.0234082221370773	1.3573393691604094	1.625666036739005	1.4212083303194385	0.6420499726501845	0.6440545779620382	2.2141495251799177	1.5123960819981297
PFF_Cecum_1906	1.8030083603761038	1.129941459821443	0.435507169168483	0.8265342733288883	2.0723446340180396	1.402402451895372	3.9845614740902726	1.676003640392308	2.8084069220167747	1.5486861419311226	0.0	0.788382475119891	1.3960926440628112	2.1247006334018077	2.7889937618836647	1.2015690521808846	1.859921062597586	3.2609743151181165	2.7122026015735297	3.1808765169148474	0.47226967276877213	2.5774583187258506	1.1133507681467159	2.71228691601048	1.7457548054679544	1.650442984115302	1.3513152647761808	1.6001994122182404	2.72210647754271	1.8211546298130745	2.538517544058442	2.0718995150520323	1.5298543900348085	3.613752945448633	0.6863060658895568
PFF_Cecum_1907	1.3148118902868409	0.5329521767262798	1.0511628068134948	0.9528852315112364	1.711507807792203	0.6815842943597638	3.208289189072712	1.1498020980085577	2.2634248624442894	0.882125958845935	0.788382475119891	0.0	0.9184373716207072	1.7492779536104295	2.045485722036345	0.5872791525085966	1.2400917425648448	2.546303105624857	1.985789616483756	2.4169464137407104	1.1664103690104817	1.8073743460859775	0.6953580314013218	2.009419807322668	0.9712774015939105	0.9361800646428915	1.545411286091208	1.3947057860045777	2.205856079217664	1.8592737066984566	2.15943134552381	1.4984832440471496	0.7561698978669474	3.0813444450652963	0.644704315391494
PFF_Cecum_1908	0.41446438804792773	1.2700037274726823	1.386102490864735	0.8603352523993362	2.481729413235777	0.539528396311611	2.9967905774351618	1.8697860727569144	1.4137865617809744	0.41241392982233244	1.3960926440628112	0.9184373716207072	0.0	2.506989748674944	1.58412305622255	0.362990293874692	1.8331285882133141	2.757478999825754	2.2461468971327765	2.1372809226328084	1.856036081961696	1.6045992396616657	0.29917032768385277	1.4177319176490306	1.2166636511512803	0.5837689477827918	1.1782008278715894	0.6427441003295011	1.333550411837321	1.220161355033355	1.2417553805984252	0.6849020492855441	0.9778428174760981	2.226949598953774	1.5440101650107354
PFF_Cecum_1910	2.8031682367312363	1.2637933604274079	2.550631118354598	2.66841304729922	0.06169548354600171	2.0284658227338213	3.118106674475663	0.6607233226416288	3.525771737725499	2.252706716175919	2.1247006334018077	1.7492779536104295	2.506989748674944	0.0	2.7539876900093665	2.1623237747891606	0.7991853150067855	1.823218840238697	1.47530762788781	2.657177588145845	2.1126553211027734	2.2085558862385977	2.386342562542651	2.9147730001036245	1.5181298606603855	2.1717841509810234	3.266377438020229	3.0958241864052405	3.5178036517672426	3.554175251050836	3.6558621503798157	2.8271251881063093	1.6266810664848759	4.244525495656887	1.4440437455220585
