	pielou_e
SLCLTDTT026	0.7466568018869607
SLCLTDTT027	0.6591228883957451
SLCLTDTT028	0.289472325841105
SLCLTDTT029	0.3475266097764838
SLCLTDTT030	0.3568270707620349
SLCLTDTT031	0.31320905633402774
SLCLTDTT032	0.7272427888341799
SLCLTDTT033	0.6849582300190917
SLCLTDTT034	0.42076044694663517
SLCLTDTT035	0.6010836304282706
SLCLTDTT036	0.5295305737891735
SLCLTDTT037	0.6043381532771617
SLCLTDTT038	0.6617843300017916
SLCLTDTT039	0.7313810507248655
SLCLTDTT040	0.1125981939378384
SLCLTDTT041	0.5238365776730668
SLCLTDTT042	0.42361774616982667
SLCLTDTT043	0.7422024488775208
SLCLTDTT044	0.7574113114464366
SLCLTDTT045	0.7394544336036368
SLCLTDTT046	0.41830513517876095
SLCLTDTT047	0.38911950030498826
SLCLTDTT048	0.4520145604657864
SLCLTDTT049	0.284229674048163
SLCLTDTT050	0.7508036669767573
SLCLTDTT051	0.6853634772582428
SLCLTDTT052	0.2591696714132465
SLCLTDTT053	0.5702202696537878
SLCLTDTT054	0.6504443966206905
SLCLTDTT055	0.24334576597765742
SLCLTDTT056	0.7463367744304069
SLCLTDTT057	0.7252048706635257
SLCLTDTT058	0.5025959203059542
SLCLTDTT059	0.5676153887283758
SLCLTDTT060	0.576102795242749
SLCLTDTT061	0.5785384494657376
SLCLTDTT062	0.7704666569660514
SLCLTDTT063	0.7043735094398109
SLCLTDTT064	0.404340937288805
SLCLTDTT065	0.4315966932999459
SLCLTDTT066	0.4133779278596608
SLCLTDTT067	0.7058878174024357
SLCLTDTT068	0.7299777031389924
SLCLTDTT069	0.7689344922895434
SLCLTDTT070	0.6262442679126761
SLCLTDTT071	0.46592274585960974
SLCLTDTT072	0.5907476985788747
SLCLTDTT073	0.23059433921207573
SLCLTDTT074	0.7451336353156116
SLCLTDTT075	0.5534181811866471
SLCLTDTT076	0.40318088260669394
SLCLTDTT077	0.4124483366173644
SLCLTDTT078	0.47099694615595794
SLCLTDTT079	0.5035596216913301
SLCLTDTT080	0.7460186170008464
SLCLTDTT081	0.6780925130219984
SLCLTDTT082	0.5256565685979234
SLCLTDTT083	0.5382808296283377
SLCLTDTT084	0.4609164843416121
SLCLTDTT091	0.6591783230300671
SLCLTDTT001	0.24287041431597609
SLCLTDTT002	0.6599151010454296
SLCLTDTT003	0.7417890436249415
SLCLTDTT004	0.3574633836265803
SLCLTDTT005	0.36056490441626843
SLCLTDTT006	0.3987701458917917
SLCLTDTT007	0.39431146203091827
SLCLTDTT008	0.7303468252757856
SLCLTDTT009	0.6642458407190943
SLCLTDTT010	0.5442062721704382
SLCLTDTT011	0.4465144720828955
SLCLTDTT012	0.47159671018835003
SLCLTDTT013	0.32318457584407534
SLCLTDTT014	0.6332039699592055
SLCLTDTT015	0.6997902356753879
SLCLTDTT016	0.46817355199123517
SLCLTDTT017	0.47763484153051183
SLCLTDTT018	0.37002472383899215
SLCLTDTT019	0.4111276150672958
SLCLTDTT020	0.6212583189110362
SLCLTDTT021	0.6991460675240476
SLCLTDTT022	0.3560390188370623
SLCLTDTT023	0.4989133305147216
SLCLTDTT024	0.5357107929437657
SLCLTDTT025	0.5106375751152941
SLCLTDTT092	0.6328461885643947
SLCLTDTT093	0.7018787914869867
SLCLTDTT094	0.3629410000994088
SLCLTDTT095	0.4329535058164846
SLCLTDTT096	0.39003226361156307
SLCLTDTT097	0.7022599501746385
SLCLTDTT098	0.562284455410938
SLCLTDTT099	0.6466210141357601
SLCLTDTT100	0.534077255460887
SLCLTDTT101	0.5093806614935452
SLCLTDTT102	0.42967702732777746
SLCLTDTT103	0.44568116797898577
SLCLTDTT104	0.7552351540639889
SLCLTDTT105	0.5700874192988808
SLCLTDTT106	0.168742123923334
SLCLTDTT107	0.18568082266593475
SLCLTDTT108	0.23810744614640922
SLCLTDTT109	0.5714976894846683
SLCLTDTT110	0.7835395100687921
SLCLTDTT111	0.6838425648660438
SLCLTDTT112	0.5207156642147471
SLCLTDTT113	0.42383035025724763
SLCLTDTT114	0.45545165943610316
SLCLTDTT115	0.7422194078336734
SLCLTDTT116	0.8101803662539305
SLCLTDTT117	0.7664788829938284
SLCLTDTT118	0.2115032992745221
SLCLTDTT119	0.5285796300257053
SLCLTDTT120	0.6058189802383971
SLCLTDTT121	0.27686464367021923
SLCLTDTT122	0.706730215374701
SLCLTDTT123	0.6596822413512031
SLCLTDTT124	0.4862103814963896
SLCLTDTT125	0.48692791844826616
SLCLTDTT126	0.46622040976756757
SLCLTDTT127	0.5446343608769129
SLCLTDTT128	0.6344794438135354
SLCLTDTT130	0.3810850907304247
SLCLTDTT131	0.29317650288467145
SLCLTDTT132	0.4140689419725137
SLCLTDTT133	0.6189611546146239
SLCLTDTT134	0.6745143260315416
SLCLTDTT135	0.6177114438663339
SLCLTDTT136	0.46836329774281693
SLCLTDTT137	0.4372463503534846
SLCLTDTT138	0.3816986780569865
SLCLTDTT139	0.3752924511405946
SLCLTDTT140	0.75336112630155
SLCLTDTT141	0.6742713804722629
SLCLTDTT142	0.41190104139073697
SLCLTDTT143	0.3914447234399254
SLCLTDTT144	0.4294200725455388
SLCLTDTT145	0.22118686211095734
SLCLTDTT146	0.732213974895027
SLCLTDTT147	0.7637922485666616
SLCLTDTT148	0.23616970453719513
SLCLTDTT149	0.24357918675499501
SLCLTDTT150	0.23341788700998437
SLCLTDTT151	0.7223551270367163
SLCLTDTT152	0.7325744697142641
SLCLTDTT153	0.6667399578270096
SLCLTDTT154	0.3913985973195935
SLCLTDTT155	0.3807145014916651
SLCLTDTT156	0.44938131156154987
SLCLTDTT157	0.5196516142891527
SLCLTDTT158	0.7469459824789214
SLCLTDTT159	0.7287691787632914
SLCLTDTT160	0.47794639456427884
