	chao1
SLCLTDTT099	422.5882352941176
SLCLTDTT100	293.875
SLCLTDTT101	550.5394736842105
SLCLTDTT102	294.57142857142856
SLCLTDTT103	518.25
SLCLTDTT104	422.0
SLCLTDTT105	409.6666666666667
SLCLTDTT106	128.8
SLCLTDTT107	182.6875
SLCLTDTT108	165.125
SLCLTDTT109	359.6190476190476
SLCLTDTT110	354.54545454545456
SLCLTDTT111	378.5
SLCLTDTT112	315.5882352941176
SLCLTDTT113	229.1578947368421
SLCLTDTT114	167.5
SLCLTDTT115	430.3125
SLCLTDTT116	408.0
SLCLTDTT117	439.0
SLCLTDTT118	227.55
SLCLTDTT119	162.57142857142858
SLCLTDTT120	257.7692307692308
SLCLTDTT121	456.35714285714283
SLCLTDTT122	441.0769230769231
SLCLTDTT123	389.90909090909093
SLCLTDTT124	226.0
SLCLTDTT125	317.2857142857143
SLCLTDTT126	150.1
SLCLTDTT127	358.14285714285717
SLCLTDTT128	386.09090909090907
SLCLTDTT130	296.9230769230769
SLCLTDTT131	188.0
SLCLTDTT132	133.92857142857142
SLCLTDTT133	428.0769230769231
SLCLTDTT134	336.0
SLCLTDTT135	395.3157894736842
SLCLTDTT136	191.66666666666666
SLCLTDTT137	311.43333333333334
SLCLTDTT138	208.07692307692307
SLCLTDTT139	426.53846153846155
SLCLTDTT140	431.90909090909093
SLCLTDTT141	423.42857142857144
SLCLTDTT142	287.2307692307692
SLCLTDTT143	161.0
SLCLTDTT144	189.66666666666666
SLCLTDTT145	370.9375
SLCLTDTT146	404.5
SLCLTDTT147	385.5
SLCLTDTT148	253.0
SLCLTDTT149	287.5833333333333
SLCLTDTT150	144.33333333333334
SLCLTDTT151	511.0
SLCLTDTT152	463.06666666666666
SLCLTDTT153	439.125
SLCLTDTT154	232.375
SLCLTDTT155	244.9
SLCLTDTT156	349.77272727272725
SLCLTDTT157	275.2352941176471
SLCLTDTT158	452.92857142857144
SLCLTDTT159	401.5
SLCLTDTT160	130.33333333333334
SLCLTDTT161	440.6756756756757
SLCLTDTT162	157.0909090909091
SLCLTDTT163	400.5
SLCLTDTT164	421.85714285714283
SLCLTDTT165	377.09090909090907
SLCLTDTT166	291.25
SLCLTDTT167	191.23076923076923
SLCLTDTT168	252.11111111111111
SLCLTDTT169	276.5263157894737
SLCLTDTT170	460.2142857142857
SLCLTDTT171	416.75
SLCLTDTT172	216.76923076923077
SLCLTDTT173	170.125
SLCLTDTT174	168.375
SLCLTDTT175	547.2285714285714
SLCLTDTT176	424.57142857142856
SLCLTDTT177	396.4
SLCLTDTT178	160.5
SLCLTDTT179	185.35294117647058
SLCLTDTT180	201.05263157894737
SLCLTDTT181	403.6666666666667
SLCLTDTT182	382.85714285714283
SLCLTDTT183	354.90909090909093
SLCLTDTT184	331.2
SLCLTDTT185	183.75
SLCLTDTT186	246.8
SLCLTFP001	332.5625
SLCLTFP002	441.5
SLCLTFP003	402.54545454545456
SLCLTFP004	128.11111111111111
SLCLTFP005	171.5
SLCLTFP006	341.2647058823529
SLCLTFP007	347.125
SLCLTFP008	360.875
SLCLTFP009	394.0
SLCLTFP010	136.46153846153845
SLCLTFP011	132.58333333333334
SLCLTFP012	148.06666666666666
SLCLTFP013	289.75
SLCLTFP014	317.54545454545456
SLCLTFP015	390.61538461538464
SLCLTFP016	160.0
SLCLTFP017	333.525
SLCLTFP018	174.0
SLCLTFP019	284.6666666666667
SLCLTFP020	406.75
SLCLTFP021	341.3333333333333
SLCLTFP022	152.1
SLCLTFP023	146.66666666666666
SLCLTFP024	123.2
SLCLTFP025	286.8333333333333
SLCLTFP026	360.2
SLCLTFP027	383.0
SLCLTFP028	150.0
SLCLTFP029	155.78947368421052
SLCLTFP030	128.8
SLCLTFP031	335.3333333333333
SLCLTFP032	379.6
SLCLTFP033	339.6666666666667
SLCLTFP034	169.57142857142858
SLCLTFP035	151.6
SLCLTFP036	151.25
SLCLTFP037	246.75
SLCLTFP038	358.57142857142856
SLCLTFP039	363.46153846153845
SLCLTFP040	128.375
SLCLTFP041	138.33333333333334
SLCLTFP042	130.5
SLCLTFP043	313.7142857142857
SLCLTFP044	481.64
SLCLTFP045	359.3125
SLCLTFP046	137.36363636363637
SLCLTFP047	144.66666666666666
SLCLTFP048	136.11111111111111
SLCLTFP049	392.375
SLCLTFP050	377.6
SLCLTFP051	389.375
SLCLTFP052	141.16666666666666
SLCLTFP053	265.0
SLCLTFP054	392.13793103448273
SLCLTFP055	385.6666666666667
SLCLTFP056	422.15384615384613
SLCLTFP057	422.0
SLCLTFP058	155.54545454545453
SLCLTFP059	217.5
SLCLTFP060	228.0
SLCLTFP061	279.375
SLCLTFP062	376.10526315789474
SLCLTFP063	376.09090909090907
SLCLTFP064	240.57142857142858
SLCLTFP065	252.2
SLCLTFP066	235.06666666666666
SLCLTFP067	425.05882352941177
SLCLTFP068	421.6666666666667
SLCLTFP069	427.09090909090907
SLCLTFP070	176.10526315789474
SLCLTFP071	185.5
SLCLTFP072	173.8
SLCLTFP073	427.92857142857144
SLCLTFP074	396.3333333333333
SLCLTFP075	396.625
SLCLTFP076	210.56521739130434
SLCLTFP077	212.8
SLCLTFP078	186.125
SLCLTFP079	314.0625
SLCLTFP080	378.8
SLCLTFP081	434.5
SLCLTFP082	246.33333333333334
SLCLTFP083	254.63636363636363
SLCLTFP084	201.875
SLCLTFP091	253.0
SLCLTFP092	346.2352941176471
SLCLTFP093	308.0
SLCLTFP094	207.46153846153845
SLCLTFP095	123.16666666666667
SLCLTFP096	300.0
SLCLTFP097	248.0
SLCLTFP098	357.8333333333333
SLCLTFP099	369.5
SLCLTFP100	196.4
SLCLTFP101	182.11111111111111
SLCLTFP102	146.64705882352942
SLCLTFP103	332.0769230769231
SLCLTFP104	387.4
SLCLTFP105	423.57142857142856
SLCLTFP106	203.4
SLCLTFP107	151.75
SLCLTFP108	211.88235294117646
SLCLTFP109	380.92857142857144
SLCLTFP110	410.0
SLCLTFP111	337.0
SLCLTFP112	238.5
SLCLTFP113	173.66666666666666
SLCLTFP114	182.9090909090909
SLCLTFP115	398.46153846153845
SLCLTFP116	449.25
SLCLTFP117	423.1111111111111
SLCLTFP118	169.27272727272728
SLCLTFP119	145.83333333333334
SLCLTFP120	152.8
SLCLTFP121	385.5
SLCLTFP122	403.0
SLCLTFP123	372.8333333333333
SLCLTFP124	227.37037037037038
SLCLTFP125	203.13636363636363
SLCLTFP126	197.625
SLCLTFP127	463.27272727272725
SLCLTFP128	346.90909090909093
SLCLTFP129	349.5
SLCLTFP130	120.0
SLCLTFP131	121.5
SLCLTFP132	392.25
SLCLTFP133	366.875
SLCLTFP134	358.90909090909093
SLCLTFP135	424.4
SLCLTFP136	192.8
SLCLTFP137	223.78571428571428
SLCLTFP138	188.10526315789474
SLCLTFP139	421.5
SLCLTFP140	426.90909090909093
SLCLTFP141	418.0
SLCLTFP142	168.625
SLCLTFP143	205.8
SLCLTFP144	233.9
SLCLTFP145	392.5
SLCLTFP146	401.8333333333333
SLCLTFP147	403.14285714285717
SLCLTFP148	120.57142857142857
SLCLTFP149	107.375
SLCLTFP150	363.3333333333333
SLCLTFP151	234.1
SLCLTFP152	432.7142857142857
SLCLTFP153	367.125
SLCLTFP154	101.875
SLCLTFP155	487.88461538461536
SLCLTFP156	361.54545454545456
SLCLTFP157	234.0
SLCLTFP158	273.1111111111111
SLCLTFP159	357.75
SLCLTFP160	141.33333333333334
SLCLTFP161	196.9
SLCLTFP162	163.07692307692307
SLCLTFP163	386.75
SLCLTFP164	224.0
SLCLTFP165	409.3333333333333
SLCLTFP166	342.5263157894737
SLCLTFP167	380.90909090909093
SLCLTFP168	124.125
SLCLTFP169	378.3333333333333
SLCLTFP170	448.5
SLCLTFP171	376.1
SLCLTFP172	192.86666666666667
SLCLTFP173	195.0
SLCLTFP174	178.54545454545453
SLCLTFP175	390.0
SLCLTFP176	437.875
SLCLTFP177	435.75
SLCLTFP178	200.88235294117646
SLCLTFP179	297.037037037037
SLCLTFP180	196.5
SLCLTFP181	378.1
SLCLTFP182	412.11764705882354
SLCLTFP183	402.7142857142857
SLCLTFP184	235.2173913043478
SLCLTFP185	264.9
SLCLTFP186	153.16666666666666
