feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X5e64a9ff57614afca249dbb59ddb6808	Sex	F	5.79022880991089	0.472878435568226	129	80	3.86220959962377e-23	4.44926545876659e-20
X3acc88b0dabf67b3994a9f8447c7e18c	Sex	F	5.89432784392762	0.550612910972097	129	87	2.23012446251702e-19	1.2845516904098e-16
cb6d8acd960be318f2de783c965ea3c4	Sex	F	4.65234864874684	0.474340424771358	129	102	3.44498896906019e-17	1.32287576411911e-14
e9bdb9e30908be17e52d4485129a0589	Genotype	MUT	-3.05633004000596	0.593656922577718	129	96	9.91905802486256e-07	0.000268280576206839
X06dfe24f2c882d5e7004e0ac1bb73835	Genotype	WT	-3.23347061396849	0.63255580654499	129	67	1.16441222311996e-06	0.000268280576206839
X8aa0be9d06db646922990feedcf342c5	Sex	F	0.868531487106299	0.17784764132761	129	20	3.119392862746e-06	0.000598923429647232
X9f891d752e7090b0b38f7b3719d4e989	Sex	F	-1.50908231584055	0.311680996314896	129	36	3.72574469664398e-06	0.000613151127219123
fa1bd564baae3e28dda038918337f1a8	Genotype	WT	-2.29414285138477	0.502116753158574	129	70	1.15958143886438e-05	0.00166979727196471
b08b52b0ace10d403f4cfaef61375802	Genotype	WT	-1.58749943852757	0.350632272049677	129	14	1.37266496599233e-05	0.00175701115647019
b08b52b0ace10d403f4cfaef61375802	Genotype	MUT	-1.58749943852758	0.354734117716888	129	14	1.69659161455617e-05	0.00195447353996871
X743feb5d7d9f922cf856d4aceba58743	Genotype	MUT	-2.44171035714347	0.551983750732883	129	117	2.08785872007595e-05	0.00218655749593409
ee53b602f382cee53d61c10aac0edf44	Genotype	MUT	0.959889432172024	0.224087378495767	129	24	3.63447860767926e-05	0.00348909946337209
X5be15ac779a0c3e8290ee9a351f55a33	Genotype	WT	-2.42752675574257	0.572191880509216	129	73	4.26651803377609e-05	0.00378079136531543
X8613b70e91a137639752b788783119bc	Sex	F	0.79653928883308	0.190298131524673	129	15	5.31660701647692e-05	0.00437480805927244
fe40df1abda46259cc742df09fd2518b	Sex	F	-1.96811023087469	0.478762380403698	129	88	7.08674569739163e-05	0.00544262069559678
X374764e234bd7403e4b0337ba7251bb5	Genotype	WT	-1.32424535901711	0.323490406971375	129	29	7.56679623216435e-05	0.00544809328715834
X0e5fe4d9eb3f97bf1ed1b6b79c867668	Genotype	WT	1.72813914457734	0.425258877285195	129	29	8.47490906061205e-05	0.00574299719872063
c27b76272bdfd2577f21d6f649094e95	Sex	F	-1.13538556201391	0.284298774308775	129	110	0.000110320013923004	0.00606310047195977
X4e94f47ec9b2752e85447dcf27cf9068	Genotype	WT	2.10303382664667	0.529897147948464	129	24	0.000121051485117252	0.00606310047195977
X3d83ad278cfaaeb4e7340f6a98d96c62	Genotype	WT	1.34281899997543	0.336402615242309	129	16	0.000111120252663148	0.00606310047195977
a21d9726702334cd2fad5a2f7d7a7c5d	Sex	F	-1.78113206320757	0.44852399151953	129	93	0.000120001966639558	0.00606310047195977
X6f79d5c1831d51414de876a75806ed5a	Sex	F	-0.731551895759309	0.183292438637273	129	48	0.000111340073740274	0.00606310047195977
X0168b9fe72490f0981a8b04bfa9587b2	Genotype	WT	-1.21272617327378	0.305374754875346	129	22	0.000119923605640009	0.00606310047195977
