	PFF_Jejunum_11	PFF_Jejunum_12	PFF_Jejunum_13	PFF_Jejunum_14	PFF_Jejunum_15	PFF_Jejunum_16	PFF_Jejunum_17	PFF_Jejunum_18	PFF_Jejunum_19	PFF_Jejunum_1904	PFF_Jejunum_1906	PFF_Jejunum_1908	PFF_Jejunum_1910	PFF_Jejunum_1913	PFF_Jejunum_1914	PFF_Jejunum_1917	PFF_Jejunum_1920	PFF_Jejunum_1921	PFF_Jejunum_1937	PFF_Jejunum_1938	PFF_Jejunum_1942	PFF_Jejunum_1943	PFF_Jejunum_1944	PFF_Jejunum_1945	PFF_Jejunum_1946	PFF_Jejunum_21	PFF_Jejunum_25	PFF_Jejunum_27	PFF_Jejunum_28	PFF_Jejunum_30	PFF_Jejunum_32	PFF_Jejunum_35	PFF_Jejunum_36	PFF_Jejunum_37
PFF_Jejunum_11	0.0	1.179955234958187	0.8770121141805878	1.909778827225322	0.1700050620113691	1.719557834085195	2.13074689820611	2.2133156150021467	0.7865129020416265	1.5221727912579022	2.0122321504894365	1.6951051115482467	2.5437856007819604	1.5920731752449135	1.745379935060925	1.9548021073335609	2.3567777783030466	2.5035777954934133	0.6783701206709853	0.8187872786603135	0.7019913373419565	0.974919933925048	0.7322918393372029	1.072369243936575	1.124208775939534	1.3978185067309756	0.6134343768033446	0.45501603221624043	3.0810013389907698	2.4353667756757926	2.963557485795152	3.1254195619996628	4.05420551728509	1.4717778162741517
PFF_Jejunum_12	1.179955234958187	0.0	0.6022882606590937	1.8469198367169228	1.3325199521568547	1.627183158994857	1.2132997419238525	1.5350738056614275	0.6609874573633197	0.6264397669561704	1.6308498575077144	1.1668289056851575	1.4059302681236332	0.9403248298131632	0.5721703620116352	0.797634496991164	1.3826199167665976	2.321618902376639	1.7964812919591164	1.9630149666042995	0.4835180484522073	1.453953485001822	1.1875511717523142	1.2689039017643864	1.0690737393612102	1.0487037307095415	0.7858655000119978	0.7669162488116995	2.6047177195809237	1.7977130355272946	1.908793769046056	2.0098648879165832	2.965400412653273	0.5703045523241922
PFF_Jejunum_13	0.8770121141805878	0.6022882606590937	0.0	1.3750109303792448	1.041386698115862	1.151597588196726	1.8097136410018593	2.0901328920134725	0.8399155924335239	0.6688179753966826	2.1002082988900534	1.6658853891325607	1.9506210096669574	0.7430018360170192	1.062436305437096	1.284790241110267	1.9819158143790623	2.751540139228114	1.5360478323550295	1.6919977301390645	0.48150325964547497	0.863987081444619	0.6186419804058139	0.6930468589450867	1.3578731207822408	0.6395497230423671	0.8285825305990724	0.4754317829457312	2.368750229472654	1.6293921168096817	2.173979558406651	2.534319284632836	3.3079097178299333	1.1458634170896718
PFF_Jejunum_14	1.909778827225322	1.8469198367169228	1.3750109303792448	0.0	2.0152599760963383	0.22490047710526137	2.9602663477470066	3.290548859436077	2.117772409716737	1.3975584354596016	3.343589526985204	2.9774922614280452	2.798439585590526	1.0403927137682596	2.0150499667456376	2.1445334862299417	3.071744303625904	4.030214252842615	2.3743167317207035	2.5347163899508725	1.810387216527439	1.0143208633997731	1.1818298366578999	0.8399277381546923	2.6335740358166717	0.8061062180344462	2.1569550494123315	1.6647301838338482	1.325401870093541	1.0472718219719606	2.3203139474926924	3.243093092385206	3.435480003876582	2.3926801216333917
PFF_Jejunum_15	0.1700050620113691	1.3325199521568547	1.041386698115862	2.0152599760963383	0.0	1.8337199823189012	2.2352643846967615	2.283731453539755	0.8847096148276608	1.6832368712959718	2.047552278127117	1.767952217796145	2.6775915075404324	1.7467154873351094	1.8958898079819628	2.0996922124609227	2.4655011164693312	2.503108913085964	0.5087196442258388	0.6572759744156591	0.8502797273121638	1.0572260410774135	0.8401647257047117	1.1844529368878305	1.1620281436916347	1.5424387085041547	0.7237137267655603	0.6084413173638609	3.2022434201686703	2.5778662060315725	3.1088801742077727	3.252233138468797	4.191791264803998	1.5916766462533867
PFF_Jejunum_16	1.719557834085195	1.627183158994857	1.151597588196726	0.22490047710526137	1.8337199823189012	0.0	2.7551666987445023	3.084679437958935	1.9055385575167076	1.1948967535133488	3.1366817090081147	2.7600291569507105	2.6210883184794165	0.8476784911407225	1.8156097823386643	1.9567615262325166	2.872631860743501	3.821770432307197	2.2165119157641375	2.378194885727852	1.5919933710962793	0.8658466698324391	0.9983918610511645	0.6523471768742304	2.4240614790483526	0.5876259340344834	1.9406751100780022	1.455949995296643	1.4463649558180873	1.027049873834276	2.2269015070462608	3.08787848785772	3.364150930239059	2.177086505536486
PFF_Jejunum_17	2.13074689820611	1.2132997419238525	1.8097136410018593	2.9602663477470066	2.2352643846967615	2.7551666987445023	0.0	0.5260873727075217	1.3586750938548475	1.6221305219052504	0.9650599425514952	0.7170736521197075	0.8310678042000937	1.9784816291013525	1.0228968327212558	0.965169382829514	0.24734313413537162	1.621779559091383	2.5703910560549748	2.735466221369971	1.5153962841566933	2.633270055222445	2.350951296023904	2.4529529597588247	1.2513389023325272	2.185770109378323	1.5734427950901053	1.822054143817865	3.421295063576165	2.633350102727885	2.0073687657602366	1.2902574258214539	2.6758005729878493	0.6879604829438563
PFF_Jejunum_18	2.2133156150021467	1.5350738056614275	2.0901328920134725	3.290548859436077	2.283731453539755	3.084679437958935	0.5260873727075217	0.0	1.4512780404323042	2.025805773212163	0.5191746695416471	0.6217169180606651	1.3042304530723008	2.3685811151980536	1.478417410616405	1.4383071547985489	0.6514990736205156	1.1270626397856844	2.528618439088899	2.688429848218229	1.7082154957161726	2.8547469575762214	2.559956933434474	2.7128499698919595	1.1558920330378115	2.5296168350677104	1.6738907195034285	1.9854621239457506	3.826356107935545	3.062998107217258	2.4567791903036995	1.640947480797904	3.0539177325290403	0.9730051087942881
PFF_Jejunum_19	0.7865129020416265	0.6609874573633197	0.8399155924335239	2.117772409716737	0.8847096148276608	1.9055385575167076	1.3586750938548475	1.4512780404323042	0.0	1.2097926059195685	1.3277443431222884	0.9911600925860399	1.8308296324518296	1.435341385492393	1.1562071442675466	1.326821837984686	1.5853845832451479	1.9425704987330867	1.2550313553468821	1.438469098802568	0.36558909894090424	1.4534522420986418	1.1533297350882745	1.3800569344039366	0.5237462429228628	1.4115413750869754	0.38371990102280346	0.5540857653830318	3.038372061151563	2.303256465319554	2.448568733255745	2.396401047084819	3.4545570176156795	0.7322779913956605
PFF_Jejunum_1904	1.5221727912579022	0.6264397669561704	0.6688179753966826	1.3975584354596016	1.6832368712959718	1.1948967535133488	1.6221305219052504	2.025805773212163	1.2097926059195685	0.0	2.19330413609308	1.7555547866473542	1.4822457115861762	0.3693560566873248	0.6333976689104863	0.8063818435089212	1.7216395787975365	2.9117705280227857	2.1643171651926543	2.33998902491264	0.9391918628219867	1.3642299726928637	1.1916448700890623	1.0921574950703612	1.666748404362187	0.6318720196893071	1.318935973807887	1.0801031904918796	2.007170714524109	1.1795506843496524	1.5261046732266002	2.025041897183297	2.670378193806845	1.1141912274294932
