	PFF_Cecum_16	PFF_Cecum_1943	PFF_Cecum_12	PFF_Cecum_1921	PFF_Cecum_1945	PFF_Cecum_35	PFF_Cecum_30	PFF_Cecum_11	PFF_Cecum_21	PFF_Cecum_37	PFF_Cecum_1914	PFF_Cecum_28	PFF_Cecum_1920	PFF_Cecum_13	PFF_Cecum_17	PFF_Cecum_1904	PFF_Cecum_1938	PFF_Cecum_1910	PFF_Cecum_1913	PFF_Cecum_1942	PFF_Cecum_19	PFF_Cecum_1907	PFF_Cecum_25	PFF_Cecum_1906	PFF_Cecum_36	PFF_Cecum_27	PFF_Cecum_1944	PFF_Cecum_1908	PFF_Cecum_15	PFF_Cecum_1917	PFF_Cecum_1941	PFF_Cecum_32	PFF_Cecum_1937	PFF_Cecum_14	PFF_Cecum_18
PFF_Cecum_16	0.0	1.0911867321095379	2.627469375809823	1.7829823767026034	0.22606552639113361	1.8359692685787392	0.43490194764888646	0.24501510401627366	1.6482132728365086	2.3250255757678007	0.33229481614412437	1.0798915427327243	3.3492459558498324	1.3478105588657285	3.054076676811532	0.5036597423966326	1.6694236129166105	3.087070199755279	1.1586898264117729	0.535308345068875	0.8795683477888273	0.967976509971338	0.5574399528870285	1.17985775445742	1.1320074506323186	1.0085870433333168	0.4911488299467022	1.2159241246885364	2.192205867586177	2.0907676991739916	2.3874062712772424	1.2281119883871994	1.505481265443319	1.456947065391987	2.173856660703499
PFF_Cecum_1943	1.0911867321095379	0.0	3.554744482451882	2.1240331690210157	0.9340887480099281	2.553673892617454	1.5017765635082565	0.901703614956994	2.7295803493857855	3.325022601966445	1.4138086936809036	1.871353975687102	3.505664063333723	2.3940853845258236	2.5327472565211844	1.3592798781293742	2.7518342707628975	3.833117835827248	0.11826151435087758	1.5725115695323202	0.6534724892826668	1.9260697418957087	1.5883112080044035	2.2594101975339425	0.8647425507923625	0.4950663644178127	1.582315851763741	2.148055853329089	3.0973915060247625	2.5165513087527813	2.44263019397032	1.8542541465599687	0.8997513936521476	2.470066880445323	3.082465269213935
PFF_Cecum_12	2.627469375809823	3.554744482451882	0.0	2.0505799765435233	2.6865406283970192	1.2061550594389026	2.2170774201704004	2.710626722575462	1.400857639061668	0.4968856512380532	2.4158358380895706	2.939229577212314	2.763527019792849	2.260871580784398	4.0496455107121605	2.224355699987405	1.4701134416580135	0.9317771493126935	3.571849815399899	2.4862878938643145	2.987364788206684	1.696023495960004	2.080262476323848	2.0475651317659644	2.9806334465398616	3.6182465271417223	2.255580852895963	1.428591951379349	0.4783869568783341	1.7957382921495977	2.6225213054394545	1.8026739803162914	3.3705692568745524	2.431182531555686	0.5287462477711052
PFF_Cecum_1921	1.7829823767026034	2.1240331690210157	2.0505799765435233	0.0	1.6522469468808159	0.8562697816365596	1.6738430763205803	1.663829767565341	2.1756553056323478	2.103559445245856	1.833469734582435	2.747502924308253	1.5975890034891156	2.5774382420796624	2.0478435134318596	1.3215515001690235	2.2665154634562543	1.9195153459617897	2.0794827106034686	2.0982628359359805	1.4767852902088932	1.325426716225295	1.533587380648921	2.2918814524940485	1.3000340565541562	2.43698439461639	1.8288466094877367	1.2651596098811349	1.6284982862795894	0.4436527962806589	0.7670415653254025	0.6664266202529159	1.5802887037923226	2.7626650668933355	1.6192053462708267
PFF_Cecum_1945	0.22606552639113361	0.9340887480099281	2.6865406283970192	1.6522469468808159	0.0	1.8060811678576358	0.5823631906313146	0.06044380515804278	1.80139704371769	2.4166364469407564	0.5231742266361841	1.295287628494851	3.2094252643157795	1.5620803368451	2.837027849815593	0.4772930364565505	1.8325413600023073	3.081825914882907	0.9864287782770037	0.7569209948428722	0.661167427651717	1.0206209771737098	0.6560430920399631	1.3803846555469488	0.9133579787768362	0.9479184081560811	0.6766317888706961	1.2620642517437222	2.2369299481840446	1.9884346482906363	2.2210913020764713	1.1546178405038934	1.2897472373920957	1.6768282514914767	2.2179630158726664
PFF_Cecum_35	1.8359692685787392	2.553673892617454	1.2061550594389026	0.8562697816365596	1.8060811678576358	0.0	1.5376687190845082	1.8281117709011991	1.5174302066694876	1.2574915941562652	1.738453081909006	2.54903546213505	1.996511549436145	2.1371139115643123	2.892801427061563	1.3443739336057967	1.6170557131645267	1.298416734439364	2.5452377172150693	1.9326353854404963	1.930554169242815	0.9929230106355628	1.3701186649669084	1.8512398051121874	1.865231507965569	2.7314183065221487	1.6488670056517614	0.7745291353745575	0.772279076980074	0.7183910322558058	1.51981330747713	0.7001105985415177	2.235846212070516	2.332282188003199	0.7658458494059183
PFF_Cecum_30	0.43490194764888646	1.5017765635082565	2.2170774201704004	1.6738430763205803	0.5823631906313146	1.5376687190845082	0.0	0.6053745969562304	1.2286107704455833	1.8992868935599942	0.25845749686974523	1.0778242765342751	3.2284236811665834	1.0713235351103088	3.210007613365639	0.40930694450534727	1.2524885226840445	2.735637066856873	1.559993517627695	0.4395990781825206	1.1688162498517198	0.6130629185372368	0.20134448920893988	0.8448510201845967	1.3628326128821544	1.4343462610079334	0.186162556743841	0.8395417612894931	1.7973137087545588	1.9105364269934417	2.3494516780906234	1.036019091605595	1.7734925030825253	1.2199254306878502	1.7822563169748886
PFF_Cecum_11	0.24501510401627366	0.901703614956994	2.710626722575462	1.663829767565341	0.06044380515804278	1.8281117709011991	0.6053745969562304	0.0	1.8302047459143667	2.4440099856622033	0.557579446825384	1.2977171640094327	3.2114020392073894	1.5868933124052482	2.8208995809171693	0.5094162092840844	1.857795258872411	3.101298069374027	0.9556637436236917	0.77984581487931	0.6347258902373296	1.0554271920446892	0.6891790463910668	1.4067663656668545	0.8924571426890361	0.9182643143527296	0.7050927302331546	1.289838964288784	2.262788029167048	1.998335036857155	2.220260455552772	1.1716903676875063	1.2607952029310028	1.70006216081111	2.246277450346714
PFF_Cecum_21	1.6482132728365086	2.7295803493857855	1.400857639061668	2.1756553056323478	1.80139704371769	1.5174302066694876	1.2286107704455833	1.8302047459143667	0.0	0.9312014117050528	1.349882926557964	1.6207664328604166	3.501326029409507	0.8644730877396797	4.103203231189494	1.4593727298106975	0.14903293703819126	2.2246309338000705	2.785658150812878	1.2939571506339538	2.342281005177518	0.9883799610769712	1.1619646636402177	0.6870307946443804	2.4732761059089956	2.6258955014540275	1.166406528403855	0.9218788254518717	1.1714202087538688	2.1924438442057825	2.9162156584059935	1.575491689592293	2.9019323960014756	1.0315945465937657	1.156482969074107
PFF_Cecum_37	2.3250255757678007	3.325022601966445	0.4968856512380532	2.103559445245856	2.4166364469407564	1.2574915941562652	1.8992868935599942	2.4440099856622033	0.9312014117050528	0.0	2.0764387013475964	2.5200764278405945	3.0702985206715367	1.7955709242397033	4.1360545776560995	1.9752693810697086	1.0020526448171396	1.4026456721983913	3.3557830470071455	2.108433419811726	2.8091145167288856	1.422625468703874	1.7750817155624536	1.602575432836094	2.849896539357534	3.330235784857511	1.9055516839161706	1.1904612711022726	0.5243840491457962	1.9426440102821	2.7649291384982346	1.7109216320241447	3.264032991790256	1.9588693187796151	0.5358882041350547
