#OTU ID	description	SLCDTT142	SLCDTT143	SLCDTT144	SLCDTT145	SLCDTT146	SLCDTT147	SLCDTT148	SLCDTT149	SLCDTT150	SLCDTT151	SLCDTT152	SLCDTT153	SLCDTT154	SLCDTT155	SLCDTT156	SLCDTT157	SLCDTT158	SLCDTT159	SLCDTT160	SLCDTT161	SLCDTT162	SLCDTT163	SLCDTT164	SLCDTT165	SLCDTT166	SLCDTT167	SLCDTT168	SLCDTT169	SLCDTT170	SLCDTT171	SLCDTT172	SLCDTT173	SLCDTT174	SLCDTT175	SLCDTT176	SLCDTT177	SLCDTT178	SLCDTT179	SLCDTT180	SLCFP142	SLCFP143	SLCFP144	SLCFP145	SLCFP146	SLCFP147	SLCFP148	SLCFP149	SLCFP150	SLCFP151	SLCFP152	SLCFP153	SLCFP154	SLCFP155	SLCFP156	SLCFP157	SLCFP158	SLCFP159	SLCFP160	SLCFP161	SLCFP162	SLCFP163	SLCFP164	SLCFP165	SLCFP166	SLCFP167	SLCFP168	SLCFP169	SLCFP170	SLCFP171	SLCFP172	SLCFP173	SLCFP174	SLCFP175	SLCFP176	SLCFP177	SLCFP178	SLCFP179	SLCFP180	SLCdtt001	SLCdtt002	SLCdtt003	SLCdtt004	SLCdtt005	SLCdtt006	SLCdtt007	SLCdtt008	SLCdtt009	SLCdtt010	SLCdtt011	SLCdtt012	SLCdtt013	SLCdtt014	SLCdtt015	SLCdtt016	SLCdtt017	SLCdtt018	SLCdtt019	SLCdtt020	SLCdtt021	SLCdtt022	SLCdtt023	SLCdtt024	SLCdtt025	SLCdtt026	SLCdtt027	SLCdtt028	SLCdtt029	SLCdtt030	SLCdtt031	SLCdtt032	SLCdtt033	SLCdtt034	SLCdtt035	SLCdtt036	SLCdtt037	SLCdtt038	SLCdtt039	SLCdtt040	SLCdtt041	SLCdtt042	SLCdtt043	SLCdtt044	SLCdtt045	SLCdtt046	SLCdtt047	SLCdtt048	SLCdtt049	SLCdtt050	SLCdtt051	SLCdtt052	SLCdtt053	SLCdtt054	SLCdtt055	SLCdtt056	SLCdtt057	SLCdtt058	SLCdtt059	SLCdtt060	SLCdtt061	SLCdtt062	SLCdtt063	SLCdtt064	SLCdtt065	SLCdtt066	SLCdtt067	SLCdtt068	SLCdtt069	SLCdtt070	SLCdtt071	SLCdtt072	SLCdtt073	SLCdtt074	SLCdtt075	SLCdtt076	SLCdtt077	SLCdtt078	SLCdtt079	SLCdtt080	SLCdtt081	SLCdtt082	SLCdtt083	SLCdtt084	SLCdtt085	SLCdtt086	SLCdtt087	SLCdtt088	SLCdtt089	SLCdtt090	SLCdtt091	SLCdtt092	SLCdtt093	SLCdtt094	SLCdtt095	SLCdtt096	SLCdtt097	SLCdtt098	SLCdtt099	SLCdtt100	SLCdtt101	SLCdtt102	SLCdtt103	SLCdtt104	SLCdtt105	SLCdtt106	SLCdtt107	SLCdtt108	SLCdtt109	SLCdtt110	SLCdtt111	SLCdtt112	SLCdtt113	SLCdtt114	SLCdtt115	SLCdtt116	SLCdtt117	SLCdtt118	SLCdtt119	SLCdtt120	SLCdtt121	SLCdtt122	SLCdtt123	SLCdtt124	SLCdtt125	SLCdtt126	SLCdtt127	SLCdtt128	SLCdtt129	SLCdtt130	SLCdtt131	SLCdtt132	SLCdtt133	SLCdtt134	SLCdtt135	SLCdtt136	SLCdtt137	SLCdtt138	SLCdtt139	SLCdtt140	SLCdtt141	SLCFP001	SLCFP002	SLCFP003	SLCFP004	SLCFP005	SLCFP006	SLCFP007	SLCFP008	SLCFP009	SLCFP010	SLCFP011	SLCFP012	SLCFP013	SLCFP014	SLCFP015	SLCFP016	SLCFP017	SLCFP018	SLCFP019a	SLCFP020	SLCFP021	SLCFP022	SLCFP023	SLCFP024	SLCFP025	SLCFP026	SLCFP027	SLCFP028	SLCFP029	SLCFP030	SLCFP031	SLCFP032	SLCFP033	SLCFP034	SLCFP035	SLCFP036	SLCFP037	SLCFP038	SLCFP039	SLCFP040	SLCFP041	SLCFP042	SLCFP043	SLCFP044	SLCFP045	SLCFP046	SLCFP047	SLCFP048	SLCFP049	SLCFP050	SLCFP051	SLCFP052	SLCFP053	SLCFP054	SLCFP055	SLCFP056	SLCFP057	SLCFP058	SLCFP059	SLCFP060	SLCFP061	SLCFP062	SLCFP063	SLCFP064	SLCFP065	SLCFP066	SLCFP067	SLCFP068	SLCFP069	SLCFP070	SLCFP071	SLCFP072	SLCFP073	SLCFP074	SLCFP075	SLCFP076	SLCFP077	SLCFP078	SLCFP079	SLCFP080	SLCFP081	SLCFP082	SLCFP083	SLCFP084	SLCFP085	SLCFP086	SLCFP087	SLCFP088	SLCFP089	SLCFP090	SLCFP091	SLCFP092	SLCFP093	SLCFP094	SLCFP095	SLCFP096	SLCFP097	SLCFP098	SLCFP099	SLCFP100	SLCFP101	SLCFP102	SLCFP103	SLCFP104	SLCFP105	SLCFP106	SLCFP107	SLCFP108	SLCFP109	SLCFP110	SLCFP111	SLCFP112	SLCFP113	SLCFP114	SLCFP115	SLCFP116	SLCFP117	SLCFP118	SLCFP119	SLCFP120	SLCFP121	SLCFP122	SLCFP123	SLCFP124	SLCFP125	SLCFP126	SLCFP127	SLCFP128	SLCFP129	SLCFP130	SLCFP131	SLCFP132	SLCFP133	SLCFP134	SLCFP135	SLCFP136	SLCFP137	SLCFP138	SLCFP139	SLCFP140	SLCFP141	taxonomy
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	135073.188	163252.7073	142472.3047	125768.5672	59898.5222	135918.7578	164512.4865	186826.5757	157133.6	86650.9418	221951.5853	133669.5292	114508.7537	116027.0798	153834.2017	157905.1694	192488.4029	185300.4081	156984.8746	139075.571	131027.0082	177572.1645	187495.2226	164952.8016	144199.7084	137332.3818	118533.6898	102821.5807	166406.2301	126036.3962	105852.0683	133350.5292	154358.5756	310189.8619	130897.1054	106874.9726	151760.5923	77122.9527	74311.6276	69121.1455	120206.882	96519.7933	149105.0068	164879.7851	98169.74	133280.293	129022.4768	77426.0457	83176.3533	91496.9688	116286.8152	85486.9406	102462.0828	83824.3619	99396.0204	183473.6914	116239.9831	72871.0648	71948.5601	127843.4968	117422.7576	106686.48599999999	96861.9365	101938.3854	124601.1874	0.25	68120.5344	80637.9647	88973.2655	96447.8696	150668.4977	113545.2115	93274.094	110690.3267	108376.2515	211895.8771	13315.5467	67780.3495	263916.5034	67262.0908	44310.0028	61935.1408	146178.3861	41518.3759	48746.7839	79271.9272	59044.4136	34173.4794	63361.4668	49.016000000000005	62533.04	18561.4529	262977.7286	111790.8324	98190.0752	64725.324	15224.4074	25648.5024	16895.5434	73550.1933	4679.3706	16915.4156	40917.9941	54357.6619	66132.8103	45665.2644	105079.7807	56950.8355	22899.3716	38101.3702	19668.832	28144.8117	0.75	2881.7569	69387.3482	54497.663	88526.9724	12762.8066	14882.466	15988.2221	431.379	45970.3805	52920.9256	46212.9459	20074.9822	8875.2205	0.0	47768.2571	40950.0084	64327.1676	55511.343	21112.4854	12640.0328	36269.3385	52486.8693	5223.4154	63328.4718	2952.2248	4526.5833	145075.4999	49679.2058	34735.2599	74785.4143	11814.8107	28573.0977	23916.3712	51204.1638	10468.8148	75.1012	3106.7864	5.0342	102150.2158	25525.2397	42077.187000000005	33605.7493	38997.8792	27404.6077	27984.2674	40338.7624	12269.7758	125.9581	25747.1534	47.875	422.9131	83864.0786	46727.492	76970.4834	39007.7035	7504.7917	50557.2309	70580.4869	1510.0986	25816.9271	69104.3581	48963.5613	55942.1533	48729.5761	9668.3681	36958.1722	26163.8389	67534.1237	166.0044	19101.4003	19947.6329	10683.8529	19922.689	35268.0321	38482.8947	35857.5624	3081.5241	22797.1858	32996.6668	17202.987	13518.612	37788.0897	14363.7985	7050.9758	7091.3546	20749.6555	14390.4932	36971.5896	10150.3509	4938.1102	15906.0952	584.351	40945.4082	27094.2196	9032.8934	3554.4312	50861.3627	26561.6214	36318.7876	27896.1639	9646.1496	10767.4328	3743.5777	28762.208	15730.7053	23123.787	35499.8149	25896.0893	37757.1065	15492.1979	40073.4576	33420.7754	39647.2171	36871.0581	37999.5662	32251.6067	48822.8093	52327.4227	25329.3607	32973.6365	48242.3223	17868.6648	35038.6296	32692.8827	33269.9804	34522.7338	31447.1587	20691.0621	18114.3431	23032.5239	29470.4628	19090.5297	34063.6305	23793.7781	31976.4474	24656.7216	30869.1068	25403.8166	35825.3277	18704.6774	27181.8867	26016.1472	26390.3311	18996.268	28452.8882	15422.4895	33591.6253	18775.3712	33214.9224	20436.9722	36819.774	19436.4035	26824.9731	24447.8465	41187.5302	28004.9727	39763.7273	44336.945999999996	45778.869000000006	25866.5313	29806.6225	32766.4268	35581.7116	53000.9791	35733.4051	36875.9363	24656.4116	28962.4672	31006.4457	23029.8069	46914.2753	35573.7973	23496.1141	25511.1853	23900.6942	41534.9339	47392.471	30335.9688	33302.3173	32274.8726	17477.796000000002	17318.4562	17897.721	39213.7359	33951.1659	32884.0044	30865.8444	17927.4632	39317.6005	27640.97	30674.5266	49560.7255	15073.6488	42990.212999999996	67257.6668	75320.8603	38174.1184	58304.6123	39043.4003	25070.1539	67200.6698	34530.3669	33943.9839	23765.0707	24315.5285	7679.8752	10705.0895	23395.4901	28270.2858	14501.0015	31267.2044	11714.1345	72326.5902	33269.5073	28356.2571	13951.9	24917.0486	21587.2042	10785.8372	10462.3574	19813.5455	14318.3558	5724.4385	23431.6367	53423.8299	18039.3543	22303.8439	8096.4130000000005	15360.7705	16484.5892	26836.1591	18524.1652	21684.5463	32506.7523	16863.029	3.8182	46432.0353	31287.7849	16332.6654	29286.5185	17757.9039	39817.604	38681.3835	61720.6385	22114.1431	21220.3795	28984.3182	
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	32.324	1411.249	39.7936	1478.2816	7.7178	28.508000000000003	17.4543	173.7304	160.5254	127.3954	30.9646	22.2822	75.416	179.9104	239.7611	237.5833	35.9362	34.8943	28.1848	111.9913	40.7615	1695.851	34.016999999999996	20.2166	51.1128	187.6274	190.0761	526.1891	100.7106	41.027	63.0313	144.3109	28.3523	972.9358	16.4508	24.3481	90.4048	114.9956	99.8641	13.5699	34.4794	17.8887	17.847	39.6604	174.8628	245.1856	21.948	112.4253	15.0038	9.4719	17.9428	13.6029	12.0476	22.499000000000002	14.2421	32.4267	22.9689	11.2063	140.3249	34.8427	20.0957	20.8621	26.2045	20.6718	15.8744	0.0	13.3526	11.9383	15.2886	12.1042	27.6676	23.1421	10.4275	11.9763	20.5043	100.1976	279.8478	125.1277	216.0922	33.6206	42.3722	29.9629	61.6458	42.6137	54.538999999999994	45.2977	77.7692	11.1468	52.3164	0.0	12.345	12.4364	84.0561	46.9215	122.7086	39.1942	12.0858	0.0	0.0	17.2609	0.0	0.0	8.411	0.0	17.5959	23.3719	52.4252	6.8185	17.8425	7.7834	0.0	0.0	0.0	0.0	31.5813	6.4739	0.0	4.0623	0.0	0.0	0.0	6.0881	0.0	0.0	1.7385	0.0	0.0	4.3552	0.0	6.7276	8.4628	0.0	0.0	0.0	0.0	4.988	0.0	0.0	5.7365	21.7034	3.4834	0.0	114.8975	0.0	76.515	0.0	0.0	0.0	0.0	3.185	0.0	30.5606	1.6519	8.1907	4.6704	3.6766	32.9539	3.7134	0.0	1.7443	0.0	3554.1189	0.0	0.0	10.3548	0.0	26.7428	4.6277	0.0	0.0	0.0	12.0419	0.0	0.0	23.8522	0.0	0.0	1.7186	2.602	2.4495	5.4631	0.0	0.0	0.0	0.0	0.0	5.4387	0.0	0.0	0.0	1.9916	53.1704	10.1832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4806	0.0	0.0	0.0	3.657	0.0	0.0	6.1719	0.0	0.0	21.8734	2.6157	0.0	0.0	53.0648	0.0	0.0	0.0	0.0	17.1259	4.4803	0.0	5.5559	9.128	7.5079	17.4538	6.444	6.931	1.3267	0.0	14.6797	2.0011	0.0	0.0	0.0	5.0623	9.2962	7.7929	7.7925	6.8038	13.4685	0.0	0.0	4.32	0.0	6.0771	0.0	0.0	0.0	5.0566	0.0	1.5025	0.0	4.056	0.0	0.0	3.4726	0.0	0.0	0.0	0.0	4.3456	0.0	0.0	3.4236	2.4432	0.0	18.4477	86.4561	76.4226	57.3866	0.0	0.0	0.0	0.0	10.7011	13.7011	4.275	3.2947	80.5976	115.3441	155.2158	0.0	0.0	13.5244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9019999999999997	0.0	0.0	0.0	0.0	0.0	0.0	5.1699	0.0	3.4645	0.0	3.4645	0.0	0.0	11.4029	8.4096	0.0	0.0	0.0	3.4823	1.5011	4.343999999999999	0.0	0.0	4.8484	0.0	0.0	0.0	0.0	2.9971	1.492	0.0	0.0	2.9895	0.0	1.7397	0.0	3.4237	0.0	0.0	0.0	0.0	0.0	5.2018	0.0	5.1828	0.0	0.0	2.3179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8625	0.0	0.0	4.1079	5.9946	0.0	0.0	0.0	
AEROBACTINSYN-PWY	aerobactin biosynthesis	7.86	894.3882	15.29	284.2759	4.43	9.0	10.0	49.9428	36.4211	6.553	15.9295	7.3124	10.6882	58.6341	26.5202	16.8659	13.71	11.71	12.1846	14.3906	10.6025	58.5875	11.5807	9.3615	10.5447	15.1273	23.976	95.7992	39.6381	16.14	24.57	34.8758	11.14	87.3944	9.43	7.5119	13.9645	8.2775	58.57	8.57	14.14	8.29	10.29	15.8857	104.57	143.14	10.71	61.9531	5.86	5.43	10.29	8.14	7.14	8.57	4.86	11.0	8.86	6.43	80.57	11.0	8.14	8.57	9.7205	7.5532	7.43	0.0	5.29	6.8424	7.14	5.71	12.8059	9.71	6.0	6.86	7.0	31.1999	92.0	74.0	12.627	6.43	11.0643	2.14	8.0092	9.306000000000001	15.29	7.57	23.0	3.29	5.1997	0.0	1.57	1.71	18.6598	9.1675	15.3603	11.25	0.0	0.0	0.0	5.0	0.0	0.0	2.43	0.0	3.4429	6.14	0.0	0.0	4.14	0.0	0.0	0.0	0.0	0.0	1.6352	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	2.57	3.0	0.0	0.0	3.1671	0.0	11.0854	0.0	0.0	0.0	0.0	1.43	0.0	7.29	0.71	2.57	1.43	1.4432	2.5143	0.57	0.0	0.0	0.0	2904.57	0.0	0.0	0.0	0.0	0.5637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.71	1.57	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.0	0.0	0.86	25.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	2.71	0.0	0.0	6.57	0.0	0.0	0.0	18.71	0.0	0.0	0.0	0.0	3.0	1.29	0.0	2.43	4.0	3.29	3.43	1.86	2.4	0.57	0.0	6.0	0.86	0.0	0.0	0.0	0.86	1.71	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.71	0.0	4.43	28.57	22.0	20.86	0.0	0.0	0.0	0.0	3.14	6.0	1.86	1.43	27.71	42.14	54.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	1.43	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.86	0.43	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	381.5488	7714.0172	541.2009	5721.8678	102.1693	323.005	239.6946	1280.2007	1729.9317	808.9743	334.6392	285.1079	450.024	1105.1586	1451.6849	1375.636	387.0025	489.9068	314.6033	575.9527	583.9812	10366.1493	883.9248	191.2606	368.0624	1072.5082	1193.8966	2724.7837	552.4136	272.7205	374.4837	886.5961	481.0841	3432.1992	198.8865	256.7172	513.1128	697.6079	517.3215	464.8924	864.5459	370.5415	246.5246	442.0809	1775.1581	2487.6085	411.0355	670.2239999999999	179.3392	129.8595	305.3964	223.1959	192.2952	1442.5795	169.6378	383.6384	276.7501	153.0082	771.9846	2110.0103	242.868	252.3336	249.3585	384.8933	790.9747	0.0	134.571	180.2559	144.3307	179.636	499.2923	546.2081	133.9458	150.2825	217.6831	788.4222	1343.8875	624.1892	164.0089	109.5873	176.0159	35.9783	111.0797	148.4731	247.2668	159.335	308.527	55.5721	72.3101	0.0	25.2628	39.2287	271.1383	126.6728	270.8451	159.3992	0.0	0.0	0.0	82.3974	0.0	0.0	55.4352	0.0	47.5167	120.8595	0.0	0.0	66.4456	0.0	0.0	0.0	0.0	0.0	31.933000000000003	14.2394	0.0	0.0	0.0	16.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0988	0.0	0.0	39.5911	49.0785	0.0	0.0	194.1572	0.0	414.3479	0.0	0.0	0.0	0.0	20.9987	0.0	119.1644	11.9296	60.4064	24.471	19.6255	33.6149	9.4086	0.0	0.0	0.0	7608.6149	0.0	0.0	0.0	0.0	157.1266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.603	0.0	0.0	0.0	15.8357	11.3962	24.2352	0.0	0.0	0.0	0.0	0.0	63.5779	0.0	0.0	0.0	13.8502	271.2775	46.2827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4172	0.0	0.0	34.3287	0.0	0.0	96.2056	0.0	0.0	0.0	215.5857	0.0	0.0	0.0	0.0	50.1766	21.4244	0.0	38.4083	63.3486	53.1189	57.3049	31.1058	33.4283	9.7429	0.0	88.9754	14.7855	0.0	0.0	0.0	14.7747	28.9526	0.0	0.0	12.1974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.8876	12.1921	0.0	74.4196	412.1215	330.9912	306.0112	0.0	0.0	0.0	0.0	52.5685	91.5062	30.5411	24.0682	375.8236	509.8145	535.3606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.3028	23.0381	0.0	0.0	0.0	0.0	7.3907	0.0	0.0	0.0	13.5699	0.0	0.0	0.0	0.0	14.4232	21.096	0.0	0.0	14.5588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.9399	0.0	0.0	0.0	
ANAEROFRUCAT-PWY	homolactic fermentation	198458.6701	217320.4147	194333.2282	164635.9982	65106.1527	153172.5119	184035.8684	303786.1338	238888.7239	132003.8765	276751.9409	179786.3199	204957.4501	158841.9224	225816.4883	190974.0465	188304.7815	198832.3923	167635.8715	196236.043	170441.1145	228606.2444	175151.0363	196671.861	198693.3809	181227.9551	177348.96	128402.3955	142847.1977	158946.2724	129344.7411	185378.6327	182476.2625	444784.0418	162345.4635	135974.0828	202082.0228	175245.8799	94623.2532	152160.1737	177758.2047	134073.1492	187034.38	208632.2303	115847.9885	156187.5625	203134.5478	97965.0914	112850.5881	132122.2466	158037.9619	204527.3174	168785.8954	136640.4886	110228.3126	203953.0626	121836.3725	74751.9765	90563.8869	178241.758	153879.5228	138159.6712	122831.2502	182304.6103	186336.1528	0.0	78644.7235	95373.5697	100888.4976	108517.002	198057.0616	148368.9623	127400.8185	148264.4185	141881.4223	857770.6676	16562.6505	86201.2653	60249.026	72143.8193	73030.8085	50713.4189	121058.0285	75066.4753	64064.8369	94887.7551	74645.2084	38661.5111	51360.597	31.9908	36309.0828	25997.1842	323681.4281	102185.5359	128165.8149	86590.0285	19934.3281	23530.0676	19508.7712	98421.7791	5862.2981	20034.1378	53194.2256	37505.3379	55928.5811	58821.6499	131114.9399	65769.5848	27228.9555	44222.4603	20478.3355	32978.9626	0.0	3848.9151	86714.69900000001	62669.1777	115107.3631	22558.1462	26937.3865	27930.7514	496.9967	39862.5631	17603.8062	58957.3681	29031.9297	13183.5413	0.0	38596.2142	36599.106	76304.1458	68918.6764	24557.8959	33552.9038	23993.1966	61990.3028	5957.1188	36666.412000000004	3194.9275	6256.7911	127670.4757	41048.7881	46575.4106	96776.4174	14551.2454	37704.5017	24855.9766	61807.3158	13259.8596	92.6438	4064.5211	19.2544	119968.8939	32411.9227	71415.1263	48488.8665	60955.3372	38700.3559	26483.3579	25549.5322	8872.6878	114.5902	31541.1313	39.1517	535.3762	78069.8919	35570.3721	84357.9964	49933.3202	10298.0015	64129.2477	86602.3598	2274.9234	5227.902	7537.9769	61483.4786	75289.4265	67120.1626	10743.536	33484.0236	21513.8938	93975.8587	170.5083	23742.3773	21179.1356	12586.3675	31369.1796	57623.347	36839.9364	37627.437999999995	3952.2533	27061.9492	42757.3009	27505.8456	13525.0168	49054.1026	20828.631999999998	9632.2234	10132.1693	26214.4619	18385.6586	48908.6565	13415.8896	9483.4355	11906.2228	828.8442	35688.0054	36195.2491	11731.999	4677.8874	63522.2143	32814.7472	26620.6138	34137.687000000005	11813.9874	14235.7767	4607.4087	34982.5585	12402.0529	31107.259	44674.1066	32359.3294	45381.2318	10394.112	27885.0719	27172.9704	51913.1027	47080.5129	48919.0622	21646.6267	16956.103	14592.7759	29035.4298	34043.825	48005.6043	11784.482	45580.0023	41792.0418	38550.3156	41353.7591	38118.6338	23652.5387	22085.3918	27639.3807	34876.5275	21748.0207	36482.4215	28287.1306	39531.9879	30756.0123	34510.6082	30261.5482	40980.9453	22913.4663	32750.9902	30225.8059	31412.2804	23980.8722	36720.6484	27079.722	58060.0883	29985.7064	37744.771	22040.923	37142.7995	23763.7143	34103.6467	27864.2913	43892.9128	31589.4802	35197.5199	47899.5112	55253.806	31053.8729	37116.9642	40735.0397	45473.4857	15985.8476	10331.9583	19173.5609	31428.9013	36876.7298	34763.903	21767.0443	43345.9174	34624.7507	26968.0987	29962.3965	27889.5523	49375.3315	54143.0432	36323.3177	43709.4286	40922.1327	21520.2788	39006.5441	26345.2568	54548.0381	47343.4701	45038.5717	43371.6324	40360.3942	24193.5647	18889.8244	38319.2481	61599.6879	19130.4157	38124.3015	103848.8428	127241.2963	48591.4097	72138.0835	49798.0441	25823.2865	6727.0654	1229.5079	45275.9438	31149.9574	32114.7465	7519.3803	13432.3324	28159.1883	35943.8326	18327.8566	39553.3091	16022.3674	99216.7068	46150.4138	35685.1685	14214.5049	26986.9963	29641.7453	14232.268	14001.7764	28927.6421	18748.7271	6236.6806	31391.2441	72544.3984	24522.6486	26583.936	9147.2682	17963.888	14603.3247	28335.6348	18943.6046	28752.7589	40397.1822	20751.0034	0.0	61192.6132	38517.7085	19749.3897	33142.3489	20419.5696	48995.312999999995	47602.4491	88159.0676	29886.6318	24785.0349	33091.4909	
