	chao1
SLCFP145	290.77777777777777
SLCFP146	346.77272727272725
SLCFP147	339.9024390243902
SLCFP151	184.78571428571428
SLCFP152	277.3636363636364
SLCFP153	318.8
SLCFP157	286.22222222222223
SLCFP158	392.8857142857143
SLCFP159	337.92
SLCFP163	305.6
SLCFP164	295.7
SLCFP165	297.46666666666664
SLCFP169	197.68965517241378
SLCFP170	293.6
SLCFP171	313.39473684210526
SLCFP175	178.8846153846154
SLCFP176	281.27906976744185
SLCFP177	309.9024390243902
SLCFP001	248.03703703703704
SLCFP002	235.0
SLCFP003	275.5416666666667
SLCFP007	197.57692307692307
SLCFP008	242.48387096774195
SLCFP009	216.28571428571428
SLCFP013	200.91666666666666
SLCFP014	281.77272727272725
SLCFP015	301.59375
SLCFP019a	216.75
SLCFP020	232.97297297297297
SLCFP021	222.0
SLCFP025	197.0
SLCFP026	189.83333333333334
SLCFP027	236.5
SLCFP031	165.58823529411765
SLCFP032	168.5
SLCFP033	241.12
SLCFP037	224.54545454545453
SLCFP038	206.47368421052633
SLCFP039	212.3
SLCFP043	184.65
SLCFP044	198.9
SLCFP045	222.625
SLCFP049	189.58823529411765
SLCFP050	225.0
SLCFP051	252.5
SLCFP055	186.1578947368421
SLCFP056	223.14285714285714
SLCFP057	200.25
SLCFP061	190.04
SLCFP062	199.83333333333334
SLCFP063	221.0
SLCFP067	161.0
SLCFP068	173.6875
SLCFP069	180.8125
SLCFP073	176.33333333333334
SLCFP074	218.33333333333334
SLCFP075	185.3
SLCFP079	103.4
SLCFP080	195.8
SLCFP081	214.05263157894737
SLCFP085	193.43478260869566
SLCFP086	203.6153846153846
SLCFP087	175.0
SLCFP091	190.57692307692307
SLCFP092	233.11764705882354
SLCFP093	206.55
SLCFP097	193.10526315789474
SLCFP098	205.1818181818182
SLCFP099	167.88235294117646
SLCFP103	210.6875
SLCFP104	175.36363636363637
SLCFP105	197.71428571428572
SLCFP109	228.5
SLCFP110	201.0
SLCFP111	228.66666666666666
SLCFP115	152.125
SLCFP116	178.05263157894737
SLCFP117	135.0
SLCFP121	208.65
SLCFP122	153.0
SLCFP123	188.23529411764707
SLCFP127	162.4
SLCFP128	208.0
SLCFP129	176.4
SLCFP133	148.0909090909091
SLCFP134	221.11764705882354
SLCFP135	205.5
SLCFP139	169.0
SLCFP140	204.47368421052633
SLCFP141	221.0
