	pielou_e
PFF_Baseline_11	0.7498054773543448
PFF_Baseline_12	0.7223586016523642
PFF_Baseline_13	0.7404351802305652
PFF_Baseline_14	0.700431378138169
PFF_Baseline_15	0.6682926266459258
PFF_Baseline_16	0.7158159410910752
PFF_Baseline_17	0.6647557420954431
PFF_Baseline_18	0.7217454011673891
PFF_Baseline_19	0.6780534034849487
PFF_Baseline_1921	0.6698417064196069
PFF_Baseline_1937	0.709603690814682
PFF_Baseline_1942	0.6969787959190072
PFF_Baseline_1943	0.6947526955943889
PFF_Baseline_1944	0.6954756938458483
PFF_Baseline_1946	0.6724070365792375
PFF_Baseline_25	0.7214685034617296
PFF_Baseline_26	0.7421056136173183
PFF_Baseline_27	0.7054373743668804
PFF_Baseline_28	0.7075259784102903
PFF_Baseline_30	0.764410246990041
PFF_Baseline_32	0.7122107565205544
PFF_Baseline_35	0.7419487081378575
PFF_Baseline_36	0.7044423280882482
PFF_Baseline_37	0.7148069306697075
