	shannon_entropy
PFF_Cecum_16	4.945303985896976
PFF_Cecum_1943	4.558505508771172
PFF_Cecum_12	4.479223779203435
PFF_Cecum_1921	5.541145792405215
PFF_Cecum_1945	4.229257528467702
PFF_Cecum_35	5.666752288933973
PFF_Cecum_30	5.338124977745741
PFF_Cecum_11	5.5269569088907184
PFF_Cecum_21	4.068641602529737
PFF_Cecum_37	4.695268394660776
PFF_Cecum_1914	5.597500351158289
PFF_Cecum_28	5.832983919869024
PFF_Cecum_1920	5.992244795900432
PFF_Cecum_13	5.782462387832846
PFF_Cecum_17	5.556961405860893
PFF_Cecum_1904	4.883290571585843
PFF_Cecum_1938	5.278168486795686
PFF_Cecum_1910	5.136206385025186
PFF_Cecum_1913	4.700741686885784
PFF_Cecum_1942	3.7729565687894127
PFF_Cecum_19	3.11933220776309
PFF_Cecum_1907	5.420605372864884
PFF_Cecum_25	3.6959547928696828
PFF_Cecum_1906	5.442692302230383
PFF_Cecum_36	5.125884919177585
PFF_Cecum_27	4.556156109403315
PFF_Cecum_1944	5.350979611836015
PFF_Cecum_1908	4.545238944077301
PFF_Cecum_15	5.384338817123779
PFF_Cecum_1917	5.196417720279905
PFF_Cecum_1941	5.201487902727498
PFF_Cecum_32	6.359290899007005
PFF_Cecum_1937	5.248200051059513
PFF_Cecum_14	4.75243080083218
PFF_Cecum_18	3.8607303966277566
