	PFF_Jejunum_32	PFF_Jejunum_37	PFF_Jejunum_16	PFF_Jejunum_19	PFF_Jejunum_21	PFF_Jejunum_1910	PFF_Jejunum_1946	PFF_Jejunum_1938	PFF_Jejunum_1945	PFF_Jejunum_17	PFF_Jejunum_14	PFF_Jejunum_18	PFF_Jejunum_1942	PFF_Jejunum_28	PFF_Jejunum_1943	PFF_Jejunum_1906	PFF_Jejunum_1917	PFF_Jejunum_35	PFF_Jejunum_1921	PFF_Jejunum_30	PFF_Jejunum_1908	PFF_Jejunum_1937	PFF_Jejunum_1920	PFF_Jejunum_27	PFF_Jejunum_1944	PFF_Jejunum_1913	PFF_Jejunum_12	PFF_Jejunum_25	PFF_Jejunum_13	PFF_Jejunum_1904	PFF_Jejunum_36	PFF_Jejunum_15	PFF_Jejunum_1914	PFF_Jejunum_11
PFF_Jejunum_32	0.0	1.5896584371625269	1.7712747035498588	1.7949387775498264	1.695742895898212	1.5289242085064982	2.255436568699165	3.8126250280423815	2.410452338827296	1.9956138593495176	1.8776156837422189	1.892610678114826	1.4234454227938382	1.9654149500704279	2.214823837146411	2.2410734911898174	1.239894345297271	1.3851459655669955	2.796795836587775	1.7303391805814716	1.9649063520080348	2.7397675614697814	1.8133308213906256	1.6692729296783666	1.4819766490275463	1.2648730453263697	1.557319306688683	2.3831383571273306	1.9611779416187627	0.921368960325628	2.5154913958224294	2.240800059581223	1.5992409911713241	2.4782319047809245
PFF_Jejunum_37	1.5896584371625269	0.0	2.154492500357975	0.6156428305097272	1.3256793958162805	0.6201715838807063	0.6969865741895168	2.53940319455128	1.7293938134285507	0.7420701194488099	2.168378871836606	1.2735743388920184	0.6687610119337285	2.9814385263546006	1.9392634531364998	1.0239407705545298	0.37002045304662456	1.5462876730572435	1.5193486186509557	2.3858628204394035	0.548917116456497	1.5847060868508023	0.8758565130098874	0.9529244360843332	1.1930815416057305	1.4075627057254287	0.5745405244701263	1.060598253865851	1.2104602514628875	1.2484789704066483	3.944222875112068	1.0984927013806325	0.15821227794239232	1.456639861515466
PFF_Jejunum_16	1.7712747035498588	2.154492500357975	0.0	1.7768095597951474	0.9620888708943633	2.575885562884264	2.472077414134816	3.028594278264387	1.366027191372536	2.8794722778078206	0.13634803868914738	3.1117766422351263	1.5080135107176622	1.1259840545392068	0.8478956703659876	3.0875115037767484	2.0487579835691303	2.9540164707388965	3.6104444663394086	0.37582928089659945	2.702289935680378	2.10024789235104	2.907462679479616	1.338639259317839	0.9940511921817189	0.760988408599513	1.6379692029493713	2.108583225288488	1.3339048059816763	1.0941891155325658	3.8368168498278346	1.8348061591172555	2.0383487996228986	1.775127864661817
PFF_Jejunum_19	1.7949387775498264	0.6156428305097272	1.7768095597951474	0.0	0.842262110937351	1.2327652659712849	0.7041739328067778	2.062996512678054	1.1203016594847004	1.3037310819785466	1.7579034337999988	1.8344338153042563	0.4136018436313406	2.7491672351336827	1.389102823978469	1.5022428247581	0.836014114828846	2.090321195542585	1.942287849002213	2.073039760565474	1.0723042627390864	1.0409392445463455	1.4861055707467392	0.446005562786573	0.7920540407828718	1.1157688255481795	0.24039815269151954	0.5965439165768344	0.6216921582913314	1.1413679884872445	4.242874938621821	0.5251917372910754	0.47498623718207206	0.8557426688210875
PFF_Jejunum_21	1.695742895898212	1.3256793958162805	0.9620888708943633	0.842262110937351	0.0	1.8612716051732912	1.5342347236374985	2.2855748907348232	0.7347822786304102	2.0663999808106506	0.9281934075657452	2.459564552787601	0.6753790183478684	2.0214848905302443	0.648069461410501	2.2760042111963514	1.3427039044708606	2.504518211004876	2.756968998776488	1.2935665116626371	1.8576428826960132	1.2668249887154701	2.1705999814051733	0.3983534995175439	0.2474417653503518	0.5046870169668337	0.7576291858617114	1.1550236757612906	0.3992131392942178	0.8127309769288379	4.11133213570892	0.9068692529726395	1.18697802636893	0.9237375981580626
PFF_Jejunum_1910	1.5289242085064982	0.6201715838807063	2.575885562884264	1.2327652659712849	1.8612716051732912	0.0	1.1539405025178329	3.1022154452022113	2.3344460671787277	0.4766718591291578	2.614443217692509	0.7823900331438417	1.1946444587777039	3.2460001350166134	2.495731416527088	0.819935732637525	0.5353237385391594	1.0181218834172956	1.3269127099475788	2.7451093914650877	0.5286260592712972	2.1852115521808213	0.33461801460218127	1.5242481698238142	1.6911981665513478	1.8178695998992989	1.1522782078461753	1.6558775270386228	1.8078505578565298	1.5505404958458837	3.6418040074603013	1.711546601836809	0.7662994074803549	2.0764431048155316
PFF_Jejunum_1946	2.255436568699165	0.6969865741895168	2.472077414134816	0.7041739328067778	1.5342347236374985	1.1539405025178329	0.0	1.9680552678847512	1.6293132325385065	0.9532294056061719	2.4489097872175947	1.6086080054448246	1.0599065358852782	3.4242112123109885	2.017332400982886	1.0426267161255531	1.0662727202174742	2.1099811165654505	1.3463280688158203	2.767544986056102	0.7219878099101363	1.1735903970556354	1.2580993643508462	1.14539403080959	1.4840231686601402	1.805855592462233	0.8805544275126278	0.6922170600107865	1.2481682946493897	1.7790953934785272	4.5888494769792425	0.8515628507057135	0.6842763525153719	1.2081596458300214
PFF_Jejunum_1938	3.8126250280423815	2.53940319455128	3.028594278264387	2.062996512678054	2.2855748907348232	3.1022154452022113	1.9680552678847512	0.0	1.6648066660615186	2.908726802064406	2.923081358326897	3.5281837871495307	2.414796928342329	4.1251880286645015	2.1936438163762904	2.910337743273821	2.860953666596495	4.029809933671414	3.0122783936878386	3.4038618397427123	2.683659982359781	1.0814217177721743	3.224713170892533	2.1665898082103574	2.4326217540374553	2.7840035972869335	2.283258650185496	1.5195059840451304	1.9198891297740066	3.0220333770515033	6.214770679586724	1.5748583424863032	2.440213405847726	1.375390651052616
PFF_Jejunum_1945	2.410452338827296	1.7293938134285507	1.366027191372536	1.1203016594847004	0.7347822786304102	2.3344460671787277	1.6293132325385065	1.6648066660615186	0.0	2.4131876699688832	1.2658899362440406	2.884957748896083	1.2171128125436035	2.469626327100217	0.5572618162446232	2.5471786976321305	1.8763392486184867	3.0831516067664606	2.941054322902065	1.740863073943122	2.177348871535107	0.7935209631125048	2.600986195894253	0.8606226312234411	0.9286139758489586	1.2117172595689538	1.1920186426698989	1.0557744392339392	0.5576340119239339	1.54680463887929	4.7836435108208075	0.7815970956125883	1.5870983923773392	0.5227632137380718
PFF_Jejunum_17	1.9956138593495176	0.7420701194488099	2.8794722778078206	1.3037310819785466	2.0663999808106506	0.4766718591291578	0.9532294056061719	2.908726802064406	2.4131876699688832	0.0	2.8998139165853494	0.8255743396364267	1.4093553437170032	3.6346451759817247	2.6702251783104987	0.47308961031761276	0.8786377703073469	1.3538429844262718	0.896967966774981	3.088681784354312	0.2461103092615813	2.1046454380343436	0.3468101492000761	1.6877910231817463	1.9288668960704194	2.1252383820728764	1.3109921470149815	1.5729405426229768	1.9227889970473278	1.9137919003975898	4.072255067218809	1.6971094101333617	0.8854673122018303	2.0700732288069843
