	shannon
PFF_Colon_11	4.608727865584828
PFF_Colon_12	4.506486212292778
PFF_Colon_13	5.176105815434411
PFF_Colon_14	3.5433729231411903
PFF_Colon_15	5.360888494920585
PFF_Colon_16	3.6711619205816004
PFF_Colon_17	5.253780293663673
PFF_Colon_18	3.712750911310759
PFF_Colon_19	4.213075523983437
PFF_Colon_1904	4.642899653821109
PFF_Colon_1906	5.398261415082869
PFF_Colon_1907	4.839518977995407
PFF_Colon_1908	4.87584056474823
PFF_Colon_1910	4.489307616056698
PFF_Colon_1913	3.5523181734060922
PFF_Colon_1914	4.693332483496837
PFF_Colon_1917	5.049844057471681
PFF_Colon_1920	4.672005729540226
PFF_Colon_1921	6.408123368176998
PFF_Colon_1937	4.272122695400654
PFF_Colon_1938	4.447362317119831
PFF_Colon_1941	4.938275538489816
PFF_Colon_1942	3.5967277448801
PFF_Colon_1943	4.25191857293703
PFF_Colon_1944	4.950473331450873
PFF_Colon_1945	3.69730766776838
PFF_Colon_1946	4.647101387369905
PFF_Colon_21	4.3271877487987265
PFF_Colon_25	3.4003551965940555
PFF_Colon_27	5.5280832834419
PFF_Colon_28	3.7010156470199984
PFF_Colon_30	4.230122119809063
PFF_Colon_32	5.24950711892077
PFF_Colon_35	5.767240033317251
PFF_Colon_36	5.863860713268174
PFF_Colon_37	4.276008472069756
PFF_Baseline_11	5.803549646634031
PFF_Baseline_12	5.083642901858601
PFF_Baseline_13	5.2451695177614575
PFF_Baseline_14	4.943308688768453
PFF_Baseline_15	4.794513909132555
PFF_Baseline_16	5.114565412335719
PFF_Baseline_17	4.397002298815542
PFF_Baseline_18	5.123117567879343
PFF_Baseline_19	4.703496820950829
PFF_Baseline_1921	4.7153753597451065
PFF_Baseline_1937	5.2055100630019595
PFF_Baseline_1942	4.935437676826945
PFF_Baseline_1943	4.88504641774985
PFF_Baseline_1944	5.080264766364043
PFF_Baseline_1946	4.70985807663403
PFF_Baseline_25	5.002471234470048
PFF_Baseline_26	5.310758899719173
PFF_Baseline_27	5.1161597995448975
PFF_Baseline_28	4.937775303811035
PFF_Baseline_30	5.490635347965333
PFF_Baseline_32	5.3448367692862755
PFF_Baseline_35	5.544257842508242
PFF_Baseline_36	5.049211068545241
PFF_Baseline_37	4.963257897052775
