	PFF_Colon_11	PFF_Colon_12	PFF_Colon_13	PFF_Colon_14	PFF_Colon_15	PFF_Colon_16	PFF_Colon_17	PFF_Colon_18	PFF_Colon_19	PFF_Colon_1904	PFF_Colon_1906	PFF_Colon_1907	PFF_Colon_1908	PFF_Colon_1910	PFF_Colon_1913	PFF_Colon_1914	PFF_Colon_1917	PFF_Colon_1920	PFF_Colon_1921	PFF_Colon_1937	PFF_Colon_1938	PFF_Colon_1941	PFF_Colon_1942	PFF_Colon_1943	PFF_Colon_1944	PFF_Colon_1945	PFF_Colon_1946	PFF_Colon_21	PFF_Colon_25	PFF_Colon_27	PFF_Colon_28	PFF_Colon_30	PFF_Colon_32	PFF_Colon_35	PFF_Colon_36	PFF_Colon_37	PFF_Baseline_11	PFF_Baseline_12	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_15	PFF_Baseline_16	PFF_Baseline_17	PFF_Baseline_18	PFF_Baseline_19	PFF_Baseline_1921	PFF_Baseline_1937	PFF_Baseline_1942	PFF_Baseline_1943	PFF_Baseline_1944	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_26	PFF_Baseline_27	PFF_Baseline_28	PFF_Baseline_30	PFF_Baseline_32	PFF_Baseline_35	PFF_Baseline_36	PFF_Baseline_37
PFF_Colon_1906	0.4172841484092335	0.50384683338955	0.2926540471416618	0.46640321629001497	0.4629529292245174	0.5169575784357048	0.5641645615301335	0.6154935470374304	0.501001059945825	0.4250013641076008	0.0	0.34835366762130215	0.39220815703074247	0.4963859421448943	0.5816406606442194	0.31427422327982035	0.3680666553307261	0.5792409097493844	0.45723454222764026	0.5995190816009929	0.40435431340146644	0.5755509407060719	0.40133289218698304	0.4227470006283702	0.3840059950754737	0.40574977247175975	0.38026505707912345	0.48448601197801294	0.46614236020403954	0.5206698220597927	0.6004789640185673	0.5719247525547592	0.48188286619462284	0.4486006539280679	0.6240205137020642	0.4322946337017204	0.38696183620806734	0.4337261798075785	0.4606206080846031	0.42469926331167823	0.39724324408323103	0.40137472717203637	0.4068546452747721	0.3922073914049842	0.46149939694026537	0.4849178952801884	0.5284326044104255	0.50071084188404	0.5139931296094297	0.4264828139781556	0.5273874644294708	0.48779734321902996	0.425571544446781	0.4816055548787916	0.42353492430240264	0.39770049948166997	0.4771035717626308	0.41486678589443754	0.49384980731766276	0.43508256246217686
PFF_Colon_1907	0.4263991610553041	0.446698980444593	0.28890858944050435	0.42847409510290985	0.48236831417421555	0.477045737065455	0.47462776697929837	0.5532296149917103	0.40112062779584423	0.37233877453124337	0.34835366762130215	0.0	0.25179724178403756	0.3800125313283208	0.4520490394530802	0.27399772905930647	0.405508948049875	0.4547210910124065	0.47743289848553006	0.5383300433464254	0.3975626043405676	0.48908965006361016	0.3645686576455555	0.4148965182873246	0.35887417008164174	0.3252872705566333	0.3528758605374195	0.45279923439742975	0.3932462803334187	0.44496774694956087	0.5642853857123142	0.4870409455466442	0.3425741858531825	0.43914701533193246	0.5755884710142777	0.392361367223804	0.38439066867038385	0.44420933841162363	0.4684633964731308	0.45756141682683765	0.30470592035140986	0.4111422030017807	0.36844059865562445	0.3558740541233808	0.4173943185382038	0.4660287081339713	0.49627609108159393	0.4455629947176597	0.4075329694545208	0.37921202310765256	0.49261400128452154	0.42402204079978933	0.3856107256995869	0.4636876808500546	0.4028455147825502	0.4583013537567157	0.4897801347917357	0.42773685547371093	0.5136241788670575	0.408114644623326
PFF_Colon_1908	0.4382950363652169	0.369279886484569	0.350109637673593	0.4051044776119403	0.504108610217935	0.4466236830635586	0.45261500575281083	0.4717309777295914	0.35109349062837436	0.3672752079965593	0.39220815703074247	0.25179724178403756	0.0	0.3290279847656897	0.39618938588600866	0.31436007063853516	0.38138331034743345	0.3968183199918938	0.4221474089214861	0.4698505110639322	0.48361381753764393	0.40685798080038194	0.34865953604667316	0.39435989256938225	0.392115345835854	0.28087244307986764	0.427108860208027	0.3390840082809719	0.4102195895410758	0.3824094604582409	0.5142066151828646	0.3816526291827908	0.3255724308071853	0.5172958302491981	0.60220873482668	0.38741315261824455	0.381204705465602	0.4117757500657129	0.46513475287233835	0.49410738415750133	0.2932685729922014	0.44894172746104655	0.37187524799619076	0.3793911007025761	0.4539408047888261	0.5017731444355342	0.5668603932236923	0.5055836010402325	0.3748739737865476	0.34972686148981796	0.5452666924964484	0.4320127197090149	0.4105610017299613	0.5156289197732176	0.39180889809326575	0.45309498676172844	0.5357753995185475	0.4398575795236976	0.5347588604059338	0.44533836323042575
PFF_Colon_1910	0.4010263742436235	0.4459903793460391	0.45341000988408664	0.4217947373938568	0.5630870657513641	0.4513836701868185	0.5243742884814708	0.47364086923370186	0.3640784181836017	0.36326083840450346	0.4963859421448943	0.3800125313283208	0.3290279847656897	0.0	0.4070893728103318	0.41920864563360644	0.41972591295406714	0.3725557052014252	0.4525281183503901	0.5548808203487209	0.553237431951583	0.4074074074074074	0.3839531268683487	0.402315484804631	0.4786689915722174	0.3253068774171851	0.4692939550628096	0.3794774612445245	0.38582532430019434	0.40666980070373376	0.5048889264058302	0.4750760677660494	0.43457088698607754	0.5498309726560828	0.6601583833970508	0.35238767668264337	0.486472107236936	0.5003675648032729	0.5498727944193681	0.5667133898930284	0.4185058420866281	0.5388341277554105	0.4246433116752629	0.4318708051232451	0.5285725035743848	0.4572882754825989	0.6080814353196868	0.5360774818401937	0.37557049463426667	0.42400852470662165	0.4798473111036264	0.5169941149841557	0.4504263859328353	0.5363287750524564	0.4480742146837303	0.5519754392762932	0.5629232145138623	0.5002178522671159	0.5846304029502685	0.4779330156035777
PFF_Colon_1913	0.4009871373018247	0.515216348814047	0.5272694394213382	0.36512538943212314	0.6645171406730825	0.35990679611650483	0.4697650857975052	0.37387478974510635	0.2975103110858784	0.3278073145693842	0.5816406606442194	0.4520490394530802	0.39618938588600866	0.4070893728103318	0.0	0.4096411209885151	0.5550828261340582	0.49002818811860205	0.5557603686635945	0.4352470880143359	0.6417992926613616	0.30689563600956005	0.27613205845210176	0.34313628084119885	0.5100268545321383	0.2926077173097758	0.56634609934438	0.2953651897777106	0.37922399134332974	0.3974422287689662	0.3709588121801862	0.3668358552001532	0.38220506013434696	0.6153360735422032	0.6941035521160509	0.39335745878568557	0.5601091646465108	0.6135812133072407	0.6974378677883157	0.6600060389691125	0.49259456579648375	0.6042584297040466	0.5622486629907549	0.5745542949756888	0.6147423186771207	0.7046688784682965	0.7062560349646796	0.6762365230894108	0.5568169045745757	0.48212231672742	0.735639490147536	0.6601220543530434	0.5909316112278544	0.6811438288421162	0.5693964716805943	0.6606921348314607	0.7159710162285167	0.6844545137678634	0.7299701358337882	0.6573482748925573
PFF_Colon_1914	0.3646691478832992	0.4096485439193191	0.3435916183386231	0.3446648593599839	0.4479587820673369	0.430819880440119	0.47215737303379385	0.5607663614784673	0.3617021276595745	0.3929518432982636	0.31427422327982035	0.27399772905930647	0.31436007063853516	0.41920864563360644	0.4096411209885151	0.0	0.3070730304772858	0.4759325419691906	0.47410631140842663	0.48084948146923934	0.4481721229739551	0.4950785476826804	0.28176557396076873	0.32929874825721245	0.2668541582965046	0.30000945626477543	0.3055392173822787	0.47150546008341554	0.3798099728327272	0.42951479513222857	0.5147943675950624	0.41741162346989086	0.3597553158367063	0.4866481924675652	0.6361617525695851	0.34166492677543475	0.3843162854061418	0.4539023562407331	0.5212957850174857	0.4411899313501144	0.3044501462681201	0.3842904245088611	0.35622446866587604	0.3864996836623785	0.4266666666666667	0.494288822409573	0.5337073946905619	0.48380178716490657	0.4735071488645921	0.4245690949492523	0.5326394580968435	0.488299403660292	0.4486847915221094	0.46754119340905453	0.43087742001396245	0.4810591035303451	0.5366864318102547	0.4655551807770764	0.5501555962537782	0.4273590254787555
PFF_Colon_1917	0.4280352733686067	0.5081483007916473	0.4121891595717778	0.4900149594062713	0.4976196533052295	0.5693522444801872	0.478577265828696	0.6414756693509532	0.49794998591593376	0.4621979734996103	0.3680666553307261	0.405508948049875	0.38138331034743345	0.41972591295406714	0.5550828261340582	0.3070730304772858	0.0	0.4865815070901207	0.33633465365665155	0.6298430861133314	0.4343687288818757	0.48426446280991736	0.4050971486247792	0.3922521543358435	0.3916657160085396	0.43581165522677895	0.42411576692072633	0.5477432843163091	0.4539553162069718	0.5358474927476171	0.6534108770826784	0.577965620426796	0.5037311349721794	0.5288596603243519	0.6391967285386357	0.45287807825955584	0.4475030170679846	0.3823822915721673	0.40594022369356225	0.41372106903640826	0.38025694156651474	0.3496374285315855	0.30738465660102954	0.2940653844255417	0.3242125250059336	0.36119928236268284	0.4889450334248033	0.38964505816827605	0.47927592034426886	0.4925463948889565	0.42799818173268334	0.42829627768705775	0.4449702628381403	0.40070726405606205	0.37053486563553095	0.4500335345405768	0.4382793633757467	0.35968727095040315	0.42820942124078015	0.3645672656990466
PFF_Colon_1920	0.5763349135817147	0.5500942412209271	0.527104380125249	0.5855792360611028	0.6921163116156119	0.5786988457502623	0.34073795180722893	0.5425637263891436	0.5324623648783076	0.5619824646858256	0.5792409097493844	0.4547210910124065	0.3968183199918938	0.3725557052014252	0.49002818811860205	0.4759325419691906	0.4865815070901207	0.0	0.4875127156469929	0.4507689507689508	0.6633221850613155	0.40341567979758935	0.5347571564116794	0.5302454824972459	0.5438511466897447	0.4803097573567372	0.5828397930879377	0.535897099356871	0.5696801240805295	0.5336759534757912	0.5895659126494986	0.452662511552954	0.3878885764989731	0.5969659002404253	0.6791703513144144	0.5754584371605648	0.5767820897331031	0.5128568378971065	0.591299117882919	0.6563370350784418	0.4989689631470417	0.6289093005094641	0.48055310143617347	0.521165177556694	0.622129963898917	0.599536611378765	0.6949846468781986	0.6418213660245183	0.41350281540948874	0.57045403352962	0.5936290710999651	0.6166138524219104	0.5490654998134392	0.6161212538753014	0.49450063560493007	0.6778820423163379	0.6678914094458906	0.632929128682385	0.6943757873419336	0.572188041335643
PFF_Colon_1921	0.5705273708103646	0.47083544670676036	0.4700991365526063	0.5832523091881381	0.4552062301701759	0.5590336745153838	0.4175540163341259	0.5951494908054532	0.5200499400390978	0.5351455783134349	0.45723454222764026	0.47743289848553006	0.4221474089214861	0.4525281183503901	0.5557603686635945	0.47410631140842663	0.33633465365665155	0.4875127156469929	0.0	0.5691595713611753	0.5436190614031914	0.4613979224304432	0.515775666477595	0.4909736704900938	0.4631763011725982	0.5151688375321547	0.503014115333964	0.5213212098719614	0.6023509348925026	0.4761593729588504	0.6416629532438811	0.555597137109978	0.5265046935394809	0.514282359650447	0.5900369709331974	0.5391459919887273	0.5198197521592189	0.4487578235994317	0.5025873862442255	0.5582942028732523	0.5004188774085451	0.47713428660814516	0.4755830015438368	0.4732121212121212	0.5082652751219686	0.4997360709150148	0.5851883454212362	0.5575212029762214	0.495843143025309	0.5558036070226914	0.5509807793575566	0.5156134743053848	0.5098707975604428	0.5339236057798932	0.4474432854329273	0.516772358728869	0.5747543595644862	0.505534043792619	0.5805462477081621	0.5061441512406459
PFF_Colon_1937	0.5695629626137382	0.5541958384813006	0.5662243389088395	0.5598837869860901	0.5762052226314027	0.5208674036763263	0.38231563689074105	0.5141329559303377	0.5060007059654077	0.5896196002578982	0.5995190816009929	0.5383300433464254	0.4698505110639322	0.5548808203487209	0.4352470880143359	0.48084948146923934	0.6298430861133314	0.4507689507689508	0.5691595713611753	0.0	0.6962456669473767	0.4772616320552781	0.4507212229182231	0.4305407343911271	0.4540549529740017	0.4365297415622417	0.5863983903420523	0.542081848742879	0.5793241462343198	0.5023785498053914	0.5229344779878676	0.3569445525544226	0.4577051295838262	0.6322058982781649	0.7089120073796956	0.5775598832869648	0.605913857798018	0.6861696572180561	0.7906715126341295	0.7347853939782191	0.554132208051542	0.686749391533336	0.6378984782850161	0.6927358649158526	0.7280844155844156	0.7840555139376256	0.779255706734145	0.7907342264800539	0.6324593759346028	0.5760196929809566	0.8162850322694722	0.7680880465896752	0.659566773948577	0.7645393721049922	0.6402030697509037	0.7461735180732089	0.8124872186128459	0.7662918028548742	0.8313436626873254	0.7502952734769257
PFF_Colon_1938	0.44482081888324326	0.5822969296541003	0.3849189929019321	0.5184878129663406	0.531057332672963	0.60958989834374	0.6791652249922605	0.7200616532814148	0.5716171519259577	0.5072045713657779	0.40435431340146644	0.3975626043405676	0.48361381753764393	0.553237431951583	0.6417992926613616	0.4481721229739551	0.4343687288818757	0.6633221850613155	0.5436190614031914	0.6962456669473767	0.0	0.6731595307643043	0.4777968362874023	0.4658736234615158	0.4640258939580765	0.4629929767693139	0.423132267081259	0.6134551110228664	0.4403799291094373	0.6129616493351646	0.7000551095488464	0.6715346233418522	0.5612686879977644	0.5665210754605771	0.6774603174603174	0.4649184466855069	0.4822969517114998	0.4888290070607497	0.5228568921646047	0.3656771363671967	0.4435185765302926	0.3837108085469805	0.4259896729776248	0.3788609288002737	0.33541316694664425	0.3775269569177224	0.40701746248927434	0.39257067206603846	0.5434040317814696	0.5153265279602651	0.398122288906055	0.49037730330505996	0.4709007522666384	0.47965932632548147	0.4960576045875147	0.4433414081920233	0.402233284003767	0.37203068675478324	0.407900767732325	0.35312587217415575
PFF_Colon_1941	0.3946547244454309	0.5378191996747408	0.5176761852039796	0.37585323659965936	0.6565925925925926	0.3642080263406472	0.38192960952547717	0.33218448427121194	0.30259415668361633	0.3311554974799328	0.5755509407060719	0.48908965006361016	0.40685798080038194	0.4074074074074074	0.30689563600956005	0.4950785476826804	0.48426446280991736	0.40341567979758935	0.4613979224304432	0.4772616320552781	0.6731595307643043	0.0	0.34144657080155305	0.3569116241924673	0.5255601771098887	0.39816723543575794	0.608286252354049	0.35125728426598546	0.36469544886523964	0.3833523241885062	0.3685819776162455	0.44041631876347115	0.3992229155803744	0.5848984845825288	0.6502230862833406	0.4124829638694963	0.5207912904938927	0.5878417254360441	0.638809097360684	0.6436879088926581	0.47135870141275876	0.5815737746496734	0.56552188087558	0.5566583953680728	0.6099038669592903	0.640631869857421	0.6581146326846753	0.6521189120809614	0.5232044111355822	0.46697268248992385	0.6671413980118827	0.6391683183127034	0.5653052853627095	0.645497461476797	0.5365282081124865	0.6200501866699308	0.6705476498490729	0.621790764554246	0.6850013192062544	0.6276858462830743
PFF_Colon_1942	0.2605909764880322	0.4471332718542309	0.4130924096536201	0.2370432842723835	0.4942960046905101	0.29575228265184594	0.49902774061189903	0.375248896888988	0.26753496783979697	0.277254101131953	0.40133289218698304	0.3645686576455555	0.34865953604667316	0.3839531268683487	0.27613205845210176	0.28176557396076873	0.4050971486247792	0.5347571564116794	0.515775666477595	0.4507212229182231	0.4777968362874023	0.34144657080155305	0.0	0.18437436654793965	0.3167429038805247	0.25275268210050816	0.409898868561596	0.32133809678467035	0.25477741733227927	0.3940859656671464	0.3660022553858321	0.43311394814051224	0.446453645672797	0.5843646466297227	0.6822350302376423	0.2499753002780483	0.43782400861778764	0.5162607066381156	0.5625096770863798	0.512196623420595	0.37211091619733483	0.44139031743216883	0.45138620471555574	0.4603300733496333	0.5018461200056562	0.5496654904277571	0.5788702737343221	0.5499104779102331	0.5336620580747043	0.42455362849959516	0.5868707820853662	0.5767829553474355	0.5194988766385454	0.5491577058229147	0.49704123084796725	0.5428375919503585	0.5903381386474454	0.522132735860482	0.591955804842301	0.5123311099709252
