	PFF_Colon_11	PFF_Colon_12	PFF_Colon_13	PFF_Colon_14	PFF_Colon_15	PFF_Colon_16	PFF_Colon_17	PFF_Colon_18	PFF_Colon_19	PFF_Colon_1904	PFF_Colon_1906	PFF_Colon_1907	PFF_Colon_1908	PFF_Colon_1910	PFF_Colon_1913	PFF_Colon_1914	PFF_Colon_1917	PFF_Colon_1920	PFF_Colon_1921	PFF_Colon_1937	PFF_Colon_1938	PFF_Colon_1941	PFF_Colon_1942	PFF_Colon_1943	PFF_Colon_1944	PFF_Colon_1945	PFF_Colon_1946	PFF_Colon_21	PFF_Colon_25	PFF_Colon_27	PFF_Colon_28	PFF_Colon_30	PFF_Colon_32	PFF_Colon_35	PFF_Colon_36	PFF_Colon_37
PFF_Colon_11	0.0	0.5352063476221368	0.3943035216754037	0.30953830305300617	0.6070545975071234	0.3527618868986214	0.5911863417481396	0.47935948674800166	0.336732921412442	0.29589637833955096	0.4204642022519652	0.4291089870358163	0.4469841450570721	0.40699173428376434	0.40240410427727735	0.3675519166562764	0.43393542088011716	0.5813741758322443	0.5765916844966171	0.5730652326397008	0.44372912401680853	0.4032913345332991	0.2647666688606595	0.27484820607175714	0.4185576504899077	0.34799767846778873	0.4266285091305533	0.387624378960623	0.2603434312609303	0.4229662568663353	0.42656508283722144	0.4927006128276703	0.4457759392724636	0.4837897704389851	0.6567286191724171	0.2609466746554823
PFF_Colon_12	0.5352063476221368	0.0	0.5221500901244157	0.5194785197351537	0.4026953529950871	0.5640518172004318	0.6136505127953078	0.6031908067432772	0.5018192761196072	0.534723808073888	0.5439988204069596	0.4928357112240524	0.4327863629122192	0.48186514030434174	0.5586971121558093	0.4606977786709125	0.5525442736320733	0.588166383421057	0.5048313878080415	0.5980092829536029	0.6133081670561448	0.5619735943546551	0.49136155857053143	0.5130009590317831	0.4768412415471239	0.45822751839551995	0.5186680427391938	0.49514266977779814	0.5471450448479545	0.5040870437279334	0.6314772431373087	0.5249990882899968	0.5358841778697001	0.6514090378522595	0.7273087594133968	0.44635193133047213
PFF_Colon_13	0.3943035216754037	0.5221500901244157	0.0	0.4043832560164338	0.5016255190394953	0.47696458500824396	0.5283768745694452	0.6108937284674264	0.4303227966977767	0.3988198448862185	0.29265714961747774	0.28816565132432387	0.36015082697746165	0.45691540807975595	0.5258547202321574	0.34453920950452993	0.41493526046371576	0.5303477982271902	0.4790673303641603	0.5665224549178759	0.3790890568096132	0.5229187859648058	0.4127529352985261	0.4411274566141823	0.38352877258115636	0.35143764363279123	0.32004620666091793	0.4791155594805874	0.40097158920335146	0.4885176842290027	0.5399317206967991	0.517464347343158	0.3793599178504193	0.4161891647788685	0.6013751490914193	0.3963065997511638
PFF_Colon_14	0.30953830305300617	0.5194785197351537	0.4043832560164338	0.0	0.5659014019797569	0.19340394800192587	0.6025095768105451	0.31327193932827735	0.24829662898410187	0.3250089190153407	0.4669439579684764	0.4291421124206709	0.413680590258385	0.4262009415069313	0.36502745727154934	0.34693177432496175	0.494551683436254	0.5889184060721062	0.5902491485929378	0.5621578853885776	0.5153559924469622	0.3835565673143099	0.23893085257861976	0.3241194940795198	0.39947863180346	0.3264063811922754	0.41494743942886053	0.382035319527379	0.1696053028020488	0.4142123265734893	0.24422573017191793	0.4762601896523041	0.46805043817800157	0.5737777087217734	0.666098470812026	0.2791224484770886
PFF_Colon_15	0.6070545975071234	0.4026953529950871	0.5016255190394953	0.5659014019797569	0.0	0.6048363479158241	0.6509930278703148	0.7113035682840539	0.5582752496231399	0.6010286452961481	0.4855707688568419	0.504989952549013	0.5345980764140121	0.5723159099580313	0.67980544383126	0.4735602362339125	0.522909566594375	0.7025063300429342	0.4694736842105263	0.5980062502472407	0.5448714777992119	0.6567003723727467	0.5159697280656748	0.5230538216935579	0.3840293584800483	0.5624604594833975	0.4209056086178345	0.6306124508122288	0.6039775425267451	0.5654560177548511	0.7105680356555293	0.6620637298151302	0.6280176211453744	0.572085819705735	0.6466479844794136	0.47335118033584817
PFF_Colon_16	0.3527618868986214	0.5640518172004318	0.47696458500824396	0.19340394800192587	0.6048363479158241	0.0	0.5645302631976551	0.30322843190450355	0.2886497814808189	0.38268429200905085	0.5206117750246684	0.4806447950959246	0.45719838628934895	0.45802182916981427	0.3623663225567163	0.4339552399089334	0.5753197502559444	0.5839708006995665	0.5667085652720416	0.5260066978369546	0.6095627503337784	0.3750994220266186	0.30093315765882017	0.3701519303873404	0.46559590684917057	0.378394616678683	0.5325750323779492	0.39433532713980685	0.2582946110675276	0.4373035322495798	0.18381872879728606	0.48901483580596766	0.4680234695528138	0.5839039319431476	0.6927187708750835	0.41067245333267577
PFF_Colon_17	0.5911863417481396	0.6136505127953078	0.5283768745694452	0.6025095768105451	0.6509930278703148	0.5645302631976551	0.0	0.5738418852948407	0.5301236174365648	0.5801238168938627	0.5687084030323523	0.48106074714142055	0.46801188800250276	0.5328644757016199	0.4751950598739934	0.48018467916705926	0.4903094509005839	0.3371307241583471	0.422983178167579	0.388724826253969	0.6800653001995284	0.37806416419487915	0.504670431157317	0.4542599387889179	0.4689806975956654	0.5153608288823742	0.5908370498691534	0.5796830104736306	0.6051209878785128	0.4930107087386577	0.5862473712525065	0.44446501295816365	0.4042046497101251	0.5647187510358315	0.5993693806193806	0.6185413169184854
PFF_Colon_18	0.47935948674800166	0.6031908067432772	0.6108937284674264	0.31327193932827735	0.7113035682840539	0.30322843190450355	0.5738418852948407	0.0	0.36644738748659694	0.4489495517195236	0.623054230479538	0.5643127776326105	0.489382732881148	0.487251621309485	0.38793538616860174	0.5706859849172429	0.6499143251651112	0.557250287534283	0.6089115788011391	0.5287515930836393	0.7223286097280736	0.3541603722279292	0.39081406004877217	0.44804906993036986	0.585277952968736	0.46351332496162967	0.6444430060198071	0.3823907350477399	0.33184812877810227	0.4840972939926345	0.26661343012704175	0.5048275862068966	0.5144563756105032	0.6422972654408298	0.6899354730579067	0.43514318314641137
PFF_Colon_19	0.336732921412442	0.5018192761196072	0.4303227966977767	0.24829662898410187	0.5582752496231399	0.2886497814808189	0.5301236174365648	0.36644738748659694	0.0	0.29567016552280984	0.5015967888429873	0.40355198734908615	0.36303233563247483	0.37035187035187034	0.29789007033098897	0.3662505949365145	0.5019877794106272	0.5380759717603892	0.5284762242039857	0.5098502758077226	0.5701955415339742	0.31372826240633395	0.2712762098236959	0.32492782813024507	0.4088685187268024	0.31411023112978825	0.43018242122719735	0.334040264796328	0.24613238813036636	0.364876490106919	0.3332970071789563	0.4676940887055929	0.39908684455819393	0.547357953760738	0.6366311143802869	0.31863874345549736
PFF_Colon_1904	0.29589637833955096	0.534723808073888	0.3988198448862185	0.3250089190153407	0.6010286452961481	0.38268429200905085	0.5801238168938627	0.4489495517195236	0.29567016552280984	0.0	0.42966827975884725	0.37763353011947065	0.36113045496750235	0.3706484290636088	0.3329072704586262	0.39897528546627337	0.4666647716774918	0.5708230360218678	0.544444116866653	0.5938300886646185	0.5096414954604054	0.3443214818303116	0.2839168710053463	0.342095746405457	0.4470095257925147	0.3318734649187702	0.47625128390195154	0.32986658115964257	0.2808680617659333	0.4127854691003053	0.42930805687203794	0.4961967213114754	0.41361772419689047	0.5439184864698804	0.5927084351480794	0.32875444493156025
