	shannon_entropy
PFF_Jejunum_32	4.326875629768292
PFF_Colon_1937	3.757926596405451
PFF_Cecum_16	4.950146903863323
PFF_Cecum_1943	4.5790654339194585
PFF_Jejunum_37	2.011774845598374
PFF_Jejunum_16	2.4700824594314152
PFF_Jejunum_19	1.8215551103126706
PFF_Baseline_19	4.168759436498229
PFF_Jejunum_21	2.510498436165497
PFF_Jejunum_1910	3.371354745980093
PFF_Cecum_12	4.490870658503838
PFF_Colon_12	4.01213261341456
PFF_Cecum_1921	5.578269713614087
PFF_Jejunum_1946	3.2271383788459427
PFF_Jejunum_1938	2.6876182526094405
PFF_Colon_1910	3.9923338502663834
PFF_Cecum_1945	4.274348133162409
PFF_Cecum_35	5.673821454554903
PFF_Baseline_1944	4.484813454727832
PFF_Colon_1945	3.232815516627247
PFF_Cecum_30	5.345350030428066
PFF_Colon_1914	4.149253046887323
PFF_Colon_1921	5.866219872274831
PFF_Colon_21	3.666705321759487
PFF_Colon_11	4.025407533812335
PFF_Cecum_11	5.500194200828069
PFF_Baseline_26	4.94459183300645
PFF_Cecum_21	4.065976316485496
PFF_Colon_25	2.9119287775861213
PFF_Cecum_37	4.731076806431175
PFF_Baseline_37	4.603074393922923
PFF_Colon_17	4.886081567808675
PFF_Colon_32	4.87665744641884
PFF_Cecum_1914	5.587374369306223
PFF_Jejunum_1945	3.0528392945274514
PFF_Jejunum_17	2.860886530219463
PFF_Baseline_12	4.731860332023549
PFF_Jejunum_14	3.8029100530637265
PFF_Jejunum_18	0.8307718686182565
PFF_Cecum_28	5.842780704834924
PFF_Jejunum_1942	2.0481119702746344
PFF_Cecum_1920	6.047093779151728
PFF_Jejunum_28	4.059981221843094
PFF_Cecum_13	5.771040780962218
PFF_Colon_28	2.8878575257962478
PFF_Colon_1941	4.2797820867346745
PFF_Colon_18	2.8611767163168675
PFF_Colon_14	2.9225656769350867
PFF_Jejunum_1943	3.041869996060087
PFF_Baseline_15	4.348041663222694
PFF_Cecum_17	5.581309960548257
PFF_Colon_36	5.448248732506729
PFF_Baseline_1946	4.366240915611395
PFF_Cecum_1904	4.845185806255639
PFF_Jejunum_1906	0.8816848140523652
PFF_Colon_30	3.599192510334081
PFF_Cecum_1938	5.30516728674322
PFF_Jejunum_1917	3.8309684899358505
PFF_Baseline_25	4.751675453449503
PFF_Cecum_1910	5.147682047738189
PFF_Cecum_1913	4.632126760557097
PFF_Baseline_1942	4.550633780498156
PFF_Baseline_17	4.065116263224436
PFF_Colon_15	5.137974836449657
PFF_Colon_1907	4.503032419881581
PFF_Cecum_1942	3.758321301121586
PFF_Baseline_28	4.475199537444119
PFF_Jejunum_35	2.61789973114885
PFF_Colon_27	4.942143872155376
PFF_Cecum_19	3.174927848285966
PFF_Colon_1938	3.9743094491678015
PFF_Jejunum_1921	1.982360376805666
PFF_Baseline_11	5.206607765840711
PFF_Colon_19	3.5837408908992434
PFF_Baseline_30	5.082288880640852
PFF_Colon_1913	2.918957595867392
PFF_Baseline_18	4.700501980540683
PFF_Baseline_35	5.144275379960151
PFF_Colon_1906	5.026394048356141
PFF_Colon_16	2.93116239440817
PFF_Colon_1904	4.117125902925573
PFF_Jejunum_30	2.492539301810314
PFF_Jejunum_1908	1.4786342247308801
PFF_Cecum_1907	5.423343101227478
PFF_Colon_37	3.759326939225591
PFF_Cecum_25	3.6969790018297983
PFF_Cecum_1906	5.431016214583822
PFF_Colon_1908	4.30394233458531
PFF_Cecum_36	5.1196156230812955
PFF_Baseline_16	4.711739354608998
PFF_Cecum_27	4.556952883582923
PFF_Cecum_1944	5.331244141721055
PFF_Colon_35	5.455768648185936
PFF_Baseline_36	4.533773301272118
PFF_Jejunum_1937	2.1017848063221036
PFF_Jejunum_1920	2.6756521944748037
PFF_Cecum_1908	4.489500048654008
PFF_Jejunum_27	1.1901632112337919
PFF_Cecum_15	5.351526063410219
PFF_Colon_1920	4.25035910709348
PFF_Cecum_1917	5.155875637696568
PFF_Jejunum_1944	1.3571797236422904
PFF_Jejunum_1913	2.615728512487974
PFF_Baseline_32	4.864075901556127
PFF_Baseline_1937	4.795263677212767
PFF_Jejunum_12	0.9173373987427713
PFF_Jejunum_25	1.7665599024965015
PFF_Jejunum_13	2.777785177150099
PFF_Colon_1944	4.6080442192727284
PFF_Jejunum_1904	2.722107313107145
PFF_Colon_1943	3.714100247187071
PFF_Baseline_1943	4.438890050329579
PFF_Baseline_27	4.727085137709116
PFF_Jejunum_36	3.779700965082502
PFF_Cecum_1941	5.182693427217673
PFF_Cecum_32	6.353198681883203
PFF_Jejunum_15	0.7216494236106666
PFF_Jejunum_1914	1.8366015373780709
PFF_Cecum_1937	5.205065494320156
PFF_Jejunum_11	3.664029538164218
PFF_Colon_1942	3.1493180680614405
PFF_Cecum_14	4.724768031551325
PFF_Baseline_13	4.950064625069674
PFF_Colon_13	4.767592805850198
PFF_Baseline_14	4.540247644391631
PFF_Baseline_1921	4.277518650220369
PFF_Colon_1917	4.66231336518042
PFF_Colon_1946	4.27641412524645
PFF_Cecum_18	3.8997091561577055
