#OTU ID	PFF_Cecum_11	PFF_Cecum_12	PFF_Cecum_13	PFF_Cecum_14	PFF_Cecum_15	PFF_Cecum_16	PFF_Cecum_17	PFF_Cecum_18	PFF_Cecum_19	PFF_Cecum_1904	PFF_Cecum_1906	PFF_Cecum_1907	PFF_Cecum_1908	PFF_Cecum_1910	PFF_Cecum_1913	PFF_Cecum_1914	PFF_Cecum_1917	PFF_Cecum_1920	PFF_Cecum_1921	PFF_Cecum_1937	PFF_Cecum_1938	PFF_Cecum_1941	PFF_Cecum_1942	PFF_Cecum_1943	PFF_Cecum_1944	PFF_Cecum_1945	PFF_Cecum_21	PFF_Cecum_25	PFF_Cecum_27	PFF_Cecum_28	PFF_Cecum_30	PFF_Cecum_32	PFF_Cecum_35	PFF_Cecum_36	PFF_Cecum_37	PFF_Colon_11	PFF_Colon_12	PFF_Colon_13	PFF_Colon_14	PFF_Colon_15	PFF_Colon_16	PFF_Colon_17	PFF_Colon_18	PFF_Colon_19	PFF_Colon_1904	PFF_Colon_1906	PFF_Colon_1907	PFF_Colon_1908	PFF_Colon_1910	PFF_Colon_1913	PFF_Colon_1914	PFF_Colon_1917	PFF_Colon_1920	PFF_Colon_1921	PFF_Colon_1937	PFF_Colon_1938	PFF_Colon_1941	PFF_Colon_1942	PFF_Colon_1943	PFF_Colon_1944	PFF_Colon_1945	PFF_Colon_1946	PFF_Colon_21	PFF_Colon_25	PFF_Colon_27	PFF_Colon_28	PFF_Colon_30	PFF_Colon_32	PFF_Colon_35	PFF_Colon_36	PFF_Colon_37	PFF_Jejunum_11	PFF_Jejunum_12	PFF_Jejunum_13	PFF_Jejunum_14	PFF_Jejunum_15	PFF_Jejunum_16	PFF_Jejunum_17	PFF_Jejunum_18	PFF_Jejunum_19	PFF_Jejunum_1904	PFF_Jejunum_1906	PFF_Jejunum_1908	PFF_Jejunum_1910	PFF_Jejunum_1913	PFF_Jejunum_1914	PFF_Jejunum_1917	PFF_Jejunum_1920	PFF_Jejunum_1921	PFF_Jejunum_1937	PFF_Jejunum_1938	PFF_Jejunum_1942	PFF_Jejunum_1943	PFF_Jejunum_1944	PFF_Jejunum_1945	PFF_Jejunum_1946	PFF_Jejunum_21	PFF_Jejunum_25	PFF_Jejunum_27	PFF_Jejunum_28	PFF_Jejunum_30	PFF_Jejunum_32	PFF_Jejunum_35	PFF_Jejunum_36	PFF_Jejunum_37	PFF_Baseline_11	PFF_Baseline_12	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_15	PFF_Baseline_16	PFF_Baseline_17	PFF_Baseline_18	PFF_Baseline_19	PFF_Baseline_1921	PFF_Baseline_1937	PFF_Baseline_1942	PFF_Baseline_1943	PFF_Baseline_1944	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_26	PFF_Baseline_27	PFF_Baseline_28	PFF_Baseline_30	PFF_Baseline_32	PFF_Baseline_35	PFF_Baseline_36	PFF_Baseline_37	taxonomy
P461-PWY	3564.3958	4751.9468	2631.1741	11730.7242	3288.1018	12513.059	10224.3954	38482.5328	4158.325	7560.6893	7132.2952	7137.5569	9335.4193	2790.1577	14473.2275	7067.1733	4429.7048	5185.7384	4179.4646	3363.5663	1329.5861	5813.5344	12366.2675	11634.7015	7229.825	10725.0392	9052.6215	5177.5857	18509.4426	12757.2134	9491.2365	4738.979	5546.8735	4122.9015	11971.3397	2906.5282	7876.9708	1920.2213	1665.9442	3249.7211	924.0027	2809.5413	7743.7175	2724.194	5695.5541	5938.1129	9137.8256	5423.7549	1199.9736	1991.8874	2966.0934	3466.4551	1205.5155	5599.9795	728.8996	1269.6977	4958.4351	6281.482	7697.8393	2923.0601	883.4827	3060.4777	4445.6793	1445.7202	11174.9233	1488.0576	1561.4266	2332.7169	3521.051	5035.7105	6834.7871	16853.6622	18704.2497	33435.7244	13376.3619	11747.9344	44082.0086	7217.5596	4266.7158	18842.874	27705.9841	1710.3837	16083.4516	9994.5198	22924.8432	11027.3512	14347.1743	4038.831	2270.7549	814.455	1052.0984	28187.7829	21427.188	16509.5128	23297.059	8867.0331	20290.4154	17119.1841	28947.4225	17926.007	27103.6983	16264.6972	10662.7212	7508.4306	20613.2095	9136.7607	2320.5128	1797.477	2224.2398	2008.3228	1594.4455	687.6152	3271.0603	3204.6979	1611.1555	6403.1687	2219.9087	1022.314	3488.0722	1673.1201	942.3743	1146.5815	3703.9988	2413.5336	1641.8782	4157.1766	3046.092	3879.3267	1147.6517	
P562-PWY	180.637	55.8314	199.4008	297.8001	154.9649	426.3711	120.2783	1514.7505	223.359	146.03	293.5366	193.5717	173.3855	96.4046	571.7257	144.2356	171.9209	198.519	97.5442	180.241	245.02	71.6881	29.9706	391.8811	284.1565	132.0271	384.5544	158.9863	489.477	976.1196	375.0522	606.1353	334.6882	732.5107	59.3459	177.4075	119.2951	41.6479	53.57	144.7439	249.1133	0	347.3246	268.0254	97.1004	131.484	73.8344	118.4731	35.0688	96.7966	37.7674	96.3305	0	102.0813	11.9282	51.3135	52.8252	26.5611	170.8318	91.1592	41.2234	28.3904	195.9488	33.788	272.9921	179.8236	77.2358	212.5628	188.409	623.4896	16.2605	135.5653	0	0	16.5	0	79.6391	10.6903	1.3333	105.3036	4.5	76.4387	16.7225	13.5	72.2189	0	12	0	22.1538	0	1.67	7.6368	65.7039	1.8281	17.4774	138.9703	55.5	58.8501	0	490.1813	40.8	131.0174	5.6863	818.5656	0	496.3707	22.5536	88.2324	94.6972	27.3175	92.9853	7.7413	154.016	33.1699	77.4808	340.3354	82.7039	160.362	284.1715	42.8471	15.4037	44.8023	146.1198	112.714	90.9458	304.7973	330.2481	139.5856	9.2123	
P621-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANTO-PWY	11180.9754	5894.8347	11977.5815	10507.1386	11995.935	8775.0924	17500.2443	21678.6831	8778.2293	7415.2044	17728.2966	10617.5152	7423.4395	5249.3543	9197.8733	12527.7656	9061.3009	9117.6955	11200.9231	10127.0944	7411.0635	6774.8976	7597.5726	7187.0324	10141.6162	8575.6571	9856.0551	8304.5376	11765.8025	10254.2021	8403.3449	7165.8138	8773.0969	8645.0456	11784.3176	12428.6168	7163.0661	10245.2231	7500.87	10678.6364	8092.0124	6527.3334	5559.8227	8193.0862	10092.8074	12036.4002	7738.7709	6223.7843	8342.4781	4058.9239	8831.2487	7880.0637	4991.0171	9400.4324	5216.7191	7827.0893	7810.1221	6961.1176	9346.4529	10021.1847	5346.6738	10720.4244	6447.5136	8217.691	9979.9925	7240.3771	4310.1556	7635.8306	12922.9574	12422.0988	9926.2518	9221.6991	4688.4996	15325.6943	20949.0796	2958.9458	22672.4048	3681.6747	914.835	5324.6781	10337.5337	902.9847	4199.9874	5271.9164	8544.7773	3809.009	7332.5429	3223.3978	1384.3212	10097.8852	10187.6612	9864.0181	13026.9538	4855.7641	13035.4667	5185.1198	7746.6273	5806.8355	7766.9426	14667.9863	10282.1494	9657.1865	5284.754	10374.9364	6539.1903	11584.1586	6860.139	7126.7928	9412.6928	8042.8071	7996.0427	5716.7597	8265.2283	8482.03	8005.7769	14526.6581	7869.9991	6190.9031	10755.5238	9714.3372	5913.0387	9553.2192	9243.4906	7742.9941	9477.4637	12284.3909	9667.9186	11209.8659	7020.6965	
PANTOSYN-PWY	13449.1186	7849.6703	13836.2707	13612.7382	14337.0584	11013.5683	22383.6055	29336.013	11896.016	9667.9774	20000.4954	12895.2922	9678.1324	7071.542	12056.5055	14073.6187	10864.3209	11829.6659	13713.0334	12843.597	9016.879	8804.0491	9696.9234	9426.3101	12330.8452	10837.3699	13211.8328	11466.4915	15802.5534	13170.5889	10716.8973	8845.9224	11034.3533	11209.679	14949.6589	15500.3149	9638.4607	11840.7117	10495.142	12672.426	11265.4011	8678.864	7957.9765	10890.1482	13054.6929	14226.8844	9277.053	8355.0516	11124.1294	5690.9865	10579.1865	9957.8312	6818.9613	11595.7745	7102.4766	9188.7704	10628.9426	9181.8457	12097.7735	11999.1145	7166.5068	12346.9855	8886.79	11277.4783	13121.5401	10313.8155	5898.7012	9710.7959	14856.7481	15862.2302	12935.4044	10616.7802	4297.2049	13121.8088	15213.8458	3780.7874	15517.8085	5281.1639	1369.7565	6468.0292	12832.4568	1352.3208	6341.6227	7373.467	9378.1101	5856.8916	10066.593	4678.4504	2035.5206	14545.2477	11807.1447	9356.9296	11629.061	6105.9787	14179.5344	7227.2182	7643.5963	7983.1478	6360.7765	15229.1451	11106.8586	11690.1252	7743.9079	14112.8947	9835.5069	14613.4278	8377.6317	8688.4118	10278.5994	9870.9436	9369.568	7322.9341	10039.6056	9925.9871	9999.2057	16871.0104	9918.0857	8608.7028	13472.3731	12124.9655	6810.4477	11369.826	11273.5643	9441.9846	11257.7073	15239.5392	11784.5172	13098.6551	8216.4072	
PENTOSE-P-PWY	12362.8619	9394.533	10589.6979	16483.4088	11784.3702	14129.9859	23465.3253	44346.6774	12344.1857	10735.3011	16225.6364	12903.7523	11553.8149	13860.8959	13305.9649	12428.7456	11513.3243	18423.4667	15515.6192	13795.7402	8346.8818	12091.5789	10920.8009	10148.3302	12003.9364	12822.1563	19087.9422	13252.2171	21021.7951	16959.451	12121.4535	9595.1143	12895.1121	10610.5243	17030.3213	15012.6619	15679.8809	11444.3708	9797.4198	11465.9588	19528.9276	9549.9221	12013.3973	10768.5131	13725.3995	14381.8082	9278.2956	10168.0858	17343.7068	5818.5308	10576.0714	11182.4527	10571.0807	13200.8024	6484.3842	7912.9232	15116.4737	7039.4816	10625.7005	9172.7722	6618.6051	10981.3474	11821.1513	6932.5892	15788.4149	13286.0653	6233.9039	11014.3264	14987.9382	16682.8993	13435.7475	9131.9667	7333.1771	18700.7553	19644.1449	3329.9414	29012.2104	18322.4749	6810.4447	9103.3131	13712.7348	5928.5299	10796.955	17128.9149	13002.824	5767.9208	13704.52	23840.2706	31485.7805	3249.8791	4913.7611	13351.6036	14416.229	4611.6425	12507.9493	9131.4536	9638.4965	5857.6665	12430.8506	18215.2254	11959.5414	11151.2147	14638.2288	14181.4269	12134.3269	17121.7603	8715.1658	9304.6278	8522.1825	9664.0187	8773.3674	5900.4454	10759.2658	8749.8931	10270.9565	14795.9979	8534.7886	10912.9394	14391.5028	12078.1389	5484.3432	11568.2828	10637.8074	9025.2367	10755.9837	15730.4337	12830.9334	12079.3886	8188.6741	
PEPTIDOGLYCANSYN-PWY	23253.4537	24772.4146	20612.1669	30740.3989	24246.9564	23435.5497	48405.1883	87066.7275	35508.5292	21484.1225	28405.1874	21664.5147	20460.5991	23536.5578	25191.5416	21265.0162	17846.3941	30213.188	25407.2151	26049.2054	16848.5499	21272.9407	22599.7631	19546.8567	21335.9588	22953.4285	34778.9001	29402.9983	40740.0517	31023.5799	24272.5472	17098.1065	22599.1139	27165.4502	31214.2844	29171.9246	31294.4233	18784.0537	32052.5858	19526.0183	36411.9221	20494.2038	31318.395	27321.0659	32341.5198	21052.8957	17544.2875	19124.6372	29370.8504	19816.39	18302.7803	17865.9561	20322.6445	21168.8643	16301.2881	14294.1576	31163.2495	22565.7239	26072.0043	19281.1557	17390.5839	17050.0285	24544.9556	29273.1816	30393.7011	33333.1664	14809.4125	19007.9483	21344.1226	33537.6747	28592.7578	23852.0257	51298.465	42084.0718	29909.12	58435.9617	54897.3407	35866.8299	54008.3093	39950.2417	43472.2314	62069.8555	46217.6133	32495.6387	33699.166	41134.6511	24847.6478	43975.9306	46257.6745	44466.1766	16898.8306	42642.7043	28457.3673	45503.3037	30668.0265	21882.9596	29213.6969	44704.7752	56755.9062	29492.9703	39290.4255	27199.4898	34864.37	45946.4106	48104.4813	27584.7723	16212.1696	14049.5213	14382.132	19254.0383	14436.1283	14240.3919	19828.0201	17211.787	17778.6112	26301.9096	18243.8505	22517.5526	25426.6287	20815.275	9693.5529	19276.9523	19205.0592	16925.8256	17831.6211	25698.6808	19680.4337	21578.3868	13617.9892	
PHOSLIPSYN-PWY	23705.1401	27481.1546	21318.9527	31837.8833	25387.173	24062.8594	50628.7213	89882.2539	34507.4291	22045.3049	28688.9377	21860.5617	20725.7406	25498.3282	25181.4015	21327.8749	17640.2057	32208.8614	25459.0962	27250.4596	17436.5208	22249.3037	22422.1297	19609.1544	21769.1259	22330.3712	35883.9785	29033.2159	41787.4998	33554.6244	25840.3686	17920.4185	23722.1826	29359.3629	32227.0356	26650.8112	33915.5234	17013.1726	30955.6149	19462.7577	35729.7326	21002.4431	31819.5699	26247.2933	31726.4886	20115.3148	16587.7249	19016.2171	29031.189	19482.9558	16694.3059	16966.5474	20395.6241	21781.4081	16451.2229	12329.8008	31864.3822	21504.3098	25198.132	17612.7526	16366.0074	14600.4211	24757.5566	27406.4914	31043.1161	32836.181	14230.8202	18213.0433	19122.924	34468.2341	27118.3008	22027.531	51074.3014	41360.3988	29541.8914	58280.4048	55013.1463	36128.1795	54097.203	39744.593	42475.1768	62189.8676	46255.7585	32231.4991	33466.0342	40550.6368	24755	44314.4943	46294.1164	44593.7939	12877.8489	42056.9765	27666.4691	45033.3644	28627.4253	21700.1273	28579.9991	43822.1443	56580.1079	28076.3752	38294.11	25860.5656	36381.1647	50905.3527	47476.6696	27364.7119	15269.0602	13776.788	12731.4787	17721.8262	12777.298	12909.296	18579.016	15392.5446	16873.7732	24173.8069	16827.5215	22215.1683	24779.5681	20181.6821	9514.8807	17137.5309	18821.697	15191.871	16715.1359	24641.9264	18899.3507	20482.0032	12583.3982	
POLYAMINSYN3-PWY	489.7355	173.3258	446.9315	322.5421	998.2939	564.7248	1631.7119	2526.5769	604.1553	366.1272	859.3712	592.4855	153.4657	140.7055	477.2133	484.1604	556.9861	811.157	641.7301	1280.031	685.009	193.0682	504.6204	394.69	1040.4778	455.2829	1035.5864	350.4282	1051.2638	1354.6861	657.6853	1189.8176	912.803	749.8851	405.5508	784.8953	130.5767	363.2188	126.9567	922.3388	1123.5078	835.7855	492.3372	594.6878	287.3657	1082.7056	314.2535	200.6545	223.1821	128.9865	468.4408	459.3943	320.172	1063.2462	871.8731	580.3571	404.6411	419.5896	669.009	974.5623	260.4139	336.316	586.0394	312.522	959.2771	666.336	157.2327	958.388	1109.2272	1510.1251	409.9544	137.6431	27.4293	460.3556	105.5146	33.7032	166.3528	137.6493	31.1257	277.3825	383.2048	349.2327	272.333	0	269.3733	22.4213	104.2283	7.9145	82.8844	31.8019	389.7718	291.4917	142.6586	63.3276	162.3073	607.0994	106.5408	101.2126	56.2675	327.4245	79.5362	411.6079	16.5868	769.1551	49.5866	967.7887	258.5313	299.8208	327.7256	353.7915	365.8628	129.4145	425.0575	142.9839	294.2309	1198.545	299.2661	495.2928	474.5083	151.4014	130.7464	581.5645	555.985	260.1799	398.0776	986.7146	910.4159	405.6064	255.6153	
POLYAMSYN-PWY	1121.1952	577.0442	685.6141	946.1233	1016.1399	1628.7669	2771.5643	2800.7538	1109.456	982.8764	1145.9043	936.3034	632.1499	627.7437	865.8873	1241.0785	1013.1296	1836.1669	1073.0656	1344.6441	1109.6944	898.9216	544.9963	440.1291	1391.8264	1050.0143	1146.8348	1062.9304	1909.7648	1654.5305	919.7997	1447.4792	1115.5584	783.6495	771.8806	1296.9637	789.0675	498.921	497.1119	940.2183	3596.3895	1069.4452	574.2837	942.6616	1004.2043	1411.6679	445.3803	609.916	437.0875	660.3415	1271.3026	797.4533	338.7151	1065.7327	872.5529	1070.0231	950.9219	435.3168	694.4639	1000.2059	518.7689	356.9062	698.8297	679.426	1687.6485	1052.4711	170.3264	1385.6097	1328.3516	1546.176	450.0823	139.2303	46.8489	575.0876	508.6999	33.9426	172.1346	142.5508	31.853	353.6494	1357.2849	303.0785	287.2381	0	1010.2768	22.7512	112.0029	7.9687	78.9296	31.2813	710.8524	355.1718	201.992	63.8475	218.4753	626.6457	111.2514	103.3124	62.397	338.1714	81.1786	525.6179	16.5835	854.2083	50.6067	1977.5777	996.261	1033.004	1030.5438	671.1287	1035.272	231.2277	803.2196	773.75	317.0704	1844.2347	631.7734	697.7294	874.7943	427.159	317.1903	754.3013	1556.1554	668.7246	648.5886	1861.4935	958.6151	859.1309	857.3288	
POLYISOPRENSYN-PWY	13752.7614	8909.7887	11843.2992	20002.4652	15335.8652	16108.6719	28962.4141	68245.0895	29724.5197	13875.9017	16979.3096	13952.6385	14638.4444	14698.8037	18486.7372	13311.2431	10890.9207	19584.116	14874.7613	15664.767	9439.5164	14080.1848	17737.4849	14416.7527	13454.7654	16442.0622	25347.5409	22365.3341	29867.9972	18419.2779	14247.1187	8509.1283	13191.6472	13131.4913	18718.0178	22309.0681	17406.7431	13440.4671	26717.9664	13717.8466	30629.9015	14971.2555	26084.1627	22300.575	23581.2279	13781.0686	13376.5963	14530.7951	24187.6842	16433.853	13780.7702	12275.811	16933.8428	13767.7267	12778.1299	10465.1571	23816.5522	18641.3329	20273.3426	13747.7183	14208.9066	13697.3184	19036.3823	24379.7213	20700.2398	27875.2607	11998.6195	14351.6239	16132.6195	17730.8497	22386.6841	19439.1066	45957.5315	37184.8199	25824.3838	52304.6843	48954.3534	32253.0014	48678.5829	35132.673	37201.3411	55695.2625	41379.5701	28892.2014	29064.7787	36540.9165	21496.2536	39791.7782	41670.6899	39058.2249	13083.8821	37855.2284	24683.1294	40560.7373	25637.2823	18341.2292	25471.3457	39404.5968	50787.5638	23599.041	34364.0687	22377.3158	32346.9958	25734.0984	42815.8666	16190.3731	11290.7849	9580.672	11370.8754	13624.4336	10672.106	11111.7362	13791.9522	11818.2486	11393.1716	19188.4782	11704.591	17752.1697	17045.5205	13901.0374	7478.458	13145.5853	12840.6256	12079.5064	12079.0648	16815.4197	12635.6854	14253.1814	9468.6981	
PPGPPMET-PWY	416.7378	44.9694	14.9951	24.991	99.8319	24.9879	129.8511	147.0398	74.9299	44.9572	54.9528	32.4784	0	14.9965	0	109.7264	72.3763	133.3408	69.92	194.3868	0	0	12.4969	12.4963	29.1565	14.9957	9.9987	3.9248	32.4883	24.9909	186.8715	34.9686	216.6423	0	27.4902	348.1449	127.3017	17.4931	19.9945	261.0749	239.3007	152.012	62.7946	84.8834	62.4442	813.42	37.4641	0	22.4935	0	198.6872	62.4093	17.4938	388.7585	331.9785	9.997	49.9663	14.9956	139.6649	22.4884	0	42.1055	0	19.2694	97.3602	42.476	77.323	29.9795	475.2338	99.838	37.4789	70.9719	9.9991	0	0	0	17.4969	24.9933	39.6375	92.0541	0	149.0659	39.985	0	29.9874	0	0	0	31.767	0	4.1745	33.9123	0	3.7499	0	147.7905	2.1499	6.4246	0	1.075	12.4981	0	11.4228	49.9668	0	432.0737	429.5909	59.8908	7.4983	256.0311	186.5238	34.9658	34.9745	69.8715	47.4505	72.411	223.7791	186.8022	0	44.9627	58.0936	62.423	1147.5603	112.1865	0	263.765	109.7424	24.9873	84.7728	
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284.3054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4478	0	0	51.3235	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6625	0	1.7865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PRPP-PWY	4512.4335	3833.5164	3113.4606	4457.1344	10121.9918	4763.2244	16128.8228	16441.5593	6865.911	5343.9052	6266.2754	6620.9691	3522.5626	4870.3968	6416.3912	4924.2815	5105.7804	7889.7667	7334.927	10186.0972	3928.2473	6794.9855	7321.5955	4798.2031	7100.1759	6857.3602	7599.9357	9802.4374	10945.5823	5106.8919	5408.5498	4919.0814	6448.1305	5504.2542	5408.31	8363.4072	3805.3995	4889.6656	3906.3062	9075.2429	5609.292	7008.0999	3740.5716	5603.4235	7261.2746	7598.4508	4750.3277	3492.2619	7147.7462	2098.8958	4653.0251	5005.8812	5422.8583	12600.2615	9052.7553	5929.9806	7258.7389	7012.2482	9750.8012	9851.9621	4125.823	5502.8133	5942.3893	7350.1932	9938.5378	3410.5578	3514.7433	5957.739	9822.4992	11273.2056	6598.2433	2519.7271	985.7887	1769.0116	2895.9197	3077.8313	4372.4412	1268.3213	447.5876	4417.61	1209.3721	2585.1529	1132.9408	873.7423	1206.0619	1253.0576	1235.2078	688.1518	557.2319	28450.0912	4943.2506	3639.3818	2962.08	3524.6127	2601.3167	4847.9436	7791.7105	442.0801	572.7921	1165.3321	915.2375	2955.1724	2488.4089	2372.6942	1217.7914	10225.5989	4341.549	2985.9589	5646.5415	5728.6988	5004.3115	2042.4028	5444.0827	6612.0647	5324.6304	7312.0873	3895.3667	8652.6251	6498.6507	6541.6806	2123.4036	6649.1337	5379.4338	6413.3666	6468.1296	7763.5708	5477.2174	5211.8561	4333.4751	
PWY-1269	6697.264	3182.3246	5427.4594	5583.7501	7694.1941	5683.6881	8601.1482	11812.2752	5801.2939	3656.6666	8122.3976	7142.3909	4165.2882	2376.1254	6525.8648	6684.8887	5362.7883	3376.1809	7106.6622	5510.5918	4433.0129	2790.8161	5309.7524	5325.6671	6791.4383	6575.4954	4495.1519	5628.6944	6929.4926	4895.333	4314.8062	3603.003	4897.812	5186.2401	7466.121	9831.6385	3801.0445	7822.2605	5508.4511	7727.9647	6223.415	3592.2503	3260.5497	5594.1413	6013.1181	7524.7101	5912.3186	3744.6167	4678.956	2597.4443	6315.8369	5588.1444	2586.3914	4405.5527	3863.3426	6500.7468	3678.4504	5361.7765	7206.4305	7953.8411	4276.0243	9471.826	3448.6505	6434.5017	5924.6017	4928.2837	3136.875	4859.6571	10352.1433	7712.6804	7986.3639	7693.1365	3561.5	12160.426	18250.6888	2225.25	18555.476	1867.5129	453.5361	3884.6814	7249.2836	326.0292	2510.5493	2990.9354	5883.6481	2885.6663	5609.277	1673.8583	654.6566	7968.2289	8859.8073	7685.0312	10853.282	3635.2673	10866.2199	3230.9157	6186.825	4413.7404	5878	12283.8217	7978.75	7268.5467	1964.1036	5931.0779	4698.0786	7906.9445	5108.0708	5323.5671	7657.8409	6130.4257	6621.0542	4521.2453	5872.7011	6571.8121	5825.4805	11454.0218	6156.9653	4500.6977	5760.7313	7438.8471	4784.8442	7322.6101	7354.6667	6187.2144	6536.8701	8965.1107	6521.2703	7577.8146	5424.418	
PWY-1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700.5802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5.9448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PWY-1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.3339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PWY-181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720.5889	0	831.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.7749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PWY-1861	6137.1597	1483.6601	2686.5888	3226.5484	2086.5895	5708.8042	2342.781	14868.6587	2238.7474	3493.4249	4617.3363	3445.2654	2907.9412	2547.6996	3970.1966	3317.2882	2736.9066	4145.3101	4628.3963	4334.5895	5746.3439	1543.5477	1102.2467	3252.4467	4386.3173	3220.7167	7131.049	1910.3038	7670.324	13161.6493	4739.824	5595.0451	6974.6108	9167.4918	2037.2802	3796.6986	2199.9438	1034.9438	855.826	1544.5111	7212.7206	506.282	3166.6796	2496.1236	2657.7868	2607.2272	1715.6314	2375.8115	1518.101	1116.7655	1379.9464	1829.3078	1582.3489	2637.3775	878.3784	4455.1839	1355.2722	689.1071	1859.1413	1436.2708	1446.2716	718.9698	3674.6316	1104.6133	4835.5116	3006.6159	1039.7747	3078.6537	2817.906	11213.6455	834.4273	5496.6785	91.2571	760.9399	1283.8813	11.9739	3094.8386	379.5219	25.9336	1648.9811	4300.934	150.3599	700.5691	839.2824	2858.1882	566.8343	1043.5667	440.1537	127.5624	166.1683	4054.9328	191.2002	1100.2943	13.9736	2849.0215	2280.6235	1557.9262	1898.1763	412.9	9455.1775	1164.1823	2266.0019	306.1536	10736.2615	35.9295	5577.3416	1746.6971	3089.906	3414.9874	2225.6661	1809.134	724.813	2393.5278	1389.7336	2535.9551	9626.7923	2744.3389	2046.2904	4230.9364	1233.4752	930.6812	1663.2569	2352.8322	2062.8756	2251.1974	6725.4633	6730.9006	3667.1798	2068.5714	
PWY-2941	6370.9483	7885.5591	4803.6702	20157.6418	5313.3055	15581.6821	25529.5657	69456.3756	30065.3753	13964.5786	9195.3042	9670.6738	14216.2313	13128.5609	17568.8946	8873.8549	6517.3612	16768.6791	10269.1387	14612.0257	4950.8879	14574.472	17850.7584	13636.3484	9566.0102	16162.6729	26605.7933	23330.7731	30305.4465	16717.153	12805.2437	6575.6345	10045.0228	6566.6408	16502.1814	22822.3893	17550.7102	11788.3465	27316.6695	5357.6406	31589.961	13604.9343	26609.0881	22627.2382	24096.426	11155.7565	12640.0348	14363.4622	22834.9375	16809.6744	12940.4105	10501.3297	14830.3114	10301.1604	12947.5981	8965.1583	24732.6974	18993.4724	20287.248	12950.6365	14581.1679	10894.0489	19947.8694	25080.0913	20826.4236	28382.5968	12137.2479	14092.8028	11789.7996	8337.148	22038.4557	19454.4125	45736.0437	35282.5851	18250.4641	52360.401	45303.2717	23688.978	46778.7632	34929.2854	37574.4903	54767.5227	40221.2304	22863.3458	28946.5713	35918.6383	17376.756	26590.6802	28655.4793	39544.9276	12061.9229	37019.6516	22890.7725	40545.509	25050.3337	18222.8875	25242.1656	39717.6296	50276.4185	21920.018	34003.0285	19979.8241	14428.4538	12569.4259	41482.47	16225.5695	7887.4037	5966.9546	7174.6994	13718.0804	7942.588	10234.8088	12502.2966	8789.2609	8183.2231	11918.5649	9555.9402	13926.0225	17676.1085	9270.8256	5334.9052	13083.2484	11880.2665	10589.3694	7709.6484	10389.0848	8652.9783	8795.7452	6655.7195	
