#OTU ID	PFF_Cecum_11	PFF_Cecum_12	PFF_Cecum_13	PFF_Cecum_14	PFF_Cecum_15	PFF_Cecum_16	PFF_Cecum_17	PFF_Cecum_18	PFF_Cecum_19	PFF_Cecum_1904	PFF_Cecum_1906	PFF_Cecum_1907	PFF_Cecum_1908	PFF_Cecum_1910	PFF_Cecum_1913	PFF_Cecum_1914	PFF_Cecum_1917	PFF_Cecum_1920	PFF_Cecum_1921	PFF_Cecum_1937	PFF_Cecum_1938	PFF_Cecum_1941	PFF_Cecum_1942	PFF_Cecum_1943	PFF_Cecum_1944	PFF_Cecum_1945	PFF_Cecum_21	PFF_Cecum_25	PFF_Cecum_27	PFF_Cecum_28	PFF_Cecum_30	PFF_Cecum_32	PFF_Cecum_35	PFF_Cecum_36	PFF_Cecum_37	PFF_Colon_11	PFF_Colon_12	PFF_Colon_13	PFF_Colon_14	PFF_Colon_15	PFF_Colon_16	PFF_Colon_17	PFF_Colon_18	PFF_Colon_19	PFF_Colon_1904	PFF_Colon_1906	PFF_Colon_1907	PFF_Colon_1908	PFF_Colon_1910	PFF_Colon_1913	PFF_Colon_1914	PFF_Colon_1917	PFF_Colon_1920	PFF_Colon_1921	PFF_Colon_1937	PFF_Colon_1938	PFF_Colon_1941	PFF_Colon_1942	PFF_Colon_1943	PFF_Colon_1944	PFF_Colon_1945	PFF_Colon_1946	PFF_Colon_21	PFF_Colon_25	PFF_Colon_27	PFF_Colon_28	PFF_Colon_30	PFF_Colon_32	PFF_Colon_35	PFF_Colon_36	PFF_Colon_37	PFF_Jejunum_11	PFF_Jejunum_12	PFF_Jejunum_13	PFF_Jejunum_14	PFF_Jejunum_15	PFF_Jejunum_16	PFF_Jejunum_17	PFF_Jejunum_18	PFF_Jejunum_19	PFF_Jejunum_1904	PFF_Jejunum_1906	PFF_Jejunum_1908	PFF_Jejunum_1910	PFF_Jejunum_1913	PFF_Jejunum_1914	PFF_Jejunum_1917	PFF_Jejunum_1920	PFF_Jejunum_1921	PFF_Jejunum_1937	PFF_Jejunum_1938	PFF_Jejunum_1942	PFF_Jejunum_1943	PFF_Jejunum_1944	PFF_Jejunum_1945	PFF_Jejunum_1946	PFF_Jejunum_21	PFF_Jejunum_25	PFF_Jejunum_27	PFF_Jejunum_28	PFF_Jejunum_30	PFF_Jejunum_32	PFF_Jejunum_35	PFF_Jejunum_36	PFF_Jejunum_37	PFF_Baseline_11	PFF_Baseline_12	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_15	PFF_Baseline_16	PFF_Baseline_17	PFF_Baseline_18	PFF_Baseline_19	PFF_Baseline_1921	PFF_Baseline_1937	PFF_Baseline_1942	PFF_Baseline_1943	PFF_Baseline_1944	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_26	PFF_Baseline_27	PFF_Baseline_28	PFF_Baseline_30	PFF_Baseline_32	PFF_Baseline_35	PFF_Baseline_36	PFF_Baseline_37	taxonomy
PWY-5845	32.7287	42.2052	64.8195	78.5216	444.2741	98.6697	552.4637	506.7716	138.8439	0	216.9903	145.7095	0	0	0	274.3637	111.5819	442.5077	256.4026	772.1695	0	0	58.8907	58.19	125.7646	63.785	13.2308	15.5744	97.1294	67.8118	252.607	0	164.4773	23.6638	34.5717	149.2156	111.8433	79.4781	75.8546	1033.6108	710.4722	598.1959	181.1126	145.2366	0	1625.6791	162.2979	0	47.1975	0	483.3599	201.5454	57.8927	2217.9786	1195.6916	47.0125	200.3714	70.5655	597.7083	106.113	0	142.1177	0	40.2326	58.6427	55.0969	221.6141	0	635.71	105.8346	94.0851	17.019	85.8124	0	147.6157	0	82.074	93.0168	123.4534	288.7916	0	374.7245	136.3466	0	129.2182	0	0	0	122.8239	0	46.7321	82.7269	0	0	0	489.6163	10.107	36.2254	0	90.5952	57.588	0	6.7642	94.4992	74.4795	64.9749	42.2624	35.8503	27.4324	0	38.2465	0	0	22.2396	151.9369	272.852	703.0476	122.262	0	22.2661	35.3665	27.514	145.9789	0	0	0	33.4122	20.7396	26.1849	
PWY-5850	0	0	0	0	0	0	0	79.8822	0	0	0	0	0	0	0	11.7717	0	16.9686	0	0	0	0	0	0	8.0158	0	0	15.5744	0	0	0	0	0	15.5325	0	0	21.4901	0	0	0	0	0	56.9234	0	0	0	0	0	0	0	21.8582	0	23.6556	1545.0279	0	0	0	0	0	0	0	45.0144	0	37.7588	0	0	0	0	0	84.7472	76.4131	17.019	21.3884	0	147.6157	0	0	0	123.4534	10.1992	0	374.7245	0	0	0	0	0	0	122.8239	0	46.7321	82.7269	0	0	0	237.6039	10.107	36.2254	0	90.5952	0	0	6.7642	94.4992	74.4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3205	0	0	0	0	0	0	0	0	
PWY-5855	128.852	0	0	0	113.5479	985.2429	161.2345	17.1298	59.1181	0	61.8981	61.8725	94.917	0	57.0328	199.6627	322.6822	101.7153	0	150.1759	70.532	0	78.7283	17.4468	1.6746	605.1257	0	3.9209	101.1657	49.6185	0	34.7192	0	0	0	465.181	0	0	0	211.543	2416.0175	83.273	12.8022	73.343	0	64.1376	66.3959	96.0996	0	36.656	340.5541	330.5515	36.9809	268.163	167.2421	180.5815	0	188.5132	37.1882	27.2962	395.7218	39.1802	0	16.6404	86.2519	70.6605	14.8911	97.562	19.9413	54.692	168.7933	135.6261	0	0	229.9575	9.9624	265.3588	12.4268	59.0825	39.3329	0	150.1192	0	0	0	0	0	0	36.8386	22.9139	16.5049	18.8956	0	3.7466	52.2499	87.8472	2.1494	8.0791	0	1.0749	17.47	0	11.3902	29.9332	17.4549	192.7962	89.3139	111.5644	0	31.9339	147.1765	0	75.5674	29.5884	63.0177	78.9117	0	32.2526	27.0298	49.0677	22.7383	98.822	169.4258	105.156	4.9903	146.9837	144.4191	112.9129	229.2822	
PWY-5856	128.852	0	0	0	113.5479	985.2429	161.2345	17.1298	59.1181	0	61.8981	61.8725	94.917	0	57.0328	199.6627	322.6822	101.7153	0	150.1759	70.532	0	78.7283	17.4468	1.6746	605.1257	0	3.9209	101.1657	49.6185	0	34.7192	0	0	0	465.181	0	0	0	211.543	2416.0175	83.273	12.8022	73.343	0	64.1376	66.3959	96.0996	0	36.656	340.5541	330.5515	36.9809	268.163	167.2421	180.5815	0	188.5132	37.1882	27.2962	395.7218	39.1802	0	16.6404	86.2519	70.6605	14.8911	97.562	19.9413	54.692	168.7933	135.6261	0	0	229.9575	9.9624	265.3588	12.4268	59.0825	39.3329	0	150.1192	0	0	0	0	0	0	36.8386	22.9139	16.5049	18.8956	0	3.7466	52.2499	87.8472	2.1494	8.0791	0	1.0749	17.47	0	11.3902	29.9332	17.4549	192.7962	89.3139	111.5644	0	31.9339	147.1765	0	75.5674	29.5884	63.0177	78.9117	0	32.2526	27.0298	49.0677	22.7383	98.822	169.4258	105.156	4.9903	146.9837	144.4191	112.9129	229.2822	
PWY-5857	128.852	0	0	0	113.5479	985.2429	161.2345	17.1298	59.1181	0	61.8981	61.8725	94.917	0	57.0328	199.6627	322.6822	101.7153	0	150.1759	70.532	0	78.7283	17.4468	1.6746	605.1257	0	3.9209	101.1657	49.6185	0	34.7192	0	0	0	465.181	0	0	0	211.543	2416.0175	83.273	12.8022	73.343	0	64.1376	66.3959	96.0996	0	36.656	340.5541	330.5515	36.9809	268.163	167.2421	180.5815	0	188.5132	37.1882	27.2962	395.7218	39.1802	0	16.6404	86.2519	70.6605	14.8911	97.562	19.9413	54.692	168.7933	135.6261	0	0	229.9575	9.9624	265.3588	12.4268	59.0825	39.3329	0	150.1192	0	0	0	0	0	0	36.8386	22.9139	16.5049	18.8956	0	3.7466	52.2499	87.8472	2.1494	8.0791	0	1.0749	17.47	0	11.3902	29.9332	17.4549	192.7962	89.3139	111.5644	0	31.9339	147.1765	0	75.5674	29.5884	63.0177	78.9117	0	32.2526	27.0298	49.0677	22.7383	98.822	169.4258	105.156	4.9903	146.9837	144.4191	112.9129	229.2822	
PWY-5860	0	0	0	0	0	0	0	53.3336	0	0	0	0	0	0	0	7.8506	0	11.3187	0	0	0	0	0	0	5.3453	0	0	10.3884	0	0	0	0	0	10.3618	0	0	14.3432	0	0	0	0	0	38.0928	0	0	0	0	0	0	0	14.5815	0	15.7837	1076.2205	0	0	0	0	0	0	0	30.0415	0	25.2001	0	0	0	0	0	56.6317	51.0395	11.3509	14.2781	0	98.6097	0	0	0	82.9547	6.8029	0	260.031	0	0	0	0	0	0	81.9778	0	31.183	55.2807	0	0	0	160.2433	6.7405	24.1852	0	60.4961	0	0	4.5099	63.2094	49.7591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2139	0	0	0	0	0	0	0	0	
PWY-5861	22.015	31.2605	278.9865	82.7982	3678.5447	240.8337	2487.3257	1233.9014	115.165	0	539.4624	1069.2837	53.0671	0	912.8431	251.3699	88.8624	723.6571	482.9604	2583.9763	633.2658	204.3678	1680.3854	945.5118	1353.5919	247.3069	10.2363	32.97	94.3763	63.2508	198.506	0	119.6163	23.5276	26.5443	104.3661	82.1739	692.4225	144.7265	3452.8306	878.4164	1790.2034	344.0191	118.3171	0	1427.0248	773.0535	103.6112	40.3003	30.6779	440.9193	270.256	793.4589	1630.7875	3199.1222	1108.1247	561.0779	1877.5199	2976.5039	3420.8188	362.857	736.0979	47.3826	99.3718	41.7877	42.5668	238.6075	0	497.1141	83.4421	70.7826	891.2377	75.5468	463.9481	289.3681	789.669	1531.3399	164.2818	176.2323	377.884	0	563.0659	186.5285	0	516.8211	274.1721	152.8588	265.6316	280.7227	10477.5088	807.0449	354.7275	569.8768	1012.2851	285.0984	1047.0583	192.8965	223.2649	126.9661	321.6397	604.6958	73.4295	243.5659	97.8276	132.2856	44.0588	28.4846	25.5073	40.4682	0	26.0716	0	0	15.3403	196.4315	511.5324	953.3334	87.638	0	15.656	25.2152	19.2338	98.8438	0	9.8766	0	23.0179	15.1398	18.0445	
PWY-5862	21.8408	28.2156	43.317	52.4936	300.1576	66.0469	372.7974	341.0439	92.9752	0	145.4662	97.5298	0	0	0	184.4298	74.6462	299.3617	172.0289	532.4894	0	0	39.3551	38.8867	84.1923	42.6114	8.826	10.3884	64.9586	45.3576	170.7659	0	110.3157	15.7917	23.0701	99.785	75.0092	53.093	50.6991	710.7974	486.5211	409.6449	122.2103	97.2885	0	1134.5468	108.7342	0	31.5014	0	326.8978	135.1338	38.6748	1575.7639	860.9208	31.3853	134.8474	47.167	405.3333	70.9347	0	95.0634	0	26.8531	39.1814	36.8242	150.0112	0	429.0357	70.7649	62.8712	11.3509	57.5178	0	98.6097	0	54.7817	62.1028	82.9547	195.3272	0	260.031	91.4937	0	86.5389	0	0	0	81.9778	0	31.183	55.2807	0	0	0	334.3244	6.7405	24.1852	0	60.4961	38.4544	0	4.5099	63.2094	49.7591	43.3879	28.2063	23.9255	18.3006	0	25.5235	0	0	14.8346	101.6864	182.642	477.3124	81.7684	0	14.8507	23.6056	18.3543	97.6487	0	0	0	22.2939	13.8326	17.4688	
PWY-5863	11.022	15.6707	142.5531	41.5041	2346.9755	121.474	1317.7916	624.6075	57.7084	0	276.6703	562.1929	26.5893	0	468.7486	127.3591	44.6576	373.2729	246.218	1436.0454	336.8923	103.2433	882.1182	489.6568	725.0864	124.5711	5.1196	16.4979	47.2801	31.7084	100.2547	0	60.2065	11.7842	13.2833	52.2809	41.2317	354.0168	72.5743	2127.1547	446.9468	965.2428	173.7699	59.3167	0	754.5817	396.6073	52.0094	20.1708	15.3572	223.617	136.5698	410.0481	882.0395	1823.9734	583.8675	285.3377	983.7807	1594.2185	1901.5704	183.5302	376.0831	23.7286	49.7788	20.9186	21.303	120.5014	0	252.4087	41.8862	35.4413	454.9357	37.8363	233.34	145.6669	405.0131	777.2382	82.6998	90.3931	190.5645	0	316.5671	93.796	0	261.0046	138.1223	76.7131	134.3828	144.5332	6068.9257	413.9047	178.2728	287.9032	517.7863	143.2117	543.0799	96.8119	112.1188	63.6033	161.8179	305.0719	36.7711	122.9687	49.1428	66.3039	22.0589	14.2577	12.7729	20.2723	0	13.0514	0	0	7.6748	99.0283	259.513	497.1437	43.9307	0	7.8321	12.6251	9.6227	49.5848	0	4.9408	0	11.5204	7.5746	9.0294	
PWY-5896	0	0	0	0	0	0	0	79.8822	0	0	0	0	0	0	0	11.7717	0	16.9686	0	0	0	0	0	0	8.0158	0	0	15.5744	0	0	0	0	0	15.5325	0	0	21.4901	0	0	0	0	0	56.9234	0	0	0	0	0	0	0	21.8582	0	23.6556	1545.0279	0	0	0	0	0	0	0	45.0144	0	37.7588	0	0	0	0	0	84.7472	76.4131	17.019	21.3884	0	147.6157	0	0	0	123.4534	10.1992	0	374.7245	0	0	0	0	0	0	122.8239	0	46.7321	82.7269	0	0	0	237.6039	10.107	36.2254	0	90.5952	0	0	6.7642	94.4992	74.4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3205	0	0	0	0	0	0	0	0	
PWY-5897	28.8798	40.9544	363.2846	108.3811	4433.4896	313.1704	3116.5842	1583.8938	150.6382	0	700.2615	1370.9384	69.5196	0	1164.7401	327.9333	116.3982	935.8459	628.0044	3067.368	814.6205	264.7906	2068.7796	1197.0091	1710.3964	322.2144	13.429	43.2283	123.4961	82.7704	257.8727	0	156.4558	30.8542	34.8163	136.711	107.4157	895.157	189.0956	4180.9058	1117.696	2203.9933	441.4988	154.7418	0	1812.6915	994.7331	135.475	52.8584	40.1881	572.325	352.6401	1025.6469	2080.7866	3512.7578	1417.3386	719.364	2312.6226	3622.2617	4168.0179	468.8765	951.4405	62.0187	130.0788	54.7638	55.76	308.3165	0	647.5052	109.3064	92.7508	1146.4566	98.6779	603.6743	378.5048	961.7223	1965.1823	216.1216	233.6077	487.1769	0	762.993	243.1565	0	666.5606	356.164	200.1313	350.8864	377.4617	10494.59	1046.8989	461.0003	739.0333	1254.9733	372.3637	1317.3798	251.3995	290.6147	165.7331	419.9046	780.4313	96.261	320.8675	128.0141	173.0879	57.7714	37.3668	33.4612	53.0746	0	34.2012	0	0	20.1284	256.8869	667.703	1229.3681	114.8466	0	20.5439	33.0744	25.2354	129.5055	0	12.9601	0	30.1975	19.8663	23.6755	
PWY-5898	28.8798	40.9544	363.2846	108.3811	4433.4896	313.1704	3116.5842	1583.8938	150.6382	0	700.2615	1370.9384	69.5196	0	1164.7401	327.9333	116.3982	935.8459	628.0044	3067.368	814.6205	264.7906	2068.7796	1197.0091	1710.3964	322.2144	13.429	43.2283	123.4961	82.7704	257.8727	0	156.4558	30.8542	34.8163	136.711	107.4157	895.157	189.0956	4180.9058	1117.696	2203.9933	441.4988	154.7418	0	1812.6915	994.7331	135.475	52.8584	40.1881	572.325	352.6401	1025.6469	2080.7866	3512.7578	1417.3386	719.364	2312.6226	3622.2617	4168.0179	468.8765	951.4405	62.0187	130.0788	54.7638	55.76	308.3165	0	647.5052	109.3064	92.7508	1146.4566	98.6779	603.6743	378.5048	961.7223	1965.1823	216.1216	233.6077	487.1769	0	762.993	243.1565	0	666.5606	356.164	200.1313	350.8864	377.4617	10494.59	1046.8989	461.0003	739.0333	1254.9733	372.3637	1317.3798	251.3995	290.6147	165.7331	419.9046	780.4313	96.261	320.8675	128.0141	173.0879	57.7714	37.3668	33.4612	53.0746	0	34.2012	0	0	20.1284	256.8869	667.703	1229.3681	114.8466	0	20.5439	33.0744	25.2354	129.5055	0	12.9601	0	30.1975	19.8663	23.6755	
PWY-5899	28.8798	40.9544	363.2846	108.3811	4433.4896	313.1704	3116.5842	1583.8938	150.6382	0	700.2615	1370.9384	69.5196	0	1164.7401	327.9333	116.3982	935.8459	628.0044	3067.368	814.6205	264.7906	2068.7796	1197.0091	1710.3964	322.2144	13.429	43.2283	123.4961	82.7704	257.8727	0	156.4558	30.8542	34.8163	136.711	107.4157	895.157	189.0956	4180.9058	1117.696	2203.9933	441.4988	154.7418	0	1812.6915	994.7331	135.475	52.8584	40.1881	572.325	352.6401	1025.6469	2080.7866	3512.7578	1417.3386	719.364	2312.6226	3622.2617	4168.0179	468.8765	951.4405	62.0187	130.0788	54.7638	55.76	308.3165	0	647.5052	109.3064	92.7508	1146.4566	98.6779	603.6743	378.5048	961.7223	1965.1823	216.1216	233.6077	487.1769	0	762.993	243.1565	0	666.5606	356.164	200.1313	350.8864	377.4617	10494.59	1046.8989	461.0003	739.0333	1254.9733	372.3637	1317.3798	251.3995	290.6147	165.7331	419.9046	780.4313	96.261	320.8675	128.0141	173.0879	57.7714	37.3668	33.4612	53.0746	0	34.2012	0	0	20.1284	256.8869	667.703	1229.3681	114.8466	0	20.5439	33.0744	25.2354	129.5055	0	12.9601	0	30.1975	19.8663	23.6755	
PWY-5910	3027.2885	3970.7542	2198.6871	12061.7178	2480.1375	9359.1808	16753.6132	43986.8105	11364.3692	8534.719	4332.0205	5319.1541	8877.0511	9245.4521	10772.1393	4747.8767	4474.7035	12595.5352	7638.6064	8621.2728	1255.2025	9100.5866	9067.9675	8222.6451	5221.1989	9970.9602	16032.8732	12794.4691	18844.883	9546.156	7489.0114	3491.3295	5607.3927	4373.6594	9990.6159	10555.62	10224.8349	5913.5924	9064.3819	2765.3995	16449.8572	10120.5055	14721.8636	9449.778	14265.9802	6014.9496	6935.6871	8744.6961	17079.1324	7355.3482	6991.2608	7433.9126	12769.939	6951.8083	6921.445	3918.184	15493.6254	6246.6789	10540.1069	6903.082	5482.8176	4409.1597	10954.9926	5107.8989	12981.7425	12155.3607	5960.16	8969.6396	6226.2133	5101.5285	12205.8766	7736.9687	3450.2094	5582.2911	4074.1226	2447.6728	6602.3601	29608.3621	21574.2263	9569.0547	10062.5164	12417.2054	18530.8984	25198.8835	7496.0157	12883.8387	14732.2713	37793.3011	39916.4177	909.9256	4919.5756	8388.3265	4396.7727	1029.0225	3917.2515	10464.4583	3457.1671	3761.5629	4578.9102	8379.8176	4720.2493	15102.253	29156.0489	10202.6679	18295.3796	9164.6737	7644.5423	4183.4634	2934.0923	7511.5144	4231.0135	7494.0176	9287.251	5914.5569	6389.1372	6726.3845	6114.9821	13189.5874	9998.9466	7750.094	3899.6115	7767.5849	8140.6157	7678.2656	3602.8913	6733.9543	5510.3686	5610.8205	5609.812	
PWY-5913	6278.2431	2624.2523	5083.8624	4614.214	10628.4252	5851.5777	9770.5288	16774.0954	4691.8736	3306.4722	8760.5218	7647.8332	2679.9076	3829.5602	7959.1238	7261.7551	4002.7211	6629.3529	9436.2966	8792.3555	5163.8495	1698.1491	5561.002	6368.1775	7862.7794	6371.6478	3870.697	2343.1056	6591.9083	6646.1674	4366.6496	3057.7469	4809.8114	5587.4626	8202.3487	9310.1502	3233.1097	8070.0163	3802.4352	10967.9714	5455.4179	4117.7658	4992.4036	4010.2251	4704.3708	8738.6555	4565.5216	2463.2443	5349.1156	3256.8989	5606.8217	3841.7588	5712.3363	5114.4167	5901.5017	6295.6762	2323.6176	4283.9323	7651.4999	7856.8135	3398.2032	9729.8194	3070.5979	3406.0332	5374.1087	6525.3806	2757.4323	3993.9905	10424.1411	7080.8133	8531.8084	4711.2192	3492.0376	12567.3656	18108.106	1959.8059	14602.4104	6988.1767	1468.6908	3953.1578	6829.4963	1830.2098	4399.9346	8548.7659	7854.2031	3449.4573	8580.2396	6788.0806	2501.0803	6705.3199	1367.6296	7574.5656	10443.9551	2884.9784	7071.2524	3493.0683	5678.9627	2007.0255	5593.0462	9467.1672	6189.2124	8824.9291	10708.6732	6268.0323	4291.2574	6171.5541	5754.6878	3793.3671	5482.6012	3057.3537	3833.9765	4675.2355	5284.7704	5407.2676	4049.7316	7585.6067	4048.3079	7954.0329	3413.512	5944.211	4453.5023	3858.2971	7455.9837	3916.3809	2881.6678	8426.4337	3244.8852	5204.1887	4549.0017	
PWY-5918	1416.1727	357.8934	223.1744	153.253	1064.1102	467.9232	836.0545	2309.9794	528.6833	89.0305	1246.0666	64.5048	39.7943	108.9021	464.6786	707.1911	759.151	684.5892	1393.8787	2280.3609	107.669	0	184.6657	170.9548	814.168	156.6138	221.1936	123.0536	217.8967	479.8229	483.732	170.8669	953.4413	59.6306	570.7177	1719.1401	327.8455	372.2877	153.7843	1383.2808	740.8346	477.4628	528.9457	541.7042	209.1082	2210.3706	172.929	73.9999	334.4814	34.5692	808.9299	852.6858	211.0949	4702.3102	1145.6522	68.7644	308.8635	213.7243	946.948	1035.1883	108.6448	688.0552	156.3426	193.1787	342.7151	592.9758	244.1033	126.4282	2821.7153	352.3792	708.9534	648.5282	54.2076	49.8041	451.2205	19.8118	708.2191	132.8641	84.7183	361.5888	0	210.5835	136.7475	0	266.2928	53.8718	44.6358	0	146.7055	38.6874	19.804	169.8501	79.3773	8.7249	0	1205.3416	29.856	21.0643	189.5586	127.1755	110.6689	114.5179	250.9655	59.7801	130.5083	1037.6688	795.0451	173.1035	126.1159	536.4911	434.5785	94.513	126.8728	233.8649	273.9025	366.2529	1067.8972	444.4182	0	98.4665	179.5335	190.0094	1561.6606	276.7558	9.9853	612.6002	414.9921	155.4739	321.5705	
PWY-5920	124.1365	0	0	0	145.3053	94.2262	0	27.2341	0	0	35.3266	0	0	0	30.6576	67.5529	23.5123	5.6897	0	100.9039	0	0	32.0647	0	2.6743	34.4667	0	6.0852	15.2954	0	0	15.1061	0	10.6553	0	508.8688	7.8791	0	0	297.2272	291.7004	0	20.0635	0	0	23.8247	11.4968	0	0	0	135.3128	53.7042	7.8118	707.6101	129.328	44.7029	0	81.7302	19.7244	42.8004	24.0897	45.918	0	14.1513	0	27.1903	22.5837	68.556	31.7483	40.771	272.0304	102.3337	13.5029	0	0	10.6273	0	18.2573	11.0149	54.302	0	119.6223	0	0	0	0	0	0	51.8363	0	11.3813	27.2335	0	0	0	85.1087	3.2088	9.3596	0	11.081	24.168	0	2.267	23.9662	46.5478	196.9709	102.579	101.4187	11.3215	48.9755	156.9648	0	71.0619	42.4767	83.8369	104.8043	0	48.3883	0	52.9662	31.918	105.7397	252.5444	125.5481	5.3297	191.7674	177.5603	93.9747	198.4835	
PWY-5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PWY-5971	509.0167	69.8222	372.4245	204.9584	241.3708	505.3031	816.4418	1157.7691	306.9734	380.7757	1359.5365	1747.9997	243.7766	210.5273	161.2367	173.8145	359.4673	688.2904	469.7015	105.6742	530.2181	107.5816	186.8555	97.6391	127.4387	449.4889	185.2607	299.5593	244.8967	189.1071	212.5454	287.7739	357.7732	115.537	185.1544	924.8833	79.8414	670.9642	206.9814	137.0881	354.8793	235.8212	301.4787	159.2998	735.1024	1185.7704	851.7024	360.7423	522.8807	55.8773	154.3312	234.5947	674.2015	615.6756	24.9719	599.4223	141.5005	146.2891	95.741	247.6397	252.2636	237.9199	201.2633	472.7203	212.8799	224.8647	283.9566	292.5363	1286.6404	502.8756	540.4181	274.6199	0	0	0	19.9933	0	47.4295	145.145	320.6883	0	504.5495	95.8167	0	0	0	0	0	83.3283	0	8.3464	37.8241	0	7.499	0	611.046	4.2995	19.5431	0	4.2995	34.9763	0	22.8246	119.7117	34.979	672.7954	249.5376	232.6783	254.6068	396.6764	452.5927	0	221.9429	150.9126	119.3449	206.6117	382.2139	245.5148	87.7693	677.2542	1.4498	253.4821	1033.5668	127.2307	217.7411	350.4586	723.7408	259.2784	243.1545	
PWY-5973	25798.9697	27086.0497	22864.6319	32743.9922	27235.4716	25183.7192	50044.328	90996.7063	36218.9894	22755.1521	31669.9466	23076.5607	21166.5576	23895.435	26823.6067	23073.3644	18499.1038	29402.8113	26746.8449	28439.0284	17939.0066	22337.2988	23777.5626	20818.4944	23362.647	24489.377	36641.3122	30676.99	43054.2753	33918.4088	26288.2715	18021.77	23638.6529	28692.1627	33640.9349	30713.5932	33625.8599	20242.1486	32725.2131	22080.8678	37596.9434	20115.9011	32225.2136	28025.0247	33570.0221	23193.2063	17659.602	19325.8682	28768.5151	19916.2526	19226.6371	17817.8354	17436.4024	22898.0264	17322.4802	13451.4713	31837.5584	23276.5313	27411.4159	20706.4044	17968.0592	18741.8665	25586.3227	29816.5512	32335.5014	34545.4396	15470.8602	19135.6009	22491.7872	35854.5084	29591.7118	23027.235	51653.4149	42990.6802	32044.5943	58660.921	56797.0277	22091.2041	50781.5866	39672.1721	43794.5296	62288.5696	44258.8839	23180.5164	33704.1942	39545.9883	20353.1342	24563.5113	32958.3005	45973.1312	15247.8131	43115.1928	29507.6399	45732.6133	31363.8119	21875.2107	29897.9663	44794.2601	57305.9562	31380.1647	40111.2041	23408.2811	13501.8805	46337.0321	46787.2898	29602.6505	13645.6134	13063.9684	14831.393	19525.1376	15141.1574	12380.8729	18039.658	16700.7515	17008.5335	25811.5601	17413.7973	17862.7472	26397.0889	19225.8547	8347.9578	19719.1827	17037.6267	15923.7751	19092.4774	25378.6571	19874.0475	20393.5959	11668.4539	
PWY-5989	309.7066	41.9544	226.2525	123.2584	145.9152	305.5574	492.9593	697.4018	184.6805	229.8603	838.4076	1090.0499	146.8826	126.7051	96.9681	104.7012	217.7467	416.1407	284.0786	63.5016	327.5179	64.6508	112.4268	58.6907	76.6746	271.6833	111.34	180.3396	147.2252	113.7187	127.9626	174.1202	216.2989	69.4782	111.3627	561.6248	47.95	408.5907	124.4421	82.6182	213.5215	142.044	181.3328	95.7688	444.457	728.9598	521.0732	217.8696	315.5044	33.5547	92.9066	141.5222	408.8817	373.8547	14.9903	367.5829	85.0053	87.9656	57.5195	149.3517	152.1261	143.5799	121.0668	285.1995	128.0424	135.1881	171.4878	176.5653	794.2647	304.3273	326.5195	165.5174	0	0	0	11.9946	0	28.4617	86.2001	192.6953	0	293.1326	57.4783	0	0	0	0	0	49.8824	0	5.0091	22.7	0	4.4994	0	369.692	2.5798	11.7267	0	2.5799	20.9914	0	13.6999	71.8959	20.9898	407.7811	150.8266	140.7421	154.2058	239.9779	275.5196	0	133.8121	90.9143	71.8249	124.4615	231.5797	148.0376	52.7299	412.5659	0.87	152.911	635.7966	76.5858	131.461	211.6721	441.7843	156.5079	147.1755	
PWY-6071	0	0	0	0	0	0	0	10.628	0	0	0	0	0	0	0	1.6744	0	2.2782	0	0	0	0	0	0	0	0	0	2.4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5762	0	0	0	0	0	0	0	3.1145	0	3.061	21.3844	0	0	0	0	0	0	0	6.1962	0	5.8045	0	0	0	0	0	17.4676	0	2.4139	0	0	0	0	0	0	17.9063	1.4473	0	4.7145	0	0	0	0	0	0	18.5533	0	0	12.387	0	0	0	32.1144	1.4271	4.4108	0	0	0	0	0.9612	18.6743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4879	0	0	0	0	0	0	0	0	
PWY-6107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
