	pielou_evenness
SLCDTT145	0.4793386301473066
SLCDTT146	0.4986338705906847
SLCDTT147	0.4968595000465637
SLCDTT151	0.4116494361982173
SLCDTT152	0.4639371261715696
SLCDTT153	0.4485798470803874
SLCDTT157	0.45477144873184594
SLCDTT158	0.4886359356435585
SLCDTT159	0.4535536818903971
SLCDTT163	0.46315288241050495
SLCDTT164	0.48960213189153157
SLCDTT165	0.4512008446204414
SLCDTT169	0.3983686837036905
SLCDTT170	0.4934020982575482
SLCDTT171	0.4269688548871462
SLCDTT175	0.3755191376536858
SLCDTT176	0.4687764759603237
SLCDTT177	0.4742518163153207
SLCdtt001	0.21981639943472764
SLCdtt002	0.4780796603397261
SLCdtt003	0.37951915552353427
SLCdtt007	0.421335396303384
SLCdtt008	0.4856426969516822
SLCdtt009	0.41509911257468446
SLCdtt013	0.5106453614031398
SLCdtt014	0.35529078280368076
SLCdtt015	0.44554690457595314
SLCdtt019	0.3789496937135004
SLCdtt020	0.5096598898424521
SLCdtt021	0.48411783425491844
SLCdtt025	0.41287391862776285
SLCdtt026	0.5062180758185525
SLCdtt027	0.49740730995850074
SLCdtt031	0.44719091439564684
SLCdtt032	0.444007649085794
SLCdtt033	0.5028903014105447
SLCdtt037	0.42638002848278095
SLCdtt038	0.4851954704526514
SLCdtt039	0.39954032512865995
SLCdtt044	0.4441538594088001
SLCdtt045	0.30800698307601854
SLCdtt050	0.48244997640307175
SLCdtt051	0.4337575617126617
SLCdtt055	0.3718335796205255
SLCdtt056	0.49779905670293506
SLCdtt057	0.4622896048757108
SLCdtt061	0.47604374404425565
SLCdtt062	0.4180809465716188
SLCdtt063	0.5023007690615156
SLCdtt067	0.37170885649260926
SLCdtt068	0.5178374409180944
SLCdtt069	0.5210609743856944
SLCdtt074	0.48785883553121756
SLCdtt075	0.4507214287097784
SLCdtt079	0.42658676702472953
SLCdtt080	0.5390612478651822
SLCdtt081	0.44449083238364384
SLCdtt087	0.416176149171699
SLCdtt091	0.4199723079486097
SLCdtt092	0.44384963252222953
SLCdtt093	0.4948965893900277
SLCdtt097	0.37288577615455204
SLCdtt098	0.3518716500360276
SLCdtt099	0.32752576338141565
SLCdtt103	0.2804720622209852
SLCdtt105	0.43546951124015154
SLCdtt109	0.4207801242978588
SLCdtt110	0.4934094682447437
SLCdtt111	0.5097827697396015
SLCdtt115	0.37635700122432
SLCdtt116	0.48912459097872757
SLCdtt117	0.44724371782569117
SLCdtt121	0.3973202979509994
SLCdtt122	0.4905125604787131
SLCdtt123	0.3893736245079035
SLCdtt128	0.4963451841346641
SLCdtt129	0.3509576159068721
SLCdtt133	0.4910692537029164
SLCdtt134	0.5236272690567106
SLCdtt135	0.4803362382274343
SLCdtt139	0.3733697828828431
SLCdtt140	0.5146941123197785
SLCdtt141	0.46749417121482223
