OTU ID,PFF_Jejunum_32,PFF_Jejunum_37,PFF_Jejunum_16,PFF_Jejunum_19,PFF_Jejunum_21,PFF_Jejunum_1910,PFF_Jejunum_1946,PFF_Jejunum_1938,PFF_Jejunum_1945,PFF_Jejunum_17,PFF_Jejunum_14,PFF_Jejunum_18,PFF_Jejunum_1942,PFF_Jejunum_28,PFF_Jejunum_1943,PFF_Jejunum_1906,PFF_Jejunum_1917,PFF_Jejunum_35,PFF_Jejunum_1921,PFF_Jejunum_30,PFF_Jejunum_1908,PFF_Jejunum_1937,PFF_Jejunum_1920,PFF_Jejunum_27,PFF_Jejunum_1944,PFF_Jejunum_1913,PFF_Jejunum_12,PFF_Jejunum_25,PFF_Jejunum_13,PFF_Jejunum_1904,PFF_Jejunum_36,PFF_Jejunum_15,PFF_Jejunum_1914,PFF_Jejunum_11,taxonomy
7d710d47e5d675ea5355f2ff2576dac7,2.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,
30b8e3e3cf0c46673a3ebccb52f32828,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,
27bcb76dd6a6c02b72985bce164fe3e6,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,
e4dd2de8724b201bea7659daf44fef8a,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
b356be189c25f3c0463656c2165236f9,0.0,2.0,121.0,22.0,0.0,0.0,15.0,71.0,37.0,7.0,11.0,2.0,5.0,10.0,52.0,0.0,14.0,0.0,7.0,2.0,6.0,2990.0,21.0,0.0,128.0,3.0,3.0,2.0,45.0,0.0,0.0,92.0,26.0,0.0,
b3764c324fd7a40390926358d6342e39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,
4e94f47ec9b2752e85447dcf27cf9068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32650a5fdf1a0992348d49fa960c8631,0.0,0.0,0.0,23.0,0.0,2.0,26.0,28.0,14.0,10.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,
a21d9726702334cd2fad5a2f7d7a7c5d,0.0,0.0,7.0,8.0,8.0,3.0,30.0,22.0,63.0,11.0,11.0,0.0,2.0,21.0,94.0,0.0,63.0,0.0,7.0,0.0,16.0,318.0,25.0,0.0,3.0,0.0,0.0,0.0,38.0,6.0,0.0,0.0,105.0,102.0,
4e0e102bf9b282ea11755a91b96624b4,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
98a36549bac10a20d1dbe610f29e6486,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6e47def147409ab425591e3dedf37c64,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fc4071be1b2d8d7899e4ffa3cbc2b363,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
e8aad1586f72e889e15ad43cde327ce3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cc7d2b52a6f2f9628720e755681880d7,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,4.0,19.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
736ce27670617d33f544bc6d94365bf3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
b77234cb97c196c0d2a8c3b35ca7109d,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610091e7a757ce9796031dc25840e843,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3c53950dae4ad166985012a3570c45ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0344d3bc480746915da32233236a2be7,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
91ccd1344c9587a528745a2f8034e572,0.0,0.0,0.0,33.0,0.0,0.0,44.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
210cdc6102315d5450e54558ec1eb77d,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
65890da42d39b9bcfd42fd180923b471,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,
57452c2127a9b51820f28993e39f755a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,
40e4f3e6ec38f04964b2c63017f394be,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
bccb1ec5d87c1704df11c6d1885dbc13,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,
66b6d68b2af1b113a7ac3e7768a59bbc,0.0,2.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
a4b505e2c0d0e2c340ad6ff67fbcec23,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6c1e9ba2ade833960ed3f71ccb7111a1,0.0,0.0,0.0,19.0,0.0,3.0,43.0,2.0,0.0,11.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,
f1cb28014f2e86fb0a332d15c79d455d,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
686b850453613b8198bf118b1432b6ff,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5d1010828679c759dac21cbbd279cb1d,0.0,7.0,0.0,18.0,0.0,0.0,7.0,0.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4ff5c1ff6cdf389dfc63a8197ffe3189,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,52.0,0.0,0.0,0.0,
b8b1b69f22f34e75575a94d0024f2d01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
4822c98c033c2575a5c1d27d35995cb0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
2b12e6a00105bd361ba049a13b567f51,0.0,0.0,29.0,6.0,15.0,42.0,9.0,5.0,0.0,0.0,191.0,0.0,0.0,36.0,0.0,0.0,254.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,37.0,0.0,33.0,2.0,0.0,10.0,
c52edff871d438f2e14bdd0730255c6c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,
a41217c1cb1256af684a4be06eeb56a5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,
0e5fe4d9eb3f97bf1ed1b6b79c867668,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1907745fe046cb11e23384a2b9f44f3e,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
175bba213b88af6eaf04c232534db38b,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2096.0,0.0,0.0,0.0,
ea0192ef105425cb2ff19255b6bce132,0.0,2.0,5.0,2.0,7.0,0.0,8.0,0.0,5.0,4.0,4.0,0.0,0.0,34.0,1.0,2.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
0d05dc0174c28075c7bb8b0b8604908e,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,6.0,68.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,9.0,647.0,0.0,0.0,0.0,
8f6e947838b48b958bbbe534059b245a,0.0,0.0,14.0,0.0,0.0,0.0,20.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,29.0,
b2a3532082cab449638f99abb1a71a98,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,
da4c923c4cb5997ba04f867f81bbee36,0.0,0.0,0.0,6.0,2.0,2.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
f351373696aac6f83058d93804811ce0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
06dfe24f2c882d5e7004e0ac1bb73835,0.0,0.0,337.0,89.0,0.0,9.0,113.0,2087.0,157.0,37.0,0.0,0.0,15.0,7.0,15.0,3.0,27.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,4.0,64.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,1366.0,
a30d36b895d5cc7dbf353dfa5b46002c,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,
b4bf78b3429b30672788fbb3e74ea5d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
047372e16d2e0a51ae90ff02f5e657d2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,
90830d3601554f63ac83dee026bd3444,0.0,0.0,24.0,34.0,55.0,0.0,25.0,0.0,0.0,6.0,7.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,
3904cc34c56b1e750152fdb5cf45ac40,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
2ef8bc569ecbb79877894098cd78b9d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,
7b3ebb7821f3dd3f1433483bc4b209bf,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
9f891d752e7090b0b38f7b3719d4e989,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,6.0,63.0,5.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,
028424776d8325decca7f93ad7f3c0c7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
44c0c26a0ad3d288518c7922f20ea43e,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,
27e522fe43e868a4877620fec40ede33,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,
6d350ff06b4be888621865ff7ac49b24,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,
232e3f0673bc9a963a0e9d1d0a13551a,0.0,0.0,3.0,3.0,3.0,5.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
91896ca94141cb2caeb39e6c7cb4a5e5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,
0168b9fe72490f0981a8b04bfa9587b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
17bfa5099ea216f8c2093cd6d4e96381,0.0,0.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,31.0,0.0,0.0,4.0,3.0,3.0,11.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,
e7a9bdc134005a94f20a679febee89b4,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
fe40df1abda46259cc742df09fd2518b,0.0,0.0,4.0,1.0,30.0,1.0,1.0,2.0,96.0,0.0,18.0,0.0,0.0,66.0,55.0,0.0,1.0,0.0,0.0,29.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,55.0,8.0,103.0,18.0,2.0,0.0,0.0,
0e8b98ebeedc57a9572b61783ce94c7c,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
a4e5ee1256207eea038d478b45c0a8da,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
f917bae053bd48087d0b907902fd21cd,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,
cc7263b53b918c9bcc5f1f0c6c7cd41f,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,
5c5260d9adba355e9b2eeed9885c945d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,
e80c3e0f8b43ac9802e9ecb403413004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,
0f14a5f69a7aa339704f35a84fa51cdd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,
1dffcbaa1c899cf968f0570bef1374de,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8ce4a4a3b1f47c295b3ef7b843e3325b,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19fefc290b3df5c1205d5a45ec861d15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
2750c604c82ba1c302af18f0f3597ada,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
9af32d54787c8bf5d1969afcf1e9153f,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,
7fc164ed7ba39f81643fde634e7a5206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fad1b0ba66b63f41f4eef3d22b5a1096,0.0,2.0,8.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,14.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,11.0,3.0,0.0,8.0,4.0,13.0,2.0,3.0,5.0,
0ce1f666fe3a8e609094409565c0c20a,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ad40eb452269bb5e3b8c408a7a874a72,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
359120fd7bfa664495879dc71725fcd8,0.0,31.0,4.0,20.0,26.0,40.0,140.0,4.0,6.0,41.0,0.0,0.0,54.0,18.0,5.0,813.0,20.0,765.0,68.0,16.0,95.0,0.0,0.0,9.0,58.0,12.0,0.0,52.0,63.0,36.0,0.0,14.0,13.0,123.0,
31b01596560469aa36a3031918ed8135,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700049dea8fa718b92bef128b349bb0d,0.0,20.0,0.0,19.0,0.0,0.0,47.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,
