	PFF_Cecum_11	PFF_Cecum_12	PFF_Cecum_13	PFF_Cecum_14	PFF_Cecum_15	PFF_Cecum_16	PFF_Cecum_17	PFF_Cecum_18	PFF_Cecum_19	PFF_Cecum_1904	PFF_Cecum_1906	PFF_Cecum_1907	PFF_Cecum_1908	PFF_Cecum_1910	PFF_Cecum_1913	PFF_Cecum_1914	PFF_Cecum_1917	PFF_Cecum_1920	PFF_Cecum_1921	PFF_Cecum_1937	PFF_Cecum_1938	PFF_Cecum_1941	PFF_Cecum_1942	PFF_Cecum_1943	PFF_Cecum_1944	PFF_Cecum_1945	PFF_Cecum_21	PFF_Cecum_25	PFF_Cecum_27	PFF_Cecum_28	PFF_Cecum_30	PFF_Cecum_32	PFF_Cecum_35	PFF_Cecum_36	PFF_Cecum_37
PFF_Cecum_11	0.0	0.61696875	0.5613177337977788	0.5615849671021901	0.5482775351770985	0.4808730344989439	0.6243708726480316	0.7051773351626689	0.653495671543563	0.5618888047558441	0.44668160103640925	0.4611336032388664	0.5158999984186973	0.6584330563400976	0.49631924467064986	0.4718335015919857	0.4096601651503644	0.5968992248062015	0.4541026601723492	0.7049716803020768	0.5109892783572043	0.627488871251596	0.5485218459648314	0.5214281047886588	0.4908220754831284	0.4294678199677467	0.6071883327426194	0.5077840787502675	0.5989056622209195	0.5763599807436355	0.6084403080872914	0.5567868954650136	0.5564725477544529	0.6679391644270706	0.5296647624576171
PFF_Cecum_12	0.61696875	0.0	0.6095976783153967	0.5965929737350834	0.3823970974602777	0.5915895128493553	0.7407947978593381	0.7716667219036887	0.6958096649378447	0.6068357734041222	0.6258753604425351	0.59622402030779	0.5958955681241135	0.42365255882299585	0.6008434028059363	0.5664578147798472	0.6145498896920345	0.6637571780147662	0.5879805260495701	0.6989378373672297	0.6222690513499397	0.6458285096858841	0.5865050436551665	0.5858651856691713	0.5401182009416007	0.612854381443299	0.6092449571014575	0.6617908447215828	0.6826499089060809	0.6645373356487224	0.6224239188467698	0.6566126188954108	0.6600730421562309	0.7640756090164763	0.4035913703762183
PFF_Cecum_13	0.5613177337977788	0.6095976783153967	0.0	0.40053474381702464	0.5438300267342057	0.49955020413812196	0.6843828595833531	0.6880648822393982	0.6302931372683502	0.48545389563974267	0.3755644129370064	0.43409094513790863	0.46702142557064835	0.6097348663450727	0.5522586503226643	0.43120431067028175	0.5273613999856559	0.6260722662336597	0.5539402367144415	0.6908562377064875	0.4099027727763774	0.61602407082377	0.5301674462748288	0.5387992815283851	0.5062503129328905	0.5289457157120082	0.5003996118056745	0.5448970971641639	0.6091599023295717	0.5673564287375029	0.6197406109341921	0.5101859024012394	0.6094297231216547	0.6802465601158698	0.5630686221048704
PFF_Cecum_14	0.5615849671021901	0.5965929737350834	0.40053474381702464	0.0	0.5090620116730998	0.3925546467968682	0.5613537530724144	0.5851117982692732	0.4609060863132524	0.43301929116195603	0.46274445190808733	0.46475750077745775	0.3498633116787678	0.6311391025252832	0.34531026121459274	0.41862280296022203	0.548123931495756	0.6053089219382574	0.523351259552788	0.6029198788747641	0.49393528969149736	0.5107159360708765	0.2984523843579254	0.3917639753434201	0.4230731218320697	0.366845183470531	0.3797327669243498	0.3751932333756457	0.4196019613498702	0.46585349685117666	0.5208212279682355	0.588361310951239	0.5943842557599172	0.6841805739325907	0.40711697851009976
PFF_Cecum_15	0.5482775351770985	0.3823970974602777	0.5438300267342057	0.5090620116730998	0.0	0.5474717737515464	0.661106622245343	0.7051575343546377	0.6561882567505952	0.60935257598968	0.5537368662723172	0.49415373929150264	0.5555133501099979	0.5322646534960864	0.514270105863072	0.4576940415675667	0.5419476927555922	0.6396514681308189	0.5218206466872422	0.631960191484001	0.5331763941878399	0.6667472626161445	0.5015293810233787	0.5332178120708821	0.4105681198084036	0.5485811544443466	0.6178027665751481	0.6007602527037156	0.6325348325592764	0.6600538472438713	0.6340742644224592	0.6448565733599099	0.611035187048523	0.7031421934221788	0.3474604243408458
PFF_Cecum_16	0.4808730344989439	0.5915895128493553	0.49955020413812196	0.3925546467968682	0.5474717737515464	0.0	0.5305981850144914	0.5911845912757966	0.5123700152478811	0.388212546548267	0.5040287536641772	0.48930018269918185	0.37485970819304154	0.6040553799193285	0.3188890693519571	0.4339350180505415	0.5733635122512035	0.5439415098989567	0.537314614033144	0.5060772517220333	0.5695216105058085	0.4289855632645962	0.3506960950764007	0.3034737243924163	0.4384498353200809	0.377659488668441	0.4808472928934881	0.48962116902250813	0.4536947700929144	0.3598298427287265	0.4706354157383477	0.5296879850977957	0.5856225590785729	0.6574494289136706	0.48090023281883243
PFF_Cecum_17	0.6243708726480316	0.7407947978593381	0.6843828595833531	0.5613537530724144	0.661106622245343	0.5305981850144914	0.0	0.6009245725551514	0.5730674321397996	0.5680559603614107	0.665271523178808	0.6409826350452293	0.5845387489223106	0.6526016240217845	0.456131186263599	0.6196933544378559	0.6378109937192658	0.4401108147401921	0.5493771398619336	0.4978111244975129	0.7640984326937161	0.4787999642085618	0.5453225277556565	0.5194169396694519	0.6263542716770374	0.540137653560571	0.6147513789242317	0.5903452194316138	0.5173716825421688	0.5956831208264117	0.5942513288051046	0.6488516353942376	0.6286989737217543	0.6247711663809891	0.6389507650671385
PFF_Cecum_18	0.7051773351626689	0.7716667219036887	0.6880648822393982	0.5851117982692732	0.7051575343546377	0.5911845912757966	0.6009245725551514	0.0	0.4780551789188233	0.6793108964913315	0.646069391562304	0.6374153767917872	0.6420608516563691	0.7254991733435076	0.6044409810647751	0.6901971472699191	0.7445329959940966	0.6932424134699285	0.6564249797757087	0.7013272128530087	0.7287207523892414	0.7110161360662887	0.5985780784355579	0.6540875169606513	0.6516786179921773	0.6419753086419753	0.5349323780207871	0.5806937471474213	0.5146209803129149	0.6259759028574121	0.7037777703088764	0.6960582997649485	0.7105444521019986	0.7403503028318874	0.6403173093615319
PFF_Cecum_19	0.653495671543563	0.6958096649378447	0.6302931372683502	0.4609060863132524	0.6561882567505952	0.5123700152478811	0.5730674321397996	0.4780551789188233	0.0	0.5167505249954195	0.6448713004916611	0.6132082724686707	0.48015141221003593	0.706309260711485	0.41750688040486783	0.564087515525407	0.6429873525047693	0.647823911955978	0.6378711226940569	0.6203031390629745	0.6965392085973942	0.5629263913824057	0.41762503885292646	0.47211524746826417	0.597970898411427	0.46611840398484927	0.38425365326060124	0.36521219366407653	0.3282575640714868	0.6078130502590934	0.6409370523299908	0.637867122897063	0.6262694472029129	0.7242436466317064	0.5612371426209568
PFF_Cecum_1904	0.5618888047558441	0.6068357734041222	0.48545389563974267	0.43301929116195603	0.60935257598968	0.388212546548267	0.5680559603614107	0.6793108964913315	0.5167505249954195	0.0	0.5303665793498176	0.48174334298947646	0.275208408843784	0.5468285896905666	0.3730033821116432	0.46174058161417464	0.49260552913198574	0.5269141492011318	0.5488057389744844	0.5573773445523504	0.5613524406627854	0.39189162107457065	0.3949453168816601	0.3500724106152081	0.5043557763632286	0.40296919419461025	0.4407809747504404	0.4518880510875594	0.4900903585894848	0.506065497786373	0.4955124306592212	0.5436690010464461	0.5855523692475761	0.6495498789810026	0.5026425344710502
PFF_Cecum_1906	0.44668160103640925	0.6258753604425351	0.3755644129370064	0.46274445190808733	0.5537368662723172	0.5040287536641772	0.665271523178808	0.646069391562304	0.6448713004916611	0.5303665793498176	0.0	0.36905868839905925	0.4741634553867671	0.6280873898045228	0.5120754769569519	0.3348157467413725	0.4568673601093311	0.6210662613297303	0.5119537660496688	0.6785227743884381	0.4388552793989912	0.6246407233973842	0.49156860190773954	0.520398773006135	0.4352	0.4587570308387133	0.5192324487529788	0.4884175768351537	0.6193737769080235	0.5613019115793989	0.6177215953659567	0.598237285938791	0.6126035544855909	0.7246760725597466	0.48571500206847273
PFF_Cecum_1907	0.4611336032388664	0.59622402030779	0.43409094513790863	0.46475750077745775	0.49415373929150264	0.48930018269918185	0.6409826350452293	0.6374153767917872	0.6132082724686707	0.48174334298947646	0.36905868839905925	0.0	0.3653663941929371	0.5579516613307234	0.4501534086657188	0.3820074114957029	0.4541395104493294	0.5715927998789896	0.48938968782883197	0.6501358044416041	0.39935070285591867	0.6126202007440162	0.4333151453737626	0.4581632314381493	0.39192720341848813	0.4315883402736466	0.5249770639152229	0.476002059676414	0.5863594789014411	0.5735902147697255	0.5519478402607987	0.5352670787763513	0.5037534450992036	0.637682507207291	0.460034479532789
