	chao1
PFF_Baseline_19	158.11111111111111
PFF_Baseline_1944	189.0
PFF_Baseline_26	190.6
PFF_Baseline_37	152.25
PFF_Baseline_12	170.75
PFF_Baseline_15	208.0857142857143
PFF_Baseline_1946	182.5
PFF_Baseline_25	156.75
PFF_Baseline_1942	169.53846153846155
PFF_Baseline_17	118.83333333333333
PFF_Baseline_28	146.30769230769232
PFF_Baseline_11	274.6896551724138
PFF_Baseline_30	176.5
PFF_Baseline_18	190.07692307692307
PFF_Baseline_35	215.5
PFF_Baseline_16	176.66666666666666
PFF_Baseline_36	195.09756097560975
PFF_Baseline_32	210.28571428571428
PFF_Baseline_1937	213.5625
PFF_Baseline_1943	174.54166666666666
PFF_Baseline_27	195.17142857142858
PFF_Baseline_13	175.8709677419355
PFF_Baseline_14	170.0
PFF_Baseline_1921	168.53571428571428
