	pielou_evenness
PFF_Baseline_19	0.578021892475016
PFF_Baseline_1944	0.5989904915697235
PFF_Baseline_26	0.6591104965544243
PFF_Baseline_37	0.642502835088065
PFF_Baseline_12	0.6412794102919073
PFF_Baseline_15	0.5776469015434506
PFF_Baseline_1946	0.5916868695015859
PFF_Baseline_25	0.6578299918246059
PFF_Baseline_1942	0.6214597139216701
PFF_Baseline_17	0.5936473646786288
PFF_Baseline_28	0.6291049387353371
PFF_Baseline_11	0.6604832068261576
PFF_Baseline_30	0.6884273167194443
PFF_Baseline_18	0.6310770664502932
PFF_Baseline_35	0.6651929858865868
PFF_Baseline_16	0.6315609279582498
PFF_Baseline_36	0.6105755214769584
PFF_Baseline_32	0.6350584073220378
PFF_Baseline_1937	0.6381760701402365
PFF_Baseline_1943	0.6033591352028632
PFF_Baseline_27	0.6240122616326896
PFF_Baseline_13	0.6613455379499307
PFF_Baseline_14	0.6269510533904612
PFF_Baseline_1921	0.5964805490904783
