	shannon
MPTP_Baseline_586_S23_L001_R1_001	4.961947739183684
MPTP_Baseline_587_S27_L001_R1_001	5.0444976589776465
MPTP_Baseline_590_S25_L001_R1_001	5.082954539547181
MPTP_Baseline_593_S37_L001_R1_001	4.9069231305826415
MPTP_Baseline_595_S19_L001_R1_001	4.6825817887574015
MPTP_Baseline_596_S9_L001_R1_001	4.892575925933785
MPTP_Baseline_597_S69_L001_R1_001	4.791480949763412
MPTP_Baseline_599_S21_L001_R1_001	4.934952074310188
MPTP_Baseline_606_S32_L001_R1_001	5.456087728692928
MPTP_Baseline_608_S28_L001_R1_001	5.04461962793415
MPTP_Baseline_609_S111_L001_R1_001	5.201481131934414
MPTP_Baseline_611_S10_L001_R1_001	4.1940500618835905
MPTP_Baseline_612_S26_L001_R1_001	3.161509272484766
MPTP_Baseline_613_S68_L001_R1_001	3.2114682819392857
PFF_Baseline_11_S57_L001_R1_001	5.819132704172177
PFF_Baseline_12_S48_L001_R1_001	5.100018872884602
PFF_Baseline_13_S53_L001_R1_001	5.262219249446701
PFF_Baseline_14_S66_L001_R1_001	4.928565067744916
PFF_Baseline_15_S123_L001_R1_001	4.783369819870922
PFF_Baseline_16_S50_L001_R1_001	5.118509096402112
PFF_Baseline_17_S58_L001_R1_001	4.407691225442121
PFF_Baseline_18_S115_L001_R1_001	5.1167642431829
PFF_Baseline_19_S73_L001_R1_001	4.752595931136986
PFF_Baseline_1921_S54_L001_R1_001	4.744948172096326
PFF_Baseline_1937_S51_L001_R1_001	5.17915923279257
PFF_Baseline_1942_S40_L001_R1_001	4.936290951926097
PFF_Baseline_1943_S55_L001_R1_001	4.859670212955699
PFF_Baseline_1944_S114_L001_R1_001	5.0846527807545545
PFF_Baseline_1946_S42_L001_R1_001	4.750380847208061
PFF_Baseline_25_S44_L001_R1_001	4.991357230596256
PFF_Baseline_26_S46_L001_R1_001	5.336147676383217
PFF_Baseline_27_S72_L001_R1_001	5.131640809020828
PFF_Baseline_28_S59_L001_R1_001	4.922486422762889
PFF_Baseline_30_S45_L001_R1_001	5.498463277744526
PFF_Baseline_32_S49_L001_R1_001	5.355232785558279
PFF_Baseline_35_S122_L001_R1_001	5.53686911613694
PFF_Baseline_36_S41_L001_R1_001	5.008276419329804
PFF_Baseline_37_S47_L001_R1_001	4.970630037537207
Q22_WT_107_S28_L001_R1_001	5.281232152650157
Q22_WT_108_S21_L001_R1_001	4.513308088352575
Q22_WT_109_S23_L001_R1_001	4.476209490901043
Q22_WT_37_S101_L001_R1_001	4.684466020247182
Q22_WT_405_S124_L001_R1_001	4.984401246888816
Q22_WT_408_S13_L001_R1_001	4.622313621563877
Q22_WT_411_S125_L001_R1_001	5.1781750948864325
Q22_WT_517_S27_L001_R1_001	4.4671289552237194
Q22_WT_518_S22_L001_R1_001	5.002817017448084
Q22_WT_562_S26_L001_R1_001	5.442555957047318
Q22_WT_564_S19_L001_R1_001	4.940117759192091
Q22_WT_567_S12_L001_R1_001	4.8980905120480625
Q22_WT_568_S104_L001_R1_001	4.185651329446902
Q22_WT_569_S16_L001_R1_001	4.988393854360595
Q22_WT_570_S17_L001_R1_001	5.495944852536304
Q22_WT_571_S20_L001_R1_001	4.255317635217995
Q22_WT_573_S18_L001_R1_001	5.207583655887124
Q22_WT_675_S98_L001_R1_001	4.951088710771884
Q22_WT_678_S105_L001_R1_001	5.17972292474978
Q22_WT_681_S87_L001_R1_001	4.614339199078261
Q22_WT_685_S86_L001_R1_001	5.08233479869644
Q22_WT_686_S103_L001_R1_001	4.846325388148977
Q22_WT_688_S99_L001_R1_001	5.425454005906294
Q22_WT_704_S102_L001_R1_001	4.715938078621394
Q22_WT_706_S30_L001_R1_001	4.927402915042396
Q22_WT_708_S85_L001_R1_001	4.577022236130298
Q22_WT_729_S95_L001_R1_001	5.019764340086611
Q22_WT_731_S94_L001_R1_001	4.857052119298884
Q22_WT_732_S92_L001_R1_001	4.7240104261279905
Q22_WT_733_S91_L001_R1_001	4.819788680660548
Q22_WT_736_S97_L001_R1_001	4.9911948357129825
Q22_WT_739_S29_L001_R1_001	4.46119460454971
Q22_WT_740_S88_L001_R1_001	4.754032330198539
Q22_WT_741_S100_L001_R1_001	5.144589233865507
Q22_WT_743_S93_L001_R1_001	5.220860094623765
Q22_WT_744_S106_L001_R1_001	5.08075186558504
Q22_WT_750_S89_L001_R1_001	5.269186526842669
Q22_WT_751_S96_L001_R1_001	4.66130682601923
Q22_WT_752_S90_L001_R1_001	4.930492523046476
Q22_WT_782_S25_L001_R1_001	4.154163144232456
Q22_WT_783_S31_L001_R1_001	5.027063217286
Q22_WT_785_S24_L001_R1_001	4.846194748655149
Q22_WT_786_S14_L001_R1_001	5.144631560321201
Q22_WT_787_S15_L001_R1_001	5.2596669570635095
Q22_WT_823_S107_L001_R1_001	5.397169744533843
