Eigvals,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.808310368,2.081197683,1.800286062,1.187476191,0.953544505,0.819920322,0.696819963,0.5981648,0.555290024,0.491168767,0.342940196,0.326502082,0.301403646,0.260750034,0.253787175,0.229212476,0.209306653,0.190263354,0.172525049,0.171034131,0.16036563,0.146029178,0.134190247,0.131071301,0.125039619,0.116367075,0.10929532,0.10129854,0.094392175,0.091924743,0.083893302,0.078552266,0.074191161,0.069835735,0.066021199,0.065659208,0.062571092,0.058738804,0.055487421,0.051402844,0.048201319,0.045551355,0.044116233,0.041557859,0.039543181,0.038303794,0.035438739,0.034621763,0.030840833,0.027041161,0.025447011,0.023381724,0.02163404,0.020790512,0.018909777,0.018520427,0.015636593,0.013495494,0.012684959,0.011542163,0.010936261,0.009436032,0.008106557,0.005812946,0.005103923,0.004010083,0.003530114,0.002927172,0.001904293,0.001419095,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion explained,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.165713867,0.12280812,0.106231978,0.070071056,0.056267124,0.048382176,0.041118223,0.03529674,0.032766769,0.028983077,0.020236348,0.019266361,0.017785343,0.015386439,0.014975572,0.013525459,0.012350848,0.011227134,0.010180425,0.010092448,0.009462917,0.008616946,0.00791835,0.007734306,0.007378386,0.006866633,0.006449341,0.005977464,0.00556993,0.005424331,0.004950408,0.004635243,0.004377901,0.004120894,0.003895805,0.003874444,0.003692219,0.003466082,0.003274223,0.003033199,0.002844282,0.002687912,0.002603228,0.002452262,0.002333379,0.002260245,0.002091183,0.002042974,0.001819868,0.001595655,0.001501587,0.001379718,0.00127659,0.001226815,0.001115835,0.001092861,0.00092269,0.000796347,0.000748519,0.000681084,0.000645331,0.000556805,0.000478355,0.000343013,0.000301174,0.000236629,0.000208306,0.000172728,0.000112369,8.37E-05,3.99E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPTP_Baseline_115_S118_L001_R1_001,-0.134275115,0.000875718,0.169119657,-0.034623947,0.003152358,-0.068467096,0.051842271,0.019968871,-0.019695266,-0.017596078,-0.008609708,-0.074685916,0.017420585,-0.059255032,0.048531949,0.063866503,-0.021096156,0.019247347,-0.03536331,0.050649058,0.001398185,-0.013376766,-0.017985142,0.074960465,-0.024916962,-0.051333163,-0.017024547,0.008329563,-0.014337536,0.019296364,0.030190075,0.008718128,-0.002338763,0.035650866,0.005051864,0.000281419,0.03005531,0.009321543,0.016369449,-0.016115172,0.01763616,0.022882704,-0.002674782,-0.002654673,0.00693174,0.016651319,0.009675478,-0.01269309,-0.014176012,-0.020051993,0.000872885,0.004464539,-0.009863564,-0.017210767,0.006706462,-0.003640418,0.005129131,-0.001940411,-0.014101569,0.012816881,-0.005178249,0.02125988,-0.001482659,0.005472338,0.004845981,0.001843408,-0.001877781,-0.009141239,-0.003637621,0.002872362,-4.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPTP_Baseline_116_S64_L001_R1_001,-0.00622455,0.113455552,0.217824597,-0.113706764,0.088098791,0.087668531,0.027626956,0.192219141,-0.068228141,0.044849231,0.047468185,-0.004676567,-0.161612241,0.02050952,-0.09174578,-0.046750691,-0.01863229,0.019614938,0.007926881,0.075876704,0.005782934,-0.020311007,-0.004818742,0.052419402,-0.01925212,-0.035588629,0.006141623,0.025963553,-0.07453342,-0.01941999,-0.021419678,0.002349469,0.016654856,-0.012926534,-0.030925471,-0.01783158,0.024656938,-0.002188717,-0.043028181,0.013232726,-0.031187788,0.002263448,0.019497866,-0.002457705,0.001635606,0.002643034,-0.008352623,-0.012224051,-0.02004756,0.004565918,0.01208387,0.004136701,-0.006089865,-0.00323846,0.002153592,-0.017451024,0.005007408,-0.009265218,0.006917562,-0.002179745,-0.004622732,-0.001367759,-0.00054427,0.001664004,0.000815838,-0.000131061,0.00025527,0.003756313,-0.005008894,-0.005382643,-7.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
