	SLCFP145	SLCFP146	SLCFP147	SLCFP151	SLCFP152	SLCFP153	SLCFP157	SLCFP158	SLCFP159	SLCFP163	SLCFP164	SLCFP165	SLCFP169	SLCFP170	SLCFP171	SLCFP175	SLCFP176	SLCFP177	SLCFP001	SLCFP002	SLCFP003	SLCFP007	SLCFP008	SLCFP009	SLCFP013	SLCFP014	SLCFP015	SLCFP019a	SLCFP020	SLCFP021	SLCFP025	SLCFP026	SLCFP027	SLCFP031	SLCFP032	SLCFP033	SLCFP037	SLCFP038	SLCFP039	SLCFP043	SLCFP044	SLCFP045	SLCFP049	SLCFP050	SLCFP051	SLCFP055	SLCFP056	SLCFP057	SLCFP061	SLCFP062	SLCFP063	SLCFP067	SLCFP068	SLCFP069	SLCFP073	SLCFP074	SLCFP075	SLCFP079	SLCFP080	SLCFP081	SLCFP085	SLCFP086	SLCFP087	SLCFP091	SLCFP092	SLCFP093	SLCFP097	SLCFP098	SLCFP099	SLCFP103	SLCFP104	SLCFP105	SLCFP109	SLCFP110	SLCFP111	SLCFP115	SLCFP116	SLCFP117	SLCFP121	SLCFP122	SLCFP123	SLCFP127	SLCFP128	SLCFP129	SLCFP133	SLCFP134	SLCFP135	SLCFP139	SLCFP140	SLCFP141
SLCFP145	0.0	1.6253023895726582	1.9386828470192687	1.5829902441104915	1.035448795193685	1.3183432492180245	0.3186601919677285	1.8291690439301787	2.0085605671268403	0.571432358471156	0.42334833155596563	0.3430509979970508	2.62099220719273	1.1072664622456396	0.6943802542710614	1.7118586222897134	0.7725208240431282	0.7009552109652526	2.7555608667930587	3.023425862235708	2.95241151699343	2.7077983259891876	2.836567214586072	2.9486103747738612	2.379764150584608	2.9398322967579675	2.863299267467561	2.6190422493802896	2.4240382393217876	2.433490805695994	2.39788800063505	2.5704985956961024	2.939951953538017	3.095026467637672	2.961122797288043	2.6006312765507453	3.280826233741669	3.048849309090325	3.3376115445680217	2.4701247929849273	2.47373314276439	2.4495524715418373	3.4142846020634208	3.1953606463740174	3.699531126261064	2.358894620713567	2.9762785929694915	3.1716003212551094	2.7047783571432973	2.6884841403398574	3.067995939003616	2.8157876268665234	2.938320787473691	2.914338361699467	3.226271752876456	3.228772818610414	2.7349604958787017	3.1085644428098944	2.8370420189258514	2.6278687981726727	3.2965453976778822	3.1643992071719635	2.891410080379119	2.9605817357466977	3.2982165639790426	3.193191749875173	3.071740093997177	3.226626077484461	2.877259490705738	3.8018289193616677	4.193509749922976	3.978091290070946	2.1773410492559493	2.9021489410005383	2.6901551376963098	2.691520358216807	2.3415526620141858	2.736211818787856	2.590892488510667	2.729311058898819	2.7492359597171565	3.180994789296367	2.7991746821836427	3.0488603863748724	3.1699217373329027	2.983312209119488	3.387218367983781	2.311609223723391	2.3013562688849976	2.3565115173438698
SLCFP146	1.6253023895726582	0.0	0.36202722437955603	2.9515765879802807	0.5933634458885443	0.30957926661263874	1.349771529365189	0.3759515476977123	0.4159560413707245	2.114703772453724	1.894853992621975	1.5568829443894547	4.064583175230419	2.3819050716957557	1.6936380466551673	3.0671212253057134	1.4359555527822916	1.195327684506317	2.906291831400648	2.506148542763021	2.226377881348403	2.9251711832395464	2.0681513506100755	2.3386372391952275	2.9642198247046543	2.298180550146458	2.1104516412156773	2.5519858622807203	2.206428920692642	1.998371049969501	2.8399851720410196	2.507518481793528	2.2849529643140762	3.9158450608453927	3.5868200677342306	2.147754630760003	2.9643775931376055	2.8410448220128885	2.839324572068817	2.663865733437731	2.386841267748181	2.095160053483557	3.1996797751523522	2.7929099073316936	2.892631387652563	2.3811557682484965	2.3802799540762956	2.261930422397306	3.083787206042431	2.946121377437261	2.4946230029242122	3.3433858697276935	3.4957149085264043	2.8509306087390747	4.17810028980397	4.06293586697221	3.3333197417580265	4.001595029058999	3.737473605203561	3.114271279002623	4.031834740993074	3.7547738414251834	2.8789125323365967	2.5636307005082175	2.7307925204003713	2.49776097577357	3.2601747230572506	3.223205568385479	2.806531846120183	3.5164710682204063	3.8716502627858977	3.5565227824657124	2.7578963953941664	2.7657595075390593	2.2333449093910804	3.482054927302006	2.6285658701935137	2.794759094851532	2.21766612494165	2.6799076052007442	2.5445953183493297	3.535198934583889	3.0899770506635305	2.7533324114867543	3.600677283729478	2.9622658296843007	2.9803049584040275	2.6236723398214385	2.138895937581034	1.660615564268567
SLCFP147	1.9386828470192687	0.36202722437955603	0.0	3.29779806656952	0.9280944951297012	0.6319127135955582	1.6461923041967619	0.22199025127438057	0.07571222868736179	2.436652042506939	2.2170212903717355	1.8762439487894567	4.405710010166002	2.7222143191932036	2.0309956911242226	3.4121240145235703	1.77756004870653	1.5244930023769439	3.193286844182798	2.6987735716314853	2.383226426128231	3.2188965699933214	2.2239042292864246	2.5179250400911988	3.29092795891746	2.4721211275506043	2.2671594304927063	2.82050515561814	2.46610201820011	2.2299180269552603	3.155756179487792	2.7748056513283683	2.455021631749136	4.247006831225116	3.9084307709717856	2.3681978362456166	3.175151941825426	3.071595639357111	3.016008790192914	2.9582536272026063	2.6521281450398715	2.3333141967685216	3.4264602126048302	2.997389920024472	3.0010872314986545	2.6654282504774582	2.558314856437193	2.362704233748846	3.3916720274879153	3.243632188030167	2.6738539694618977	3.658223976938474	3.811223672397927	3.1050904210220436	4.511643279858048	4.38872443292523	3.6479106691509027	4.3327847604521015	4.068532531569119	3.423273047039168	4.355002152766679	4.069371701776047	3.1337194895233127	2.7753953228898833	2.9015234593103463	2.646809278441745	3.543309597925933	3.4812723155566605	3.064121793165791	3.7196881471762406	4.058649185370838	3.732747147476834	3.0863443936445862	3.0110099695357624	2.446376667715312	3.8123496820428806	2.928644528459401	3.0567464314295245	2.4483911664393903	2.9398471528557755	2.7866704994474345	3.8329853661147704	3.3892683624420252	2.9756888713269487	3.902383479919815	3.224031671837926	3.1742798032863204	2.930814813458742	2.403889516698272	1.857057735183848
SLCFP151	1.5829902441104915	2.9515765879802807	3.29779806656952	0.0	2.394587517399754	2.682292125065413	1.8653241999832233	3.2486797304541155	3.360105140312462	1.0654783134954664	1.2136507556080987	1.5056640020175573	1.1230020723326686	0.5962277564363723	1.2783465423956186	0.13916002856749285	1.5363993236626172	1.7869177413739414	2.2779467561852145	3.116769119921164	3.25336728411384	2.175288809111276	3.2088366855170882	3.146897271195477	1.5632270069171628	3.1691978866396178	3.213227155482645	2.4155249429343506	2.4478250114503197	2.6490449690595055	1.7380907824234244	2.376311655152296	3.1789033241667513	1.80794097021799	1.904514687794591	2.7674362230472975	3.1076538157774665	2.829692318720045	3.32288468956275	2.052994008873245	2.34068792057345	2.582214478187067	3.1168105055059314	3.133321480570713	3.9129004220826666	2.174427583034675	3.1500063198884787	3.5786640447829403	1.9982465315432687	2.1192842975461503	3.1976803244720995	1.9029136198659098	1.9589112826510422	2.594113648940925	1.8055514424921333	1.910311131606073	1.7646058199442651	1.7511167592818466	1.5153847683543564	1.819320036899577	2.0605857168576196	2.0971744970806294	2.5250611899789708	2.954908996268486	3.36373966462969	3.401245091354448	2.4535044715100995	2.7626565478195397	2.5802407181981115	3.487571167007405	3.8473206690032393	3.7656389534327435	1.463353433580176	2.6581201130266385	2.8250139228398834	1.5161380636332318	1.8789782541735338	2.352637087526028	2.6870506199967186	2.45688601225921	2.623639648125968	2.3619350823456333	2.158030393373399	2.9188946882379128	2.2681921974345287	2.605078995143571	3.2767329299029915	1.8391642943953608	2.3210225191285687	2.8209471605886045
SLCFP152	1.035448795193685	0.5933634458885443	0.9280944951297012	2.394587517399754	0.0	0.2963032997288986	0.775391546353217	0.8554215515327235	0.993419326978767	1.5267569563276404	1.3102759394891759	0.9786498282298673	3.5015944080732027	1.8328670489860668	1.1539606098947748	2.514578137482449	0.9263091565922047	0.6667630210803913	2.693377498710253	2.541145472111296	2.3434488801982982	2.6893882230523944	2.198025305391322	2.4075397299635104	2.6083110130240224	2.3796092665389894	2.2349476478087693	2.4044614950492464	2.0995119025933895	1.971003258011645	2.5248251268071473	2.356623055386241	2.372010090451551	3.5129108183903073	3.2362806549170275	2.1375150349944025	2.932722709231148	2.7620072727225593	2.8791245348515666	2.425610687967719	2.239180804471854	2.039243259576317	3.1342413527136648	2.790108790527153	3.067772069125226	2.19051719742285	2.4449805461621152	2.4675064726091276	2.7983326519579874	2.6971002056471063	2.5538293211305167	3.0178399739930106	3.1647220450296656	2.715948230750275	3.7417170709249588	3.659413392063846	2.9861910836515437	3.57959285232749	3.3093311517982653	2.7959054167613893	3.656848072800936	3.4194777116921684	2.726694830795556	2.5499448690085162	2.7959635794861324	2.6115853687095782	3.0462519277361846	3.077909245887245	2.6721163181419056	3.487643197321074	3.86506313411886	3.583051530614629	2.395261633828092	2.6555816447856238	2.229854526955513	3.0798042367507326	2.3568093215067165	2.6135293781927014	2.1770278010311053	2.532614587866659	2.4516664197542233	3.271618954425143	2.8345894256283515	2.705555411082302	3.3135656943737435	2.8148175106545814	2.985974523956384	2.3423155457623364	2.0058007199218633	1.7316019871712975
SLCFP153	1.3183432492180245	0.30957926661263874	0.6319127135955582	2.682292125065413	0.2963032997288986	0.0	1.0402106171071777	0.5695225666296887	0.6978771616462374	1.814481897426728	1.59649088259387	1.2598725115553489	3.789840677000914	2.1144554621819105	1.4283840332246474	2.800252484346796	1.1878614178884972	0.9272279080755098	2.835559368173129	2.5630946559545214	2.3231514010934817	2.84207136281229	2.1704763893496826	2.411689499628264	2.8157453782971396	2.3773551636480996	2.2101956666672593	2.5139862500319294	2.187160049423016	2.0180021527524388	2.712863908191482	2.4662967405070018	2.366468162548576	3.7420534386503337	3.44272968213208	2.1779346400021766	2.987766104945063	2.8381957205491486	2.89821779355906	2.577127283618942	2.3454326904911396	2.099981985366123	3.20799146325465	2.831846408746276	3.0227122912514894	2.3185473109104384	2.4506823037229513	2.402663007358729	2.9746006295888647	2.855920515872819	2.563360366603997	3.2120543327556175	3.361764148724276	2.819244037336759	3.9838032311783476	3.8870796368972638	3.1877295856272725	3.8154983236219615	3.546679235812865	2.98419579481649	3.873710151752297	3.6186885011882266	2.8362359599668268	2.594944063762695	2.803787608637009	2.5939302967625513	3.1899921126370256	3.18926433028197	2.7760290189706383	3.5437723074430774	3.9108014934248003	3.612539536853967	2.604571355032405	2.746521320038962	2.2670044297372716	3.307132375269865	2.521839754204707	2.7346187566130253	2.2322901767644687	2.6403667709542007	2.533144145893915	3.4391834856662404	2.997296971202091	2.767667358136272	3.4908994670255074	2.9260846240267195	3.023343843483645	2.5134066511804236	2.103149006893787	1.725964134050818
SLCFP157	0.3186601919677285	1.349771529365189	1.6461923041967619	1.8653241999832233	0.775391546353217	1.0402106171071777	0.0	1.532545366621238	1.7178569649861668	0.8524864020955697	0.6691447177425347	0.4213126763985924	2.9138555416176053	1.349085682386337	0.8080877555624706	1.9905455855073506	0.7864725762211714	0.5899820558874639	2.8347371362574907	2.983888356871785	2.8716275756042973	2.7978140532330307	2.7459015431435945	2.889566601892862	2.5317221566665187	2.8746733780548577	2.7756784102678282	2.652821165015314	2.4224325483161464	2.3895658015201318	2.5206580298340224	2.6001566145792143	2.8711347616968546	3.2998476029141486	3.131450928842902	2.559761920649079	3.2795447088307577	3.0603189978561964	3.3015038562681287	2.5457295258056165	2.492636639189525	2.418845059903702	3.4386227641719	3.180465342575761	3.6172486173477356	2.39908677506412	2.9183756271481514	3.0581716778085126	2.825832181046261	2.7854533674650113	3.017427085004823	2.9638895662402973	3.0941021743989414	2.950976072347264	3.4501478385744107	3.431184531379096	2.8875284505882446	3.321439933269654	3.04566743487596	2.7580786325598394	3.487280188804466	3.3285952463876955	2.931275525373835	2.9396112142311437	3.252960442025332	3.1211498215482933	3.1639576817839927	3.285627143479516	2.914837168749452	3.815589015040967	4.203373275638072	3.968945173032954	2.321562942392828	2.92440009857291	2.649300236500515	2.8829591083987713	2.425679447599279	2.780800971390186	2.563540553198734	2.76257024289166	2.7548600693419716	3.3061898249655264	2.9062617166068025	3.0477555717129343	3.3055058492377065	3.034003980927913	3.371816912916523	2.4046901659506195	2.2994423438231055	2.2587967985599042
SLCFP158	1.8291690439301787	0.3759515476977123	0.22199025127438057	3.2486797304541155	0.8554215515327235	0.5695225666296887	1.532545366621238	0.0	0.27066678230069446	2.350471934584388	2.1369056714366508	1.8022539704826879	4.35275355105796	2.6809018498445463	1.9944260433306449	3.367384132855916	1.7549021791548347	1.4883139903693203	3.2804995084797057	2.8403418967198006	2.538545201921619	3.3004973133389317	2.3780054602483194	2.6649047240827977	3.3357542340836512	2.6210778789327303	2.4217126751595406	2.921308399166285	2.572153346649361	2.3527867741235147	3.214572519363262	2.877583218758036	2.606577110849928	4.281333098587073	3.959474203878722	2.4970361172250413	3.3125849135086423	3.199249935752369	3.1698877057444586	3.0394088009062306	2.75678014861635	2.4541877530417167	3.5537050142457782	3.1349197449314192	3.1734643509047773	2.7549204174636466	2.707832675563796	2.538927656824	3.4596252472942473	3.321833529630333	2.8223885634525403	3.7176449493763886	3.8697032268439897	3.2178588498565053	4.535115575863351	4.426561510706257	3.7041253952477136	4.36197519276438	4.095253147742479	3.487487327242215	4.401459699225374	4.128427190331354	3.2465485325909484	2.9102191982971855	3.0545436799647208	2.807931783310643	3.634137214604346	3.5905683605637235	3.1736898876873387	3.8613232566889493	4.209266354870176	3.8864130038081126	3.1282694201751315	3.129515072468429	2.58055330090528	3.8466380715425976	3.0033993508351164	3.1636161369112714	2.5727563184870785	3.048697593286967	2.9067467503817785	3.9110302381030038	3.4657134882790563	3.106218170608125	3.9763243820901115	3.3305509901699457	3.3193264766745147	2.999282413456391	2.508372428123216	1.997598160690749
SLCFP159	2.0085605671268403	0.4159560413707245	0.07571222868736179	3.360105140312462	0.993419326978767	0.6978771616462374	1.7178569649861668	0.27066678230069446	0.0	2.50628762855478	2.2864562225280842	1.9457955394144477	4.469733780899882	2.785237470244421	2.0942880709620217	3.474219741396816	1.8378069375230155	1.5895472533443709	3.2147588827355507	2.6938870784936935	2.3708345556078676	3.243024605383053	2.2110340189868274	2.5103138765152053	3.3284848479611537	2.4633310872288674	2.2547343113828764	2.836183547929565	2.4793117108566127	2.2364649054603234	3.18948903839078	2.7919495823675384	2.446042999399968	4.2892545319026745	3.944415082643657	2.3714677183684323	3.176993452616223	3.080095292437162	3.010701503530969	2.984333544833959	2.670303228419148	2.3429164268593117	3.430140648617135	2.9955081286580234	2.977516302144108	2.687189464239732	2.551569121099	2.3402500731179696	3.4208436659309522	3.2692330578781474	2.6666969029383405	3.6920980814348803	3.845446145667433	3.119526264424492	4.558689648586408	4.432162300213639	3.685792554433704	4.378195511606796	4.115406260995886	3.4581560020366755	4.394059001815366	4.103901826699469	3.151381721186245	2.776500644651859	2.892476700776183	2.633590863981986	3.5640575432026176	3.4943950742623766	3.0778586810355875	3.7190118494982753	4.054909913470134	3.725414321432808	3.125400923793517	3.0231268818265313	2.4488477301256264	3.855535299446214	2.9597314383024043	3.0790382753288674	2.4548440949497956	2.956696731124643	2.7978782716505224	3.8587014671129065	3.41487927243715	2.9800247628923824	3.931494820497834	3.238297155499282	3.171522149339487	2.961850623504662	2.421965455319107	1.8571394380113073
SLCFP163	0.571432358471156	2.114703772453724	2.436652042506939	1.0654783134954664	1.5267569563276404	1.814481897426728	0.8524864020955697	2.350471934584388	2.50628762855478	0.0	0.22719632721719105	0.5699250874111523	2.06635422697827	0.6528383041473745	0.6555298034847539	1.1866049519073931	0.9059802440729979	0.995408560649398	2.6326304914958714	3.111209415978867	3.110535438329073	2.5628086638876173	3.018171991576966	3.0706376194270435	2.122550152746254	3.072619957225139	3.0368614256910402	2.5859210284627405	2.4632110472043043	2.540645188914024	2.1901200366416393	2.532735301260541	3.07422023110953	2.700565998905634	2.646147555888625	2.6976766528653817	3.274282635090199	3.014905630183215	3.38494743061967	2.3479884312913675	2.4482162971803514	2.5229648299396805	3.374750990134184	3.232337169570363	3.843839425219443	2.315907385856969	3.086928982675261	3.367638345316915	2.5010043457421696	2.5296500208313595	3.1672763008618943	2.541309017446038	2.645526838292723	2.84224837680176	2.775667244803044	2.8132555788580516	2.425014293711546	2.6803655034835745	2.411711176000204	2.3692613627549393	2.920676935672453	2.8459202033119673	2.79259302634917	3.007429189677723	3.3800285968258117	3.3211847678559328	2.910050971277998	3.12211025708858	2.8173611054668104	3.7591959018299947	4.143319973415638	3.9743314308662128	1.9384871022594068	2.855819075220328	2.7757153422537826	2.3205605926668635	2.186354763351948	2.617058638485047	2.6602390666115876	2.664719578565994	2.7395164392830016	2.954303542042728	2.622453727868821	3.052637797860236	2.908571458185568	2.9009544572630674	3.406622820361606	2.1599566603221936	2.3227161511661265	2.548213600308555
