	shannon
SLCLTDTT026	6.58326079442957
SLCLTDTT027	5.682991699137876
SLCLTDTT028	2.0725846085803017
SLCLTDTT029	2.4518983858253023
SLCLTDTT030	2.6061866898601793
SLCLTDTT031	2.597950337408993
SLCLTDTT032	6.322275699665379
SLCLTDTT033	6.003570931135214
SLCLTDTT034	3.287730066359692
SLCLTDTT035	5.309305596887762
SLCLTDTT036	4.614459429109475
SLCLTDTT037	5.272556590235524
SLCLTDTT038	5.892449481695634
SLCLTDTT039	6.441532497001306
SLCLTDTT040	0.8106701029727766
SLCLTDTT041	4.50104328820537
SLCLTDTT042	3.326140232415767
SLCLTDTT043	6.5581382119291876
SLCLTDTT044	6.651101176903617
SLCLTDTT045	6.46391651929415
SLCLTDTT046	3.120318551590798
SLCLTDTT047	2.924505365515368
SLCLTDTT048	3.5575194494279256
SLCLTDTT049	2.4537534109433
SLCLTDTT050	6.527101886505106
SLCLTDTT051	5.868248240992201
SLCLTDTT052	2.0987643140348076
SLCLTDTT053	4.785469503837087
SLCLTDTT054	5.564284383967546
SLCLTDTT055	1.870477358475068
SLCLTDTT056	6.563595970691331
SLCLTDTT057	6.497837042290373
SLCLTDTT058	4.048552088995109
SLCLTDTT059	4.119405021482579
SLCLTDTT060	4.6217085215511515
SLCLTDTT061	4.850295282147187
SLCLTDTT062	6.780799924184454
SLCLTDTT063	6.106132939297696
SLCLTDTT064	3.0789389155518334
SLCLTDTT065	3.190499755494891
SLCLTDTT066	3.168680677794241
SLCLTDTT067	6.172871671099521
SLCLTDTT068	6.3045434033781245
SLCLTDTT069	6.301231201291427
SLCLTDTT070	5.29252251570491
SLCLTDTT071	3.8135195942864426
SLCLTDTT072	4.880813515342816
SLCLTDTT073	1.5981887966077748
SLCLTDTT074	6.503467097054162
SLCLTDTT075	4.727869131785305
SLCLTDTT076	3.115749789585114
SLCLTDTT077	3.1845545172399605
SLCLTDTT078	3.655666927914362
SLCLTDTT079	4.298020039682497
SLCLTDTT080	6.521297111753539
SLCLTDTT081	5.902051847218243
SLCLTDTT082	4.146769706765894
SLCLTDTT083	4.4084255580644705
SLCLTDTT084	3.4032710239052104
SLCLTDTT091	5.621127992532349
SLCLTDTT001	1.8685203649024194
SLCLTDTT002	5.816347305394299
SLCLTDTT003	6.542712117130791
SLCLTDTT004	2.3749353139252727
SLCLTDTT005	2.6836642101563837
SLCLTDTT006	2.98432230932696
SLCLTDTT007	3.2115320994732093
SLCLTDTT008	6.339030735718163
SLCLTDTT009	5.758270794471066
SLCLTDTT010	3.8964468894081388
SLCLTDTT011	3.261243804981515
SLCLTDTT012	3.5480870673747154
SLCLTDTT013	2.6953108857854775
SLCLTDTT014	5.361721450361156
SLCLTDTT015	5.9890992479474
SLCLTDTT016	3.415148506437557
SLCLTDTT017	3.6335260088780545
SLCLTDTT018	2.674841639632883
SLCLTDTT019	3.5310577646205146
SLCLTDTT020	5.4073725020019925
SLCLTDTT021	5.945416323629511
SLCLTDTT022	2.6319534421382706
SLCLTDTT023	4.058373727248034
SLCLTDTT024	4.000476890626228
SLCLTDTT025	4.3838044338239825
SLCLTDTT092	5.437703686438415
SLCLTDTT093	5.998883954472758
SLCLTDTT094	2.8405753353038796
SLCLTDTT095	3.3218034499218
SLCLTDTT096	2.915777232236461
SLCLTDTT097	6.0523469734019555
SLCLTDTT098	4.9320721795009215
SLCLTDTT099	5.630361392430412
SLCLTDTT100	4.366041872106681
SLCLTDTT101	4.588719330527699
SLCLTDTT102	3.506109259364076
SLCLTDTT103	3.9478353158441153
SLCLTDTT104	6.583895696454554
SLCLTDTT105	4.933899118474623
SLCLTDTT106	1.1675036777927894
SLCLTDTT107	1.3789149489881216
SLCLTDTT108	1.7455458957594787
SLCLTDTT109	4.846174828230321
SLCLTDTT110	6.634703504167816
SLCLTDTT111	5.8526123717643195
SLCLTDTT112	4.3119270517786195
SLCLTDTT113	3.3035100066858134
SLCLTDTT114	3.3629203727927854
SLCLTDTT115	6.490585392472782
SLCLTDTT116	7.026228739868335
SLCLTDTT117	6.720628127139014
SLCLTDTT118	1.6443931142625088
SLCLTDTT119	3.8557879366269696
SLCLTDTT120	4.843131046783158
SLCLTDTT121	2.4437592017717122
SLCLTDTT122	6.1897009788435255
SLCLTDTT123	5.673209779159
SLCLTDTT124	3.776971864084063
SLCLTDTT125	4.016146175633269
SLCLTDTT126	3.361194302323698
SLCLTDTT127	4.609526187802723
SLCLTDTT128	5.442202272162306
SLCLTDTT130	3.107679598978231
SLCLTDTT131	2.186930075459427
SLCLTDTT132	2.9077444104825267
