	PFF_Colon_11	PFF_Colon_12	PFF_Colon_13	PFF_Colon_14	PFF_Colon_15	PFF_Colon_16	PFF_Colon_17	PFF_Colon_18	PFF_Colon_19	PFF_Colon_1904	PFF_Colon_1906	PFF_Colon_1907	PFF_Colon_1908	PFF_Colon_1910	PFF_Colon_1913	PFF_Colon_1914	PFF_Colon_1917	PFF_Colon_1920	PFF_Colon_1921	PFF_Colon_1937	PFF_Colon_1938	PFF_Colon_1941	PFF_Colon_1942	PFF_Colon_1943	PFF_Colon_1944	PFF_Colon_1945	PFF_Colon_1946	PFF_Colon_21	PFF_Colon_25	PFF_Colon_27	PFF_Colon_28	PFF_Colon_30	PFF_Colon_32	PFF_Colon_35	PFF_Colon_36	PFF_Colon_37
PFF_Colon_1906	1.0804585537999147	2.053744990128937	1.8502294968542499	1.1696190979321468	1.4673555122087916	1.0402681426175575	2.2639447380119573	1.344009260941698	0.2170663863424056	1.6734679199408524	0.0	2.240336499749315	1.8815711105387194	2.473521154196128	0.7013472633575287	1.1095636190746403	2.277364678763618	3.189918024544105	1.6446621750137138	0.6470075646370343	2.000460075096495	2.3113505595179196	0.9541162015362461	0.7470889970430283	0.839467347671152	1.6221500868909866	1.1653198517637204	1.6344798724318448	1.253230041034254	1.8281416938824642	0.8987612289655759	0.3018850930180061	1.771111763122011	0.9301666465174054	1.8365422979618071	0.930142412360849
PFF_Colon_1907	1.3031762888663023	4.0285081561003295	1.4116253018606366	1.61130751836317	3.6934851600323384	1.7032657362649744	1.9863748094401534	2.788263590916328	2.411642621058052	2.2875451976659664	2.240336499749315	0.0	1.4753284188369409	1.97168892756242	1.5910953669199843	1.3257367674099292	1.6947910847895342	1.7042417859576566	2.655439320779387	1.6588568119547995	1.05274509405136	2.354905905420145	1.7352927392654307	1.7700812271021527	2.97195112857138	0.8932106085039009	2.851671916942467	1.6621579387673635	1.6662363910151095	3.7514777987955985	2.9427021456806446	2.1013132015920295	0.5070521465993577	1.4301689056931457	3.108705331500179	2.704148143729829
PFF_Colon_1908	1.6876798694864255	2.9871439981944286	2.3854735218022016	2.1171665962127384	3.028376780665681	2.108001519668329	0.5692415573106852	1.6403240175216551	2.0745997359212294	0.9344601942197261	1.8815711105387194	1.4753284188369409	0.0	0.6768951437211693	1.2820812297812407	1.7509294331458947	0.4139907899550123	1.381636127710534	1.345516285183532	1.480722469229895	2.189981327568884	0.8913088940780516	2.075841941719532	1.1490854060476745	2.7055428864987703	1.7596857724014456	2.948890190972264	0.34465303764924127	2.21960825327106	2.7015732654551043	2.7719066842909355	1.632170578771833	1.1122482904338	1.689432514339528	1.8095685170225917	1.780489240080534
PFF_Colon_1910	2.3558387973004575	3.223672450338045	3.0361856151906537	2.7872986020958015	3.459629837559883	2.7783686506453877	0.3225127209134009	1.9166252074911911	2.6548497273599017	1.0916392690166115	2.473521154196128	1.97168892756242	0.6768951437211693	0.0	1.9314876010972268	2.42324011813958	0.296861275298032	1.1755934365634035	1.4876041825219624	2.13656164533077	2.8123128328784035	0.5721126262430658	2.743532834500764	1.739424447559424	3.2711443052100786	2.404470091946471	3.5840991858785025	0.8725990474605424	2.892666294812132	2.946765892142964	3.3666611391266827	2.223362450194016	1.7065173083827128	2.35915160831122	1.9029584061976539	2.1783607149989184
PFF_Colon_1913	0.702570043009464	2.5013903997677667	1.5590674895956056	1.02669712212332	2.1138693002741578	0.9584948674621606	1.743770688854362	1.4265793144598415	0.9053750794772448	1.3938151300777697	0.7013472633575287	1.5910953669199843	1.2820812297812407	1.9314876010972268	0.0	0.7496665712731989	1.6946238264942566	2.51860745663937	1.5405237580147826	0.23844699297247626	1.5785675175804579	1.8974381857075775	0.9024147614461336	0.3825894707101978	1.5259867873101678	1.1275100707444752	1.669036873907859	1.0932486717391323	1.1280965732119037	2.24008654535251	1.5377806903865754	0.5124516640821135	1.104212453857289	0.6003447244557137	1.882144149363621	1.200810134782401
PFF_Colon_1914	0.1197670558824834	3.13604634146636	0.8145895941317832	0.377511086027861	2.5550049396823993	0.40828067981863936	2.2898480495640605	2.1664495713197742	1.2403296976723381	2.0894835216616294	1.1095636190746403	1.3257367674099292	1.7509294331458947	2.42324011813958	0.7496665712731989	0.0	2.150180212097722	2.721528149264336	2.2775436588848827	0.6561968317830597	0.8937254169258315	2.5192404348444994	0.4254540860588248	1.086238878277504	1.712862944287978	0.5329766923012571	1.5275799602361775	1.6751318367353805	0.4704692620966052	2.8925228071183797	1.6432110344473225	1.0898730229420681	0.9972700612225586	0.1926526258293853	2.6248760744123514	1.8871565171311808
PFF_Colon_1917	2.0867477013305327	3.206760766810576	2.747969251394176	2.518498288966916	3.3532124806885597	2.514822582551602	0.3490075321711963	1.8686508718411554	2.4665194955000365	1.0765361637532247	2.277364678763618	1.6947910847895342	0.4139907899550123	0.296861275298032	1.6946238264942566	2.150180212097722	0.0	1.1178467966491574	1.4927377774817245	1.8929410947381968	2.521935592352511	0.7288967196913768	2.484597788814221	1.5411757932777574	3.0930000608324435	2.1147943590282194	3.359828430181897	0.6732222773466547	2.620147007643148	2.924774883049089	3.169935417662445	2.025432479684389	1.4191582781980092	2.096175863493525	1.936745879363583	2.080929891965545
PFF_Colon_1920	2.6770131401737	4.3162765299031545	3.0654201087026927	3.085035472322247	4.406647538953045	3.127331819237488	1.3699442137995426	2.9703434674515723	3.3884266468078232	2.193958470108216	3.189918024544105	1.7042417859576566	1.381636127710534	1.1755934365634035	2.51860745663937	2.721528149264336	1.1178467966491574	0.0	2.60822633999264	2.677509920812023	2.7339164293932403	1.7331242205339081	3.1264732141708125	2.4803367547908186	4.021811173495769	2.4648752107569143	4.146712017455458	1.695994586490863	3.163271390291762	4.034983115377441	4.055216589575875	2.9471801121335037	1.758982223253338	2.740883999620049	3.043857817877808	3.157880982237408
PFF_Colon_1921	2.209882442200217	1.7398921330583637	3.082147093472646	2.5413673649760598	2.106240385164136	2.4593449950174775	1.2687194038851846	0.5224986336612325	1.7574770225510992	0.4380606114291479	1.6446621750137138	2.655439320779387	1.345516285183532	1.4876041825219624	1.5405237580147826	2.2775436588848827	1.4927377774817245	2.60822633999264	0.0	1.7157413649404711	3.0415615552737956	1.0159286317563165	2.3865359000859803	1.2000354202497545	2.241573172428493	2.573509173199244	2.7884149641910008	1.0761528472995074	2.6516098259191345	1.4634713326032542	2.4043099923663602	1.4489234040106211	2.18023179387431	2.1206060819470745	0.4699785271506787	0.8971299479010714
PFF_Colon_1937	0.6435534112614018	2.5425318550618674	1.4455610840367306	0.8933861373800622	2.075687864463897	0.8112807148981352	1.938155324266126	1.5445827881028322	0.8476407703176891	1.600190655728057	0.6470075646370343	1.6588568119547995	1.480722469229895	2.13656164533077	0.23844699297247626	0.6561968317830597	1.8929410947381968	2.677509920812023	1.7157413649404711	0.0	1.51005322736275	2.1018082715052446	0.7593111581597785	0.5948055551783689	1.432174065087129	1.082602471777876	1.4964697037749983	1.2882758489615078	0.9754206668678932	2.294027964208298	1.3956502010330878	0.4927895402183785	1.2008360065566959	0.5168617246715087	2.0282252795281948	1.2856502197437412
PFF_Colon_1938	0.9407684606348179	4.027889761111618	0.39519579617381556	0.9348430544461809	3.4272353615867157	1.070164090782789	2.7464747411829364	3.0006039043479604	2.117990849720359	2.7777039153297327	2.000460075096495	1.05274509405136	2.189981327568884	2.8123128328784035	1.5785675175804579	0.8937254169258315	2.521935592352511	2.7339164293932403	3.0415615552737956	1.51005322736275	0.0	3.0615189888292154	1.1458995772478036	1.894808469959994	2.5237512507501094	0.47164795281993227	2.1637244421357216	2.2350885209938665	0.9151679739973206	3.7814142957225605	2.4175155924918257	1.9754235505363293	1.1102990449681807	1.0790800712316873	3.4321083107679558	2.7622154709873232
PFF_Colon_1941	2.4508669051586076	2.7295609178370444	3.225525473034472	2.862979327756477	3.087861971252747	2.825607943009281	0.4379673127848206	1.4812604143354386	2.476031557718963	0.7106922955968629	2.3113505595179196	2.354905905420145	0.8913088940780516	0.5721126262430658	1.8974381857075775	2.5192404348444994	0.7288967196913768	1.7331242205339081	1.0159286317563165	2.1018082715052446	3.0615189888292154	0.0	2.7757855133223073	1.6347724833126747	3.0557996647965533	2.616004056907141	3.4675080154941305	0.8644634510836949	2.9718144643030553	2.4623693812567216	3.175641522732635	2.0619250969324683	1.998074747286269	2.418231634420105	1.379930928235943	1.8214274856491246
PFF_Colon_1942	0.45755870526152814	3.0037492918841933	0.9227485733260783	0.2242539609727678	2.3034187028778543	0.09274194674656273	2.5937506535345123	2.1999903829754697	1.02047477743483	2.2652564736742504	0.9541162015362461	1.7352927392654307	2.075841941719532	2.743532834500764	0.9024147614461336	0.4254540860588248	2.484597788814221	3.1264732141708125	2.3865359000859803	0.7593111581597785	1.1458995772478036	2.7757855133223073	0.0	1.2059850454899372	1.3780063717784976	0.90531871781638	1.1203076287487357	1.9559326306019642	0.314867274778761	2.781836860090551	1.2917836873897333	1.046324208703423	1.4099850734897537	0.3932890196732289	2.6792264569821027	1.8459446006874103
PFF_Colon_1943	1.0153546443591392	2.2671296765722784	1.8958822692253423	1.3464038245994787	2.0051091704981387	1.2740654395999778	1.5532429001824057	1.1355273250653186	0.9288752651454539	1.0631918243416567	0.7470889970430283	1.7700812271021527	1.1490854060476745	1.739424447559424	0.3825894707101978	1.086238878277504	1.5411757932777574	2.4803367547908186	1.2000354202497545	0.5948055551783689	1.894808469959994	1.6347724833126747	1.2059850454899372	0.0	1.5587646340362964	1.4396434993414826	1.8592742613856863	0.9255174052042053	1.4615179317665368	1.99295251505681	1.6455448757399955	0.5479048341831709	1.2644763484407293	0.9231070750541409	1.551700153558064	0.9432014291222344
PFF_Colon_1944	1.701294706176793	1.9840547093120902	2.269248697436306	1.591699979575108	1.0363511221468993	1.45518727693194	3.062155011295918	1.8495466966343257	0.6342394094139432	2.3721354828401298	0.839467347671152	2.97195112857138	2.7055428864987703	3.2711443052100786	1.5259867873101678	1.712862944287978	3.0930000608324435	4.021811173495769	2.241573172428493	1.432174065087129	2.5237512507501094	3.0557996647965533	1.3780063717784976	1.5587646340362964	0.0	2.2441842889803962	0.7628444410473985	2.452073534614846	1.6372830906611295	1.8503705337534966	0.34612937818363104	1.1167482772604547	2.5365853158662017	1.561966978748203	2.2927498143120038	1.374196746393497
PFF_Colon_1945	0.5645802746564205	3.60921570100343	0.6356626199827187	0.7498184137009563	3.079199225754822	0.8534530618019304	2.3164720244437116	2.539804286397738	1.7653944101614882	2.3132840309983784	1.6221500868909866	0.8932106085039009	1.7596857724014456	2.404470091946471	1.1275100707444752	0.5329766923012571	2.1147943590282194	2.4648752107569143	2.573509173199244	1.082602471777876	0.47164795281993227	2.616004056907141	0.90531871781638	1.4396434993414826	2.2441842889803962	0.0	2.0037596537904268	1.7782754822577904	0.7825484744288898	3.355371637497802	2.1640072242025665	1.5586894296988008	0.7469580806235231	0.70321275340561	2.966398494959453	2.323273353456474
PFF_Colon_1946	1.5596434353036976	2.6972813450971773	1.8326975644874752	1.2733422748522996	1.7185704747956354	1.1582035324320474	3.383777662172277	2.4240046893515874	1.0416144348282264	2.8384584183032566	1.1653198517637204	2.851671916942467	2.948890190972264	3.5840991858785025	1.669036873907859	1.5275799602361775	3.359828430181897	4.146712017455458	2.7884149641910008	1.4964697037749983	2.1637244421357216	3.4675080154941305	1.1203076287487357	1.8592742613856863	0.7628444410473985	2.0037596537904268	0.0	2.7368060844604996	1.2556419382806812	2.5638276093959083	0.5253097514136381	1.4148074403588322	2.5000674336769078	1.4496510666249482	2.913610315764829	1.972247962403776
PFF_Colon_21	1.6167953720381818	2.66800217681118	2.3791377192113834	2.028839351356569	2.717732121206391	1.9975018638492976	0.6513672153148249	1.3182224508730065	1.8285606201853073	0.7130261980881373	1.6344798724318448	1.6621579387673635	0.34465303764924127	0.8725990474605424	1.0932486717391323	1.6751318367353805	0.6732222773466547	1.695994586490863	1.0761528472995074	1.2882758489615078	2.2350885209938665	0.8644634510836949	1.9559326306019642	0.9255174052042053	2.452073534614846	1.7782754822577904	2.7368060844604996	0.0	2.1297935314114627	2.3842784428938333	2.5182609381102967	1.3688706207713646	1.2351487660620635	1.5875483350057495	1.5312968401441833	1.4669333577708428
PFF_Colon_25	0.5484686339985235	3.2996530497789087	0.6364728649604643	0.14408624749868712	2.5811425258021585	0.2225006671802563	2.753303150627763	2.477562896083323	1.3226377761979013	2.505657047082989	1.253230041034254	1.6662363910151095	2.21960825327106	2.892666294812132	1.1280965732119037	0.4704692620966052	2.620147007643148	3.163271390291762	2.6516098259191345	0.9754206668678932	0.9151679739973206	2.9718144643030553	0.314867274778761	1.4615179317665368	1.6372830906611295	0.7825484744288898	1.2556419382806812	2.1297935314114627	0.0	3.079864764527768	1.5108536323718433	1.3232044127632243	1.4214630384225633	0.5607068570212128	2.95958941024579	2.1405881543326233
PFF_Colon_27	2.849362705394931	0.2884388470772459	3.6701511571282066	2.997173634976967	1.0635961987839417	2.8683318827098203	2.706601320618765	1.0718594990401609	1.7897715915679469	1.8744642434783139	1.8281416938824642	3.7514777987955985	2.7015732654551043	2.946765892142964	2.24008654535251	2.8925228071183797	2.924774883049089	4.034983115377441	1.4634713326032542	2.294027964208298	3.7814142957225605	2.4623693812567216	2.781836860090551	1.99295251505681	1.8503705337534966	3.355371637497802	2.5638276093959083	2.3842784428938333	3.079864764527768	0.0	2.047151460852614	1.8140085290986776	3.244540434451702	2.709379857890524	1.112371451411783	1.0511156083872275
PFF_Colon_28	1.6560025837081693	2.1748580928930616	2.1376628920524667	1.493615243853428	1.2117582409971663	1.3557739444992878	3.1450995055714643	1.9960399090992103	0.740505513053419	2.5178693887153303	0.8987612289655759	2.9427021456806446	2.7719066842909355	3.3666611391266827	1.5377806903865754	1.6432110344473225	3.169935417662445	4.055216589575875	2.4043099923663602	1.3956502010330878	2.4175155924918257	3.175641522732635	1.2917836873897333	1.6455448757399955	0.34612937818363104	2.1640072242025665	0.5253097514136381	2.5182609381102967	1.5108536323718433	2.047151460852614	0.0	1.149745540538867	2.5278639230325624	1.5168405993322038	2.4734470756741875	1.5408381947719552
PFF_Colon_30	1.0615107238411765	2.0578240940932173	1.8737625599341152	1.2387050312268222	1.6100344966915965	1.123051032064679	1.9989308388884333	1.1739080420107197	0.5103966923729301	1.4534614513659239	0.3018850930180061	2.1013132015920295	1.632170578771833	2.223362450194016	0.5124516640821135	1.0898730229420681	2.025432479684389	2.9471801121335037	1.4489234040106211	0.4927895402183785	1.9754235505363293	2.0619250969324683	1.046324208703423	0.5479048341831709	1.1167482772604547	1.5586894296988008	1.4148074403588322	1.3688706207713646	1.3232044127632243	1.8140085290986776	1.149745540538867	0.0	1.6166554814218164	0.9172577115342552	1.6791016464599327	0.8363402440437657
PFF_Colon_32	0.9535504465056119	3.521607353700511	1.371628651717315	1.340525976822954	3.2080544805053237	1.3995903452306437	1.6672155755570828	2.2894624391152005	1.9503314427628191	1.8347332858046654	1.771111763122011	0.5070521465993577	1.1122482904338	1.7065173083827128	1.104212453857289	0.9972700612225586	1.4191582781980092	1.758982223253338	2.18023179387431	1.2008360065566959	1.1102990449681807	1.998074747286269	1.4099850734897537	1.2644763484407293	2.5365853158662017	0.7469580806235231	2.5000674336769078	1.2351487660620635	1.4214630384225633	3.244540434451702	2.5278639230325624	1.6166554814218164	0.0	1.0510301387973329	2.6251612370038764	2.197192071906029
PFF_Colon_35	0.1548512949362501	2.9536523747732075	0.9923685572831739	0.44561341348061684	2.3834441764987186	0.419359078554044	2.2164932943220794	1.9980680324667237	1.0635834044118226	1.9514113153898485	0.9301666465174054	1.4301689056931457	1.689432514339528	2.35915160831122	0.6003447244557137	0.1926526258293853	2.096175863493525	2.740883999620049	2.1206060819470745	0.5168617246715087	1.0790800712316873	2.418231634420105	0.3932890196732289	0.9231070750541409	1.561966978748203	0.70321275340561	1.4496510666249482	1.5875483350057495	0.5607068570212128	2.709379857890524	1.5168405993322038	0.9172577115342552	1.0510301387973329	0.0	2.457183092348226	1.7056289355804461
PFF_Colon_36	2.5625772893137007	1.3653785440486665	3.438372583237685	2.8546544814305173	1.9389880557411938	2.757702830409312	1.6833413103894632	0.5288027554990682	1.9105943482140875	0.9016403267106654	1.8365422979618071	3.108705331500179	1.8095685170225917	1.9029584061976539	1.882144149363621	2.6248760744123514	1.936745879363583	3.043857817877808	0.4699785271506787	2.0282252795281948	3.4321083107679558	1.379930928235943	2.6792264569821027	1.551700153558064	2.2927498143120038	2.966398494959453	2.913610315764829	1.5312968401441833	2.95958941024579	1.112371451411783	2.4734470756741875	1.6791016464599327	2.6251612370038764	2.457183092348226	0.0	0.9413694344142288
PFF_Colon_37	1.83684819866136	1.3252273539680253	2.6891608538014666	2.045250137182864	1.2815438380825892	1.929873804289184	1.9396723646141163	0.4817350248038683	0.9819083750590758	1.1385104623467128	0.930142412360849	2.704148143729829	1.780489240080534	2.1783607149989184	1.200810134782401	1.8871565171311808	2.080929891965545	3.157880982237408	0.8971299479010714	1.2856502197437412	2.7622154709873232	1.8214274856491246	1.8459446006874103	0.9432014291222344	1.374196746393497	2.323273353456474	1.972247962403776	1.4669333577708428	2.1405881543326233	1.0511156083872275	1.5408381947719552	0.8363402440437657	2.197192071906029	1.7056289355804461	0.9413694344142288	0.0
