	SLCDTT145	SLCDTT146	SLCDTT147	SLCDTT151	SLCDTT152	SLCDTT153	SLCDTT157	SLCDTT158	SLCDTT159	SLCDTT163	SLCDTT164	SLCDTT165	SLCDTT169	SLCDTT170	SLCDTT171	SLCDTT175	SLCDTT176	SLCDTT177	SLCdtt001	SLCdtt002	SLCdtt003	SLCdtt007	SLCdtt008	SLCdtt009	SLCdtt013	SLCdtt014	SLCdtt015	SLCdtt019	SLCdtt020	SLCdtt021	SLCdtt025	SLCdtt026	SLCdtt027	SLCdtt031	SLCdtt032	SLCdtt033	SLCdtt037	SLCdtt038	SLCdtt039	SLCdtt044	SLCdtt045	SLCdtt050	SLCdtt051	SLCdtt055	SLCdtt056	SLCdtt057	SLCdtt061	SLCdtt062	SLCdtt063	SLCdtt067	SLCdtt068	SLCdtt069	SLCdtt074	SLCdtt075	SLCdtt079	SLCdtt080	SLCdtt081	SLCdtt087	SLCdtt091	SLCdtt092	SLCdtt093	SLCdtt097	SLCdtt098	SLCdtt099	SLCdtt103	SLCdtt105	SLCdtt109	SLCdtt110	SLCdtt111	SLCdtt115	SLCdtt116	SLCdtt117	SLCdtt121	SLCdtt122	SLCdtt123	SLCdtt128	SLCdtt129	SLCdtt133	SLCdtt134	SLCdtt135	SLCdtt139	SLCdtt140	SLCdtt141
SLCDTT164	1.398148723747216	0.7646853405622367	1.1630762891804056	2.6122155905834443	0.9903958230402997	2.197145557400697	1.3793716008568602	0.8162962469059108	0.4268563113619996	2.5359372804917903	0.0	1.4364733604976436	1.9736356219756974	1.1593881743987469	0.1298520700243525	1.6546913479293681	0.36951916704066656	1.1953643860520478	3.7317727893556176	2.080296624341077	2.899474761771399	2.9007503963180388	2.073493032910081	2.643799490057698	2.1477852290301507	2.8877507364737705	1.3771702648720798	3.599792146664249	1.9514709491463051	2.5621019874961637	3.300087936695801	1.7134777057474242	2.0993246745844774	2.8205829071178434	2.6205436836843647	2.5542977350277747	2.4167730016588593	2.715646215320074	2.6545369303112145	1.8006690610526201	2.6924612974380886	2.4960158561175705	2.319878874324555	3.5262492051056933	2.435590707597335	2.6803613831227673	2.8590510149769552	1.6906705486392863	2.825670239560134	3.186874260022511	2.216538407066274	1.998563161884104	1.9946357137015143	2.4383150266128006	3.493478107354318	2.3265830166481827	2.927522341517871	2.7111450833697424	3.293755251239547	2.7284508597037127	2.3503527677839124	3.44727724407085	2.562939448383678	3.087298859233186	2.8153072837677353	3.120782557808865	2.9611161011823204	2.096542474190244	2.401066754560504	3.0511023571497655	2.4486362324571687	2.507146508753358	3.0832332580617803	2.5353234362588983	3.124634630051197	2.15029084359562	2.626795204854401	2.7593580660961443	2.000125667437846	2.192795793127714	3.7573972258360238	2.0029514188073017	2.287175182526887
SLCDTT165	0.46994107412335395	0.8049372818781829	0.3841978989442888	1.1851571642335559	0.5284541946534489	0.7617228506353819	0.27922231531097297	2.2378744336245027	1.1647410862048027	1.1297964865038232	1.4364733604976436	0.0	0.5727799276346198	2.588314059260905	1.3185975719477934	0.257652252512056	1.7667417413654534	0.33099411164030806	3.0836921383303832	2.420295652769742	2.435432005582741	2.3069230625535124	2.2363301847450394	2.2732887216932296	3.105222328666854	2.551373456911493	1.802909112966557	2.8463702622284606	2.2693497315121416	2.4195477555751563	2.6005403461138203	2.3554886122324348	2.385469140419722	2.2581907207818914	2.0208204031267636	2.270573834064567	2.588239694996495	3.5345181036099533	3.279551660012475	2.025874702229182	2.5821115982622502	3.1566059573120744	2.8369884327607044	2.898265288761937	3.2503437925518472	3.2896234311299675	2.3680127733296614	2.2946625742281777	3.163960079953654	2.4754841606363667	2.2635696422892457	2.340327856250201	2.690184046090492	2.7074656375671395	2.625146947055552	2.6470549462370467	2.922735050195866	3.0788586633923787	2.9060652065057746	3.1569549867915567	2.968860784544463	3.12508174452674	2.7190240827431937	2.715332223533806	2.5329470151319406	3.2484308722786377	2.1465855813418133	2.380863326523394	2.732198744367029	2.320640477648901	2.75890124371775	2.5415882042125544	2.500360556198586	2.4577625592295793	2.467148898078687	2.790082623124676	2.1944609098907213	2.330238597719446	2.7725270649435094	2.329495184975317	2.792387997615229	2.279726978647039	1.7257602791311077
SLCDTT169	0.7022159896490494	1.2787285457797255	0.9431016575642384	0.6466081934478085	1.0726690172076683	0.30778058727986163	0.7661288545447031	2.784590683811623	1.7308911445035413	0.5911985914192281	1.9736356219756974	0.5727799276346198	0.0	3.1231011743414125	1.862484715529541	0.452209887525245	2.304795629974865	0.8585232417490065	2.8354546342264793	2.6059241414312373	2.2993579586080894	2.11507606908609	2.376071502938772	2.191905850918309	3.46074192449125	2.4692855678713466	2.0897064904200926	2.5582064444996178	2.4668929322934634	2.429239705868913	2.3405613671938976	2.649916955593659	2.5553760275435202	2.089951130394086	1.8542447914271871	2.2362143823192677	2.7008955707834703	3.8279365768761022	3.515009503031942	2.2174425972946548	2.6068836197584893	3.4116520228737772	3.0602201463082244	2.668153908018283	3.560551777108588	3.5248574457701234	2.2544364245480555	2.576276126434559	3.301522807681818	2.2251625115625213	2.3722041320066634	2.5397487795610347	2.9798932553611723	2.8542546849841464	2.2892068689339053	2.821884648144064	2.958103596612391	3.2351294682212153	2.7902384672151603	3.328829294608517	3.2141600910964727	3.0074389025756467	2.813197771080434	2.596120192726984	2.466389454892473	3.31560188735718	1.8601926046483792	2.5510176257924018	2.893619321179398	2.0759842030453997	2.928738431088259	2.6074464607988843	2.30733050420778	2.499575802544049	2.2413809551693094	3.0552949007700176	2.094362579206353	2.2307983030248653	3.0837710341570226	2.4555112716611647	2.4040511488227665	2.4709627166711314	1.6384240701448156
SLCDTT170	2.5058051523146925	1.8662308455679666	2.306166375986583	3.7640838012710898	2.1429101184295614	3.349570043624655	2.5272931544338975	0.3891717582887499	1.4949387253383848	3.6728859047579947	1.1593881743987469	2.588314059260905	3.1231011743414125	0.0	1.2785299952858675	2.81007062008377	0.8250877964033346	2.3234153830261017	4.4608433143706145	2.4015053516276406	3.602792627742485	3.67906423536306	2.532393567778241	3.3284067698948343	1.7983689881978602	3.5131997823155228	1.8940071275691333	4.399573732858861	2.322930873420459	3.116314380476777	4.097059627325918	1.8844183094639162	2.4581329742209372	3.5882939305925383	3.4334640725858567	3.1963151448280764	2.7847967026593783	2.413203931838177	2.5725820841915796	2.291749783997427	3.192596669367535	2.4080781524621844	2.4143983691967863	4.258093305605293	2.182661077205553	2.6024425351693226	3.5662979484758592	1.9162392659376528	2.9795002278539116	3.995095708227694	2.7082349311115226	2.3360303102981996	2.0055215853662327	2.7185663555561117	4.364022714475325	2.5854825964577977	3.3222633465390112	2.8566212310453705	3.8964344697278515	2.8193810855090757	2.344963278797723	4.004177724279839	2.9153395787982492	3.716753179639101	3.423755527136459	3.3886938769604127	3.844628363238492	2.4570610269935815	2.644649635688993	3.8786058755740087	2.6822635766348384	2.9553196270492745	3.8319358937315036	3.0451131042698414	3.910258556482463	2.1724005167344895	3.3476697835770257	3.453088428136043	1.9225176913607038	2.634898603488583	4.665084619691875	2.3826857250446416	3.116370977504814
SLCDTT171	1.3051622332400012	0.6836292069952594	1.0363303156942238	2.4978456749065843	0.8668799146910422	2.079566115614745	1.2536747259767855	0.9255045620576733	0.3079964054494791	2.4258563286957333	0.1298520700243525	1.3185975719477934	1.862484715529541	1.2785299952858675	0.0	1.533501804067852	0.4806505896688845	1.0801518587510892	3.6989179518323145	2.12108760782882	2.8776036605212596	2.8681513501370186	2.0970636731964927	2.627479396018331	2.246640775147545	2.8762204407315943	1.4085905296290642	3.557167033656623	1.9868594394916692	2.5641418875478488	3.261280924337187	1.7772978479662194	2.1351976332029374	2.7895006648504825	2.584345572286062	2.5435065472049607	2.446313847782603	2.806277760273697	2.7279048480635875	1.8236824087874548	2.696819074886465	2.570961419578323	2.3797789710442827	3.4939218896215074	2.5224231591113218	2.7514867593812835	2.831124831518768	1.751253167686051	2.874871153690464	3.1455124930317555	2.229472643552065	2.037114043868535	2.0678952130600456	2.476097445552143	3.4404081040231747	2.366819243262691	2.9448035304774374	2.7614203470349166	3.2798068729787015	2.7847450894499097	2.4209496106802577	3.4423510118454956	2.593304847295106	3.0756429676579438	2.808849467640028	3.1516615510231656	2.9097429240943566	2.132118132203476	2.445115164676882	3.0066419668623574	2.4883349731985636	2.5250292985936555	3.052418308263041	2.5416030209196743	3.0876586023033985	2.2201865351627617	2.604694700745446	2.7377612308491597	2.0805288006608675	2.215198813922192	3.696825635084564	2.033758612376491	2.2475711258680415
SLCDTT175	0.673404156033702	1.0546847075497574	0.5323353307930148	0.9968705366276982	0.6911958118189876	0.5673688325629073	0.3267290815084672	2.4519590002668497	1.3567040962099333	0.989175622614328	1.6546913479293681	0.257652252512056	0.452209887525245	2.81007062008377	1.533501804067852	0.0	1.9927178083877122	0.5732451150964792	3.1735363016937734	2.6510331125060462	2.571388276929206	2.4206147447473083	2.456207146585198	2.428401522918479	3.360286579536047	2.707131877683305	2.0486712456168923	2.917117155391391	2.502288174099157	2.6051703129867017	2.6859255020633226	2.6041459883696287	2.6128195339348173	2.380614827149026	2.142374691176264	2.441059583032993	2.8034215780297367	3.785102362144751	3.5219807969369934	2.2563643696452336	2.7714133360078588	3.401964876932358	3.076637705836121	2.995640342050638	3.50306723385529	3.532352787856587	2.506574935292319	2.5405097573694078	3.3870140051094157	2.563203057077344	2.475891808033696	2.5739554629214485	2.9391925794420293	2.931310318403232	2.6717997030094027	2.876823545921015	3.1176342123956147	3.3059372689754496	3.048808493873734	3.387475843393021	3.211973348453636	3.2710765644063686	2.9300234682094644	2.8594984038318567	2.6948978213932473	3.45356084080253	2.2172630445944854	2.6082870132807137	2.959265873217493	2.4091650061561984	2.9875903367343706	2.744372370955132	2.613568869278418	2.6524745113270205	2.566169905120609	3.0360650158339575	2.3422085317814836	2.477647811766403	3.024205112580272	2.546820334557377	2.8098516861665175	2.5115859769221296	1.8718204517784587
SLCDTT176	1.699093657279226	1.060044223162813	1.4949281640928982	2.943376079695066	1.3412894945997866	2.527400701622167	1.7171679072966544	0.5014625489626936	0.7194820487547858	2.8520079593042227	0.36951916704066656	1.7667417413654534	2.304795629974865	0.8250877964033346	0.4806505896688845	1.9927178083877122	0.0	1.4983498728835005	3.865276284828445	2.057789664435447	3.0237698035263714	3.057229525955782	2.098836723270775	2.760194911119858	1.9264569347519078	2.9790181170077137	1.399878575577335	3.7614396516167843	1.9379200529399072	2.624541039754864	3.4640839631366886	1.6256003699690058	2.0899278850433114	2.9702564348755573	2.789234956853621	2.648760922584804	2.415205575158664	2.519102734441015	2.516082085986527	1.8270034682250988	2.7275244046861196	2.35096132197715	2.2239021253917106	3.6597574241342636	2.237954225645453	2.538255663743438	2.9709553050429554	1.6268932674850227	2.7607642352170023	3.351441021242901	2.245354705512358	1.9740941009732011	1.866030028264246	2.402006957809266	3.6848963405303374	2.2768446235216038	2.932575500644395	2.6389791079757616	3.3733028732276282	2.64171497833362	2.230248072684845	3.520657257091141	2.5606630946128077	3.1870361877943107	2.9050140241309785	3.086455935755543	3.1593112517449518	2.087243364863959	2.356943624007574	3.2211625420607537	2.3883489082905163	2.5334694373276494	3.2247116337396626	2.575575261619067	3.2807670433164597	2.030188562430579	2.7562775238544686	2.8729554534483643	1.8443783047215947	2.2101769941925196	3.9646038087611277	1.9862828456092751	2.4511914028043
SLCDTT177	0.46549151315123166	0.5721733450563082	0.34310037395697907	1.4689138991641097	0.4624798426752066	1.0490325387027553	0.4341620275334145	1.9781735367513187	0.9380175824995439	1.3769522131540897	1.1953643860520478	0.33099411164030806	0.8585232417490065	2.3234153830261017	1.0801518587510892	0.5732451150964792	1.4983498728835005	0.0	3.0707870560261403	2.2240693128324223	2.3816960956494957	2.2888527223299033	2.062624658071944	2.1984829296481436	2.8402068659980966	2.4639808783204455	1.5797490654015476	2.8612024791787274	2.0661916755508316	2.292518527589658	2.609100224928849	2.1176918505554685	2.195952308860954	2.2268356825002327	1.999461027128494	2.167438806675804	2.416404518773705	3.2842355432624837	3.049940765483854	1.8315386312382433	2.434660924506768	2.9198242410882966	2.6140887139346995	2.8782820523685033	2.9898482572362775	3.05517425791431	2.2903109072114862	2.0687055194251998	2.972872433557997	2.4780457937026226	2.089957837114085	2.134646759916128	2.4480216284653906	2.5136453619326766	2.6736502987535475	2.438956757558476	2.76849301967525	2.878577149546404	2.8218321658618204	2.951549458003838	2.7414032578356364	3.0472551778277603	2.554926291512631	2.648614236621865	2.444462953447615	3.0762419052287617	2.182312760860542	2.1908866961804776	2.5371113007551913	2.322369841660185	2.5465213264796303	2.3894124107089314	2.472584082702791	2.309010890114984	2.4575071256824197	2.555119172406809	2.13032611633336	2.2542806849605754	2.5213928447876546	2.1544715328210895	2.870061580098982	2.071132926876879	1.6656106372829615
SLCdtt001	2.6981715643119233	3.084356024250886	3.389015111092304	2.8918261793281883	3.448522179854718	2.9706309128275983	3.3612963574460824	4.3119638737044	3.7692722320561667	2.647271314165599	3.7317727893556176	3.0836921383303832	2.8354546342264793	4.4608433143706145	3.6989179518323145	3.1735363016937734	3.865276284828445	3.0707870560261403	0.0	2.2647176384223195	0.88436339258908	0.8808266217791314	2.0306106324334023	1.1632851664941366	3.464423449165231	0.996803886181473	2.5824721972908016	0.34170554036918765	2.2584849514766603	1.4249921121740392	0.5378368694434805	2.757820212765812	2.1825879085414392	0.9370637664651578	1.1597500244988115	1.281748275068451	1.9352141076126805	3.3526395422166506	2.8541885239057434	2.208931482195405	1.4186903530365604	2.88915343191465	2.553144279622477	0.20585048755081417	3.2344772927540784	2.82638128706154	0.9205594387664247	2.7096098075749313	2.2501601172256125	0.6212353820215251	1.8233100502573927	2.278393336661091	2.860627979154852	2.092034676001955	0.6972057536224676	2.1935538952071645	1.5372713499182826	2.293797557703982	0.7213880939786054	2.429105164645432	2.7650108599802765	0.8237331162595768	1.888799042096697	0.8553460655226894	1.1261714196019428	1.8280112336170322	0.997163168269939	2.17995834907383	2.208155043454765	0.7674533149048669	2.176421344518949	1.6961573194786292	0.6637712945898299	1.5217442440488855	0.6429354371031032	2.773639281605227	1.1421032059129814	1.008750531185494	3.011230109442905	1.9452975304490996	0.9116964442251374	2.189921370867944	1.4583342946659243
SLCdtt002	1.9816437600406531	1.8298585961181013	2.493007774968575	3.112951229705155	2.4193481658209475	2.882952214048019	2.613748899714389	2.3740922519887713	2.3409205946312386	2.899390293404823	2.080296624341077	2.420295652769742	2.6059241414312373	2.4015053516276406	2.12108760782882	2.6510331125060462	2.057789664435447	2.2240693128324223	2.2647176384223195	0.0	1.439907503458835	1.624338101398512	0.2936472822661626	1.1839254535148418	1.2478809968062552	1.2686259271048523	0.719928666270616	2.3062535321062105	0.17105743251083694	0.8412574433328486	2.015457180339985	0.5322125009346904	0.08648751525200081	1.5363989363190762	1.5060897984209893	1.0302756033879752	0.3885114803135128	1.3318941723969426	0.9295056492719447	0.3991055145009768	0.9238698383360693	0.8619218475552212	0.48410600454036173	2.0820888167468508	1.1433358154023983	0.9483112474668585	1.4995206685394677	0.49355030179316867	0.7777608701276271	1.9598063033521884	0.5037804402981468	0.1246719554476856	0.6256264242181787	0.3923849753783366	2.4005775869652632	0.34498035329555704	0.9722172273489897	0.6867668458381158	1.6313415510914864	0.746071040769071	0.6612994695561721	1.6516020681738264	0.5165490854747816	1.4360077662607535	1.1514337045617435	1.0855017311736053	1.9831646940697938	0.08997816746241312	0.33820616014760213	1.907187014690744	0.5075354822739424	0.5884876735435909	1.7119802037529066	0.771320150421398	1.8426101116704494	0.5808544398083717	1.264141912378163	1.3274772641360006	0.7831631396303811	0.3313088406369916	2.748668815110119	0.26123833890849624	1.3664835275831684
SLCdtt003	1.9997405905973524	2.2935927501605504	2.699194784220152	2.5348892446486113	2.721641115046999	2.5023349486438278	2.707022448534358	3.4615817312666914	2.9800384260383934	2.287923312889046	2.899474761771399	2.435432005582741	2.2993579586080894	3.602792627742485	2.8776036605212596	2.571388276929206	3.0237698035263714	2.3816960956494957	0.88436339258908	1.439907503458835	0.0	0.28224486372056584	1.1808009983279342	0.28029951621620625	2.6765698446423194	0.2772564051304837	1.7132869145309406	0.8706538494353687	1.420156434774551	0.6235177604292341	0.5810461408269335	1.916051981093156	1.3543354438178885	0.2353724217658475	0.45465236322555397	0.43147903070079074	1.161823489619956	2.650165965898638	2.1627595827830906	1.34656894572396	0.7453784855501139	2.1679593341419814	1.7997214158873316	0.6872116633727017	2.5023243316089423	2.1503387506435243	0.3863864737110625	1.8564557439285136	1.617672666132246	0.5451102433746727	1.0063711918215876	1.4498343301300016	2.056385303825269	1.3531743108321785	0.9897646432918916	1.441624116590994	0.9802568287722445	1.6328500586638885	0.5702310388210542	1.7672024812516192	2.011400338307828	0.7087491928783699	1.1527055784784	0.30568876180146604	0.35001729694544165	1.3521275618460544	0.7241438609827568	1.351673209336975	1.4550317405627997	0.5505570571480818	1.4687280528089575	0.923327401190071	0.2756938462426323	0.7631744722694683	0.4199513627284247	1.9901992447687504	0.27429338076043924	0.21134773626545222	2.211334292759123	1.1189141357826853	1.3400018279752683	1.3694443153062839	0.7193423079654502
SLCdtt007	1.8875634135737314	2.2495593789296877	2.5976041179175806	2.306331590324756	2.630133848221543	2.3061204545314538	2.5834820350137626	3.512741593001047	2.9497844616934086	2.064182223605682	2.9007503963180388	2.3069230625535124	2.11507606908609	3.67906423536306	2.8681513501370186	2.4206147447473083	3.057229525955782	2.2888527223299033	0.8808266217791314	1.624338101398512	0.28224486372056584	0.0	1.3476494828156471	0.4467855568618665	2.8685074850140238	0.5579531594927951	1.8043996360863441	0.7607359841702512	1.5894894968648812	0.8550566969564528	0.4262495486083772	2.0729238878034595	1.5379444019752468	0.10695703724312952	0.2948456912273299	0.6275552042103816	1.3845379957922501	2.8797321615418485	2.39940870594081	1.4793902135444104	1.0043660764152937	2.395403515039788	2.0189730788759928	0.6873680238842831	2.721969542681389	2.3922639217235266	0.5080580111491952	2.00408209705381	1.8727226472908978	0.37163622915715694	1.1971351374478796	1.6283289308406959	2.24438953581195	1.58624158298525	0.7872401551341811	1.6659332287368132	1.2584251972555247	1.883616618279392	0.7896435928620303	2.015342935006641	2.2275140842009815	0.9305036276657132	1.388503908268812	0.5503576900622384	0.608626244646261	1.631517134104245	0.4538058760666409	1.535245368202955	1.6799673777552533	0.34640170995523495	1.7072878687838249	1.15454568502858	0.23879866006443082	1.0010089359514833	0.27046863435325386	2.192150754303217	0.3680868886450923	0.4062629618796063	2.399889580532116	1.3092080755451043	1.1331592243658155	1.5487057964652156	0.6554609996383591
SLCdtt008	1.7839081603022613	1.7179837955658281	2.3469487384967955	2.8579865809777756	2.2900029482328006	2.6487077223563986	2.448426368203583	2.4620461662446775	2.291122907332531	2.639088327837859	2.073493032910081	2.2363301847450394	2.376071502938772	2.532393567778241	2.0970636731964927	2.456207146585198	2.098836723270775	2.062624658071944	2.0306106324334023	0.2936472822661626	1.1808009983279342	1.3476494828156471	0.0	0.9141737583695706	1.5265356820320795	1.0372343597972453	0.7020059991865828	2.047201194092353	0.2553038986154973	0.6158412541049914	1.748485052234034	0.7409721887396667	0.21250606056086951	1.2583710958282144	1.2158872281055744	0.7670203206008426	0.3692662837561951	1.622073913493406	1.2030196420842358	0.2799211528409421	0.7568308297734131	1.1464189500515616	0.7604495264189793	1.840973276519768	1.429811694285848	1.2141305459023772	1.2456496417156075	0.6807562605638069	0.9349240249280527	1.6870006755558744	0.2923448447152801	0.29292743235338603	0.9026573664523581	0.5035376035359957	2.12322374879859	0.5007749909307547	0.8987487714677734	0.8664686172188345	1.4336447799642245	0.9566488349319937	0.9510369498544529	1.482317741403335	0.509833329373978	1.215054056951079	0.9218894918137505	1.1125566802162261	1.6936861498146214	0.20876167283445354	0.5211614831564118	1.6273448982721956	0.6394836369705197	0.44618991474730985	1.4492188137016384	0.5796186240270763	1.5725292786578324	0.8711079886164772	0.9856290355853686	1.0652692370493728	1.0583248571657708	0.14714371746265248	2.4694000212307126	0.283675969145225	1.0769068608465613
SLCdtt009	1.8225334061520215	2.0636678846484164	2.5134944772723458	2.4939993864492247	2.520410212389877	2.4171789218812787	2.5381957679507074	3.1922177820968165	2.7441574967910354	2.2510635391275535	2.643799490057698	2.2732887216932296	2.191905850918309	3.3284067698948343	2.627479396018331	2.428401522918479	2.760194911119858	2.1984829296481436	1.1632851664941366	1.1839254535148418	0.28029951621620625	0.4467855568618665	0.9141737583695706	0.0	2.4266126062656035	0.31352582482069574	1.4365391944279104	1.1397512623654105	1.1560685720077346	0.4181137155426975	0.8343224544976908	1.6476257896698627	1.0975943890414583	0.3613853407285504	0.4353018369114555	0.19865651821843153	0.9411016858591873	2.4354428322740906	1.958647311757889	1.071576587525168	0.6185311296143804	1.9503062416771433	1.5725442520741622	0.9653660343097836	2.2752346318692305	1.9518480518848211	0.48685884643929367	1.5842748934105186	1.4538693560246332	0.7799528879867058	0.7598571702507674	1.1903830993542315	1.8033418398972267	1.1429241854412613	1.2203100548624022	1.2206104045569637	0.8925806345951993	1.4538851456114494	0.7491826404977752	1.5844968046001249	1.7823102020937218	0.8668389654120734	0.955923124888268	0.45883936291655036	0.2763800506299794	1.270441897948366	0.8548697369750616	1.094816193373412	1.2359573459551318	0.7428731270082731	1.2683009873760753	0.7145113311947952	0.539916659427453	0.5734376073606485	0.6617601889785023	1.7471261021048974	0.1201423090879655	0.23209771905955945	1.9588794058514762	0.8657770705870609	1.5696873441133563	1.1137697564724383	0.5837097265532869
SLCdtt013	2.7634966929643667	2.3376251916275455	3.025589790191026	4.053095196197193	2.903193497460673	3.7374497927008306	3.210064273512206	1.9727681708159475	2.5230432451710874	3.868053842232287	2.1477852290301507	3.105222328666854	3.46074192449125	1.7983689881978602	2.246640775147545	3.360286579536047	1.9264569347519078	2.8402068659980966	3.464423449165231	1.2478809968062552	2.6765698446423194	2.8685074850140238	1.5265356820320795	2.4266126062656035	0.0	2.4810991478248248	1.3917052973638422	3.53286636192125	1.2896409272170477	2.060439251209012	3.2555050028261863	0.8674017056161358	1.3334852455959072	2.7774436592453893	2.7370030004481416	2.261263618058419	1.5444276771800889	0.6177736858533327	0.8493031227896068	1.4627176120981946	2.059481571522659	0.7083786250455246	0.9291255370271889	3.2904368176322527	0.41911830848330484	0.8848966608922612	2.690395969157012	0.958463517129465	1.4150413881253665	3.195164208653066	1.6939807637358562	1.2433248713338998	0.6244207339769152	1.3813136937284538	3.636976619953915	1.2734738000782078	2.0014785308978382	1.3084908778281497	2.7818497326267364	1.2172319284227993	0.7544298518581762	2.7850110547068603	1.613272741738605	2.6467848630846373	2.3758669666879326	1.9003630911025178	3.21304002314068	1.3354746367589272	1.2761208043723784	3.1374778313659624	1.318844067160038	1.780291632291543	2.946498245300373	1.951647100756153	3.0793174375406354	0.6963000760124426	2.504556619388716	2.550883339545318	0.4699316353671667	1.5612324153873676	3.984250760034361	1.3415285869190259	2.540780087280672
SLCdtt014	2.106601243971178	2.332185959764337	2.7869028604556707	2.7455958001039034	2.8003526534517005	2.6816530063763144	2.8156737278007236	3.396740668469283	2.997020953807763	2.4952233998546887	2.8877507364737705	2.551373456911493	2.4692855678713466	3.5131997823155228	2.8762204407315943	2.707131877683305	2.9790181170077137	2.4639808783204455	0.996803886181473	1.2686259271048523	0.2772564051304837	0.5579531594927951	1.0372343597972453	0.31352582482069574	2.4810991478248248	0.0	1.6316619867539055	1.0610642296508603	1.263751179822119	0.428300097307866	0.8174905045863011	1.7632382293509279	1.1861297032250526	0.49525239433846685	0.675013350958346	0.3339001990999856	0.9544894930899043	2.419942253720042	1.9283920795551752	1.2321147567649244	0.49152219770901673	1.9414410710713916	1.5837830536253807	0.8142830471063827	2.2796397332119573	1.9091159264582802	0.4235824569896001	1.7155708117931259	1.3707164412427435	0.7863221122878614	0.8367802448313907	1.2826110761846583	1.8698404453988628	1.1269146316105527	1.2291613810241513	1.2218058464957462	0.7062152203066766	1.3874994869412225	0.45517984123077554	1.5245978658396784	1.7984639397899234	0.5857455964533825	0.9329462354977438	0.2462378528627761	0.17950664248466008	1.0804589873809702	0.9911642121415788	1.1833873581021865	1.2387860668904016	0.7968859325030416	1.2311416149434233	0.7125352675230459	0.5085202972183359	0.542205780885297	0.6645158398221311	1.7904655492257722	0.3891375613122082	0.257515724492696	2.0223487006889354	0.9487811590219952	1.5765456476002966	1.2009041596489123	0.8388439799949216
SLCdtt015	1.4074297346065598	1.1333289695396755	1.8197374528582635	2.667318628452749	1.7302791642672655	2.371013427042552	1.96270531798875	1.7827014789852067	1.6223939418304094	2.4817965318388757	1.3771702648720798	1.802909112966557	2.0897064904200926	1.8940071275691333	1.4085905296290642	2.0486712456168923	1.399878575577335	1.5797490654015476	2.5824721972908016	0.719928666270616	1.7132869145309406	1.8043996360863441	0.7020059991865828	1.4365391944279104	1.3917052973638422	1.6316619867539055	0.0	2.5341604714077244	0.5825327401801069	1.2477814416977961	2.22532017493639	0.5611564573310722	0.7274242844542608	1.713075768541846	1.5828899908122003	1.3103103374935445	1.0397456677867736	1.7441387481886113	1.4870344718229873	0.43276165391023413	1.37643993448795	1.3605103435767543	1.0640404873651144	2.380653618950411	1.480449577659249	1.5076556651079267	1.7182994720233484	0.49656904844226035	1.4901771626216531	2.1353246839074855	0.8755877035437699	0.6378146377415052	0.8953945445158988	1.0780246821570567	2.5325084111392644	0.9855941805707076	1.568891466663858	1.386185857995645	2.0403428668211085	1.4299558029219888	1.1707041460175254	2.1438208633888642	1.1860803752964775	1.8290932175195458	1.5378945085825337	1.7581474438965452	2.032545379940193	0.7241789205109835	1.0505825569911424	2.0351105509883243	1.123730656251768	1.1413029912829553	1.9513115746666134	1.2086778483342555	2.0404633470847453	0.9905695888025314	1.462121903981071	1.5745977342081983	0.9954576830345649	0.8215756480447239	2.856554588076889	0.6469194085868837	1.3109997891944825
SLCdtt019	2.481771474215834	2.9176097279833764	3.169610945248111	2.5767606418318443	3.238494423551761	2.6795827934589727	3.12444309214269	4.224819364371728	3.6075977165496362	2.337828463025468	3.599792146664249	2.8463702622284606	2.5582064444996178	4.399573732858861	3.557167033656623	2.917117155391391	3.7614396516167843	2.8612024791787274	0.34170554036918765	2.3062535321062105	0.8706538494353687	0.7607359841702512	2.047201194092353	1.1397512623654105	3.53286636192125	1.0610642296508603	2.5341604714077244	0.0	2.2809434801032062	1.4746077498072718	0.34740086777077106	2.775750529587312	2.2209847827604086	0.8336128321161557	1.009143418100363	1.2838398208770936	2.0125593828259882	3.477346971752013	2.9827503868855865	2.194891901755567	1.5141272600537243	3.0012559755153125	2.6443688467103925	0.32550599896415805	3.3375186399660017	2.960485774765456	0.9047300803306502	2.718917533086965	2.4007579424179806	0.4169473318691811	1.8524773114130408	2.311078182654372	2.9162423897823833	2.187512450500325	0.3555246299381706	2.2780743770620773	1.6963439970243206	2.432018577344532	0.9099445978524937	2.56876452338392	2.8591814424369058	1.0551760187619845	1.9870381467011378	0.9504907212598608	1.1823590842416096	2.0248323853405616	0.7291552066800369	2.2180050238498596	2.299342703418402	0.5523380923011205	2.2806353298589093	1.770689971424034	0.5998710592706099	1.5876177884381322	0.49913912426812324	2.8461866666559663	1.0857666051840107	0.9939495565125009	3.0692985460457107	1.9812143082630373	0.6020969472833492	2.219046007814652	1.313677121934849
