	pielou_evenness
SLCFP145	0.44179321242884606
SLCFP146	0.4834824568950227
SLCFP147	0.4994465673315914
SLCFP151	0.43670311328177536
SLCFP152	0.4576495645034063
SLCFP153	0.4686284991395886
SLCFP157	0.4389763790855614
SLCFP158	0.4637773501138503
SLCFP159	0.49293154988857096
SLCFP163	0.4582220190149235
SLCFP164	0.4587170766599914
SLCFP165	0.46928687537966707
SLCFP169	0.40729499612354275
SLCFP170	0.4300157640855017
SLCFP171	0.4263039269917848
SLCFP175	0.39429005218688895
SLCFP176	0.4157429465827746
SLCFP177	0.44844361535142835
SLCFP001	0.4847802238768604
SLCFP002	0.5030616937126209
SLCFP003	0.4963641103136685
SLCFP007	0.4504969192207025
SLCFP008	0.4781472365327261
SLCFP009	0.48388820260092424
SLCFP013	0.4705971679331039
SLCFP014	0.5019337296595308
SLCFP015	0.489883822506474
SLCFP019a	0.44312459765996576
SLCFP020	0.4433503819422041
SLCFP021	0.4503344467795187
SLCFP025	0.4593018455337956
SLCFP026	0.49377229553048446
SLCFP027	0.5092353938297715
SLCFP031	0.4264159643194985
SLCFP032	0.44275741798671553
SLCFP033	0.47493262518685386
SLCFP037	0.48546743557565536
SLCFP038	0.4889687427415006
SLCFP039	0.47196364274346064
SLCFP043	0.4212716322908271
SLCFP044	0.4908702884997208
SLCFP045	0.4523707639380862
SLCFP049	0.40510535142179266
SLCFP050	0.4443517505026567
SLCFP051	0.5170852711594781
SLCFP055	0.4620674852737896
SLCFP056	0.4540384132134237
SLCFP057	0.48966958605718713
SLCFP061	0.44923459904835783
SLCFP062	0.44531281669831707
SLCFP063	0.48527362217446135
SLCFP067	0.4686469901967671
SLCFP068	0.46282003345344513
SLCFP069	0.49719807278562084
SLCFP073	0.38291390253456625
SLCFP074	0.41651632199668925
SLCFP075	0.4646135088552002
SLCFP079	0.4248463187040607
SLCFP080	0.4811615014189251
SLCFP081	0.4798832691717287
SLCFP085	0.4545802678053731
SLCFP086	0.44874263070162523
SLCFP087	0.5124954408979211
SLCFP091	0.46392263451235527
SLCFP092	0.4481945907963957
SLCFP093	0.4797143941573603
SLCFP097	0.42093504393390235
SLCFP098	0.4565684018130835
SLCFP099	0.4149931146166884
SLCFP103	0.4369959545922336
SLCFP104	0.43883167915446836
SLCFP105	0.41694772724230916
SLCFP109	0.4727196915453546
SLCFP110	0.5196032332217742
SLCFP111	0.5206679036494624
SLCFP115	0.45958999607428325
SLCFP116	0.5066228499930516
SLCFP117	0.5526085582413716
SLCFP121	0.473796246807053
SLCFP122	0.47069434997163323
SLCFP123	0.4792234130351229
SLCFP127	0.40580474707472747
SLCFP128	0.4388077437082837
SLCFP129	0.46896354476917096
SLCFP133	0.45691632075484545
SLCFP134	0.47257450245128513
SLCFP135	0.5151561527435435
SLCFP139	0.48058018226303656
SLCFP140	0.5093670969691649
SLCFP141	0.49851089091559175
