	shannon
PFF_Jejunum_11	3.9887983470038137
PFF_Jejunum_12	1.2574405322073734
PFF_Jejunum_13	3.2722976086555833
PFF_Jejunum_14	4.05274727984581
PFF_Jejunum_15	1.0208339907358392
PFF_Jejunum_16	2.911669370876152
PFF_Jejunum_17	3.1561317737223638
PFF_Jejunum_18	0.9983084586532481
PFF_Jejunum_19	2.5226434649404643
PFF_Jejunum_1904	3.139891518913924
PFF_Jejunum_1906	1.1231229941761383
PFF_Jejunum_1908	1.8699318836904568
PFF_Jejunum_1910	3.5500898735774555
PFF_Jejunum_1913	3.08918238178335
PFF_Jejunum_1914	2.2116738610105977
PFF_Jejunum_1917	4.077524387162027
PFF_Jejunum_1920	2.858189634828144
PFF_Jejunum_1921	2.2690551554057516
PFF_Jejunum_1937	2.575340020516123
PFF_Jejunum_1938	3.104843495257822
PFF_Jejunum_1942	2.525237472044575
PFF_Jejunum_1943	3.3300113379780405
PFF_Jejunum_1944	1.759146994303912
PFF_Jejunum_1945	3.4191519794312373
PFF_Jejunum_21	2.9688627071139413
PFF_Jejunum_25	2.152518579315921
PFF_Jejunum_27	1.5420991457625672
PFF_Jejunum_28	4.427304722077558
PFF_Jejunum_30	3.003056908361546
PFF_Jejunum_32	4.6494634087584865
PFF_Jejunum_35	2.9228329480082107
PFF_Jejunum_36	4.152858525050852
PFF_Jejunum_37	2.399228021962199
