	PFF_Baseline_11	PFF_Baseline_12	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_15	PFF_Baseline_16	PFF_Baseline_17	PFF_Baseline_18	PFF_Baseline_19	PFF_Baseline_1921	PFF_Baseline_1937	PFF_Baseline_1942	PFF_Baseline_1943	PFF_Baseline_1944	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_26	PFF_Baseline_27	PFF_Baseline_28	PFF_Baseline_30	PFF_Baseline_32	PFF_Baseline_35	PFF_Baseline_36	PFF_Baseline_37
PFF_Baseline_11	0.0	2.6203527178643062	2.319035927128804	1.700998076573637	2.1532568162267784	2.3805101655748873	4.349464378062554	3.003287944424698	3.163477418674446	2.963500704254722	1.8709651887194934	3.563094906306539	2.7542038192993816	1.13147216655381	2.9761135780256858	3.95928527939609	3.039591823176873	2.8395659530942425	3.0802090818478933	2.0377840684005273	2.8279630822051143	1.7102726012199128	2.517386354004215	3.665584587233819
PFF_Baseline_12	2.6203527178643062	0.0	0.9286871461906525	1.8899181461933219	1.4102723595786661	1.3000769912610661	2.0552903573440093	0.4066936431497992	0.6031233963269946	0.7403175431062289	1.3966901872100506	1.1245334987382338	0.5010127796629097	1.5229500146944717	0.8875002652497156	1.7318719713673172	2.01000983405607	0.620355542091438	0.9454035881845533	2.99203874685895	2.0469939636314445	0.9102697934421898	1.3521492352151907	1.1041159950638484
PFF_Baseline_13	2.319035927128804	0.9286871461906525	0.0	2.2502716593408176	1.9984190651217986	1.9892278634464082	2.9532370901583276	1.0635965540948908	1.1109329854934968	1.6618014428048513	0.585883166789299	1.32951156698301	1.4122615432941275	1.446573482289941	1.798518138957718	2.6482089602060106	2.797004814859588	0.6470224139723119	1.868948413929069	3.326269047909747	1.1616828473386624	0.9332632742705751	0.46198090990066554	1.915762358065846
PFF_Baseline_14	1.700998076573637	1.8899181461933219	2.2502716593408176	0.0	0.6553481622728833	0.9048143144316738	2.9652265525520325	2.27226358836985	2.4761094850433607	1.7861333148829748	2.200141793344416	3.0128445438381855	1.7034204802486657	1.0387020682489905	1.7133040768743353	2.5886919561488777	1.3750169696685612	2.4210762614312444	1.8209287706713266	1.1517887336312593	3.287356215929415	1.332452044463814	2.668379669154605	2.607961234513861
PFF_Baseline_15	2.1532568162267784	1.4102723595786661	1.9984190651217986	0.6553481622728833	0.0	0.254766854710288	2.323169980834134	1.7589167239407504	1.9647408871068055	1.1631190598557881	2.119431829355148	2.5104710259398475	1.1167034386067083	1.2100770106350427	1.077429618615164	1.9412352460901332	0.9601546035193553	2.0035787787111814	1.1742572309456087	1.656461037383355	3.126648019347599	1.1629078070500098	2.4532078689493764	1.9818287833906476
PFF_Baseline_16	2.3805101655748873	1.3000769912610661	1.9892278634464082	0.9048143144316738	0.254766854710288	0.0	2.068797066301671	1.6153324594234266	1.8180474734011356	0.9459711244148072	2.1793476860832715	2.364094078958321	0.9395242950445549	1.3881701412143286	0.8443212706763192	1.6877438625002328	0.8405422405911482	1.9131952939997647	0.935751212570203	1.8687450016670781	3.1388279713545866	1.2311565438375465	2.449838092171429	1.758338960433834
PFF_Baseline_17	4.349464378062554	2.0552903573440093	2.9532370901583276	2.9652265525520325	2.323169980834134	2.068797066301671	0.0	1.9154937879491822	1.9538334648641777	1.4362419634371482	3.4519586609509623	2.203596937142477	1.6795002046743763	3.2563274112785376	1.3948248410290223	0.39918629245591397	1.9163214503781836	2.4120186956003793	1.2780874668160083	3.768668560630249	3.9573003808472222	2.7891023166874493	3.3158005413027323	1.1041748064685133
PFF_Baseline_18	3.003287944424698	0.4066936431497992	1.0635965540948908	2.27226358836985	1.7589167239407504	1.6153324594234266	1.9154937879491822	0.0	0.20687157776836645	0.8441397656154622	1.6140029468716168	0.7539973663925307	0.7009448210080557	1.916317433966567	1.0107851717451253	1.6472774769931613	2.239172325544915	0.5118347897223198	1.0329336769385957	3.3741075725181893	2.0577081412324922	1.2974630587423803	1.401275257476447	0.8559546067830157
PFF_Baseline_19	3.163477418674446	0.6031233963269946	1.1109329854934968	2.4761094850433607	1.9647408871068055	1.8180474734011356	1.9538334648641777	0.20687157776836645	0.0	1.0135389521686842	1.684392580302007	0.5524480397443513	0.8957913840177568	2.090818923679021	1.1796488792989714	1.7185790608190403	2.4223363453336133	0.49467673350394176	1.1904782841437427	3.5804956557678635	2.013353561179837	1.4681316974038463	1.3913605288048259	0.8604785065409318
PFF_Baseline_1921	2.963500704254722	0.7403175431062289	1.6618014428048513	1.7861333148829748	1.1631190598557881	0.9459711244148072	1.4362419634371482	0.8441397656154622	1.0135389521686842	0.0	2.082829162105045	1.5306226327500279	0.2679574551650601	1.8460293132525873	0.16806348279333563	1.0804267080563073	1.4159133104244923	1.2978001933797612	0.22619250435283522	2.8107618728393424	2.785385920897809	1.3609256881084117	2.088877408363642	0.8243302328553372
