	PFF_Baseline_11	PFF_Baseline_12	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_15	PFF_Baseline_16	PFF_Baseline_17	PFF_Baseline_18	PFF_Baseline_19	PFF_Baseline_1921	PFF_Baseline_1937	PFF_Baseline_1942	PFF_Baseline_1943	PFF_Baseline_1944	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_26	PFF_Baseline_27	PFF_Baseline_28	PFF_Baseline_30	PFF_Baseline_32	PFF_Baseline_35	PFF_Baseline_36	PFF_Baseline_37
PFF_Baseline_1937	1.8709651887194934	1.3966901872100506	0.585883166789299	2.200141793344416	2.119431829355148	2.1793476860832715	3.4519586609509623	1.6140029468716168	1.684392580302007	2.082829162105045	0.0	1.9096378603120965	1.8236444078548588	1.228809345890808	2.1953570167798007	3.122848871226595	3.017905337900855	1.231047157102618	2.2830259640601644	3.1947132964548604	1.1046761422707703	0.9629615639154763	0.6487081775368359	2.457826191160589
PFF_Baseline_1942	3.563094906306539	1.1245334987382338	1.32951156698301	3.0128445438381855	2.5104710259398475	2.364094078958321	2.203596937142477	0.7539973663925307	0.5524480397443513	1.5306226327500279	1.9096378603120965	0.0	1.4339749574738045	2.543753203410412	1.69456871311004	2.041383661991998	2.94595183567876	0.7247995095588836	1.682045337416168	4.113598282543913	1.9209036903201526	1.9181031613160426	1.444447813858326	1.1259341965517222
PFF_Baseline_1943	2.7542038192993816	0.5010127796629097	1.4122615432941275	1.7034204802486657	1.1167034386067083	0.9395242950445549	1.6795002046743763	0.7009448210080557	0.8957913840177568	0.2679574551650601	1.8236444078548588	1.4339749574738045	0.0	1.6352018812149964	0.3959732617634042	1.323444688075066	1.5478251319240972	1.0945426065117905	0.46138437899751555	2.7622611360505918	2.545324727940228	1.1152315940802628	1.848165435995161	0.9400984223367335
PFF_Baseline_1944	1.13147216655381	1.5229500146944717	1.446573482289941	1.0387020682489905	1.2100770106350427	1.3881701412143286	3.2563274112785376	1.916317433966567	2.090818923679021	1.8460293132525873	1.228809345890808	2.543753203410412	1.6352018812149964	0.0	1.8683062604421212	2.8743701061197053	2.1676593504231034	1.8403112238522135	1.9793022705622296	1.9692533524980271	2.3296478474509574	0.6315872025590078	1.790492484813423	2.5503447518997944
PFF_Baseline_1946	2.9761135780256858	0.8875002652497156	1.798518138957718	1.7133040768743353	1.077429618615164	0.8443212706763192	1.3948248410290223	1.0107851717451253	1.1796488792989714	0.16806348279333563	2.1953570167798007	1.69456871311004	0.3959732617634042	1.8683062604421212	0.0	1.028560847117108	1.254199122667324	1.4598591354081973	0.1601974539565793	2.7109747531411976	2.9330323596440135	1.426223767932215	2.232804551910064	0.9250119261134697
PFF_Baseline_25	3.95928527939609	1.7318719713673172	2.6482089602060106	2.5886919561488777	1.9412352460901332	1.6877438625002328	0.39918629245591397	1.6472774769931613	1.7185790608190403	1.0804267080563073	3.122848871226595	2.041383661991998	1.323444688075066	2.8743701061197053	1.028560847117108	0.0	1.6022465016333358	2.1448913625217916	0.9024734196292568	3.408606279960763	3.692190121557915	2.4197418915600832	3.034094297124719	0.9173294843504705
PFF_Baseline_26	3.039591823176873	2.01000983405607	2.797004814859588	1.3750169696685612	0.9601546035193553	0.8405422405911482	1.9163214503781836	2.239172325544915	2.4223363453336133	1.4159133104244923	3.017905337900855	2.94595183567876	1.5478251319240972	2.1676593504231034	1.254199122667324	1.6022465016333358	0.0	2.628186657363722	1.2830583652133938	1.911649060923468	3.955117757756383	2.0715745174574636	3.257565534124555	2.0766162258117755
PFF_Baseline_27	2.8395659530942425	0.620355542091438	0.6470224139723119	2.4210762614312444	2.0035787787111814	1.9131952939997647	2.4120186956003793	0.5118347897223198	0.49467673350394176	1.2978001933797612	1.231047157102618	0.7247995095588836	1.0945426065117905	1.8403112238522135	1.4598591354081973	2.1448913625217916	2.628186657363722	0.0	1.494098783145887	3.524332269394982	1.5498782073466713	1.2228386326780727	0.913447558127966	1.32944688693394
PFF_Baseline_28	3.0802090818478933	0.9454035881845533	1.868948413929069	1.8209287706713266	1.1742572309456087	0.935751212570203	1.2780874668160083	1.0329336769385957	1.1904782841437427	0.22619250435283522	2.2830259640601644	1.682045337416168	0.46138437899751555	1.9793022705622296	0.1601974539565793	0.9024734196292568	1.2830583652133938	1.494098783145887	0.0	2.788287815642191	2.9893393693749775	1.5251429803578993	2.2974608931244935	0.8415230890705747
PFF_Baseline_30	2.0377840684005273	2.99203874685895	3.326269047909747	1.1517887336312593	1.656461037383355	1.8687450016670781	3.768668560630249	3.3741075725181893	3.5804956557678635	2.8107618728393424	3.1947132964548604	4.113598282543913	2.7622611360505918	1.9692533524980271	2.7109747531411976	3.408606279960763	1.911649060923468	3.524332269394982	2.788287815642191	0.0	4.287864461614786	2.3946276639052297	3.724192274912496	3.617036035457128
PFF_Baseline_32	2.8279630822051143	2.0469939636314445	1.1616828473386624	3.287356215929415	3.126648019347599	3.1388279713545866	3.9573003808472222	2.0577081412324922	2.013353561179837	2.785385920897809	1.1046761422707703	1.9209036903201526	2.545324727940228	2.3296478474509574	2.9330323596440135	3.692190121557915	3.955117757756383	1.5498782073466713	2.9893393693749775	4.287864461614786	0.0	1.988121531411427	0.711433858558332	2.8624781278176945
PFF_Baseline_35	1.7102726012199128	0.9102697934421898	0.9332632742705751	1.332452044463814	1.1629078070500098	1.2311565438375465	2.7891023166874493	1.2974630587423803	1.4681316974038463	1.3609256881084117	0.9629615639154763	1.9181031613160426	1.1152315940802628	0.6315872025590078	1.426223767932215	2.4197418915600832	2.0715745174574636	1.2228386326780727	1.5251429803578993	2.3946276639052297	1.988121531411427	0.0	1.353762287017517	1.9774555230833575
PFF_Baseline_36	2.517386354004215	1.3521492352151907	0.46198090990066554	2.668379669154605	2.4532078689493764	2.449838092171429	3.3158005413027323	1.401275257476447	1.3913605288048259	2.088877408363642	0.6487081775368359	1.444447813858326	1.848165435995161	1.790492484813423	2.232804551910064	3.034094297124719	3.257565534124555	0.913447558127966	2.2974608931244935	3.724192274912496	0.711433858558332	1.353762287017517	0.0	2.2405235821864267
PFF_Baseline_37	3.665584587233819	1.1041159950638484	1.915762358065846	2.607961234513861	1.9818287833906476	1.758338960433834	1.1041748064685133	0.8559546067830157	0.8604785065409318	0.8243302328553372	2.457826191160589	1.1259341965517222	0.9400984223367335	2.5503447518997944	0.9250119261134697	0.9173294843504705	2.0766162258117755	1.32944688693394	0.8415230890705747	3.617036035457128	2.8624781278176945	1.9774555230833575	2.2405235821864267	0.0
