	pielou_evenness
PFF_Jejunum_32	0.6768868539521596
PFF_Colon_1937	0.5158159403575554
PFF_Cecum_16	0.6383260753276336
PFF_Cecum_1943	0.5920151704138259
PFF_Jejunum_37	0.3621824943876382
PFF_Jejunum_16	0.3990553263561884
PFF_Jejunum_19	0.26758632848867003
PFF_Baseline_19	0.584737543255033
PFF_Jejunum_21	0.41686235615407363
PFF_Jejunum_1910	0.5640282518349988
PFF_Cecum_12	0.5987950587409203
PFF_Colon_12	0.5414929038021534
PFF_Cecum_1921	0.7199446144283377
PFF_Jejunum_1946	0.4520085674237314
PFF_Jejunum_1938	0.4648764971883939
PFF_Colon_1910	0.5400652626149908
PFF_Cecum_1945	0.566952924093425
PFF_Cecum_35	0.7291555285245742
PFF_Baseline_1944	0.5992682861532538
PFF_Colon_1945	0.4466198883662701
PFF_Cecum_30	0.6960562383347154
PFF_Colon_1914	0.5732275544561779
PFF_Colon_1921	0.7234633013126174
PFF_Colon_21	0.49374826280437073
PFF_Colon_11	0.5504542542833315
PFF_Cecum_11	0.6945686566397945
PFF_Baseline_26	0.6650758695136809
PFF_Cecum_21	0.5487598577981052
PFF_Colon_25	0.42308292856421126
PFF_Cecum_37	0.6377960193920016
PFF_Baseline_37	0.640220683582293
PFF_Colon_17	0.6487629916801093
PFF_Colon_32	0.6416728122654918
PFF_Cecum_1914	0.7242930441493952
PFF_Jejunum_1945	0.4964170453196351
PFF_Jejunum_17	0.44178571596831806
PFF_Baseline_12	0.6401051336679278
PFF_Jejunum_14	0.6143809112663805
PFF_Jejunum_18	0.1891420379387508
PFF_Cecum_28	0.7258249231575569
PFF_Jejunum_1942	0.3481618641635611
PFF_Cecum_1920	0.742461328500036
PFF_Jejunum_28	0.587816060735706
PFF_Cecum_13	0.7474377209663221
PFF_Colon_28	0.3906565912466874
PFF_Colon_1941	0.5388447303253464
PFF_Colon_18	0.37647493803277204
PFF_Colon_14	0.4053796492905289
PFF_Jejunum_1943	0.4946333462090532
PFF_Baseline_15	0.5755497418310369
PFF_Cecum_17	0.7064174218087712
PFF_Colon_36	0.6961240630341494
PFF_Baseline_1946	0.598556260279168
PFF_Cecum_1904	0.6226657017069005
PFF_Jejunum_1906	0.17330540616502557
PFF_Colon_30	0.5078252388691362
PFF_Cecum_1938	0.7088853393292036
PFF_Jejunum_1917	0.5993082377737301
PFF_Baseline_25	0.6547363261333607
PFF_Cecum_1910	0.673440462501676
PFF_Cecum_1913	0.5968042497992017
PFF_Baseline_1942	0.6295127842231153
PFF_Baseline_17	0.5960424624671258
PFF_Colon_15	0.6843520744346943
PFF_Colon_1907	0.6091503059657439
PFF_Cecum_1942	0.4903009263684945
PFF_Baseline_28	0.6323747561416041
PFF_Jejunum_35	0.44319421339801507
PFF_Colon_27	0.6314589221775909
PFF_Cecum_19	0.4421961070093942
PFF_Colon_1938	0.5550811267728809
PFF_Jejunum_1921	0.38344083835889775
PFF_Baseline_11	0.6600047183140185
PFF_Colon_19	0.48479261454009925
PFF_Baseline_30	0.6859253242871943
PFF_Colon_1913	0.41835179724353033
PFF_Baseline_18	0.6336742299887835
PFF_Baseline_35	0.6668539869750615
PFF_Colon_1906	0.6633376785749504
PFF_Colon_16	0.4028466572511406
PFF_Colon_1904	0.5422652881295721
PFF_Jejunum_30	0.4170022708842521
PFF_Jejunum_1908	0.235248942429421
PFF_Cecum_1907	0.70751538612531
PFF_Colon_37	0.5288477182688696
PFF_Cecum_25	0.49838939159424167
PFF_Cecum_1906	0.6911465194369119
PFF_Colon_1908	0.5697123191064911
PFF_Cecum_36	0.6743028769147222
PFF_Baseline_16	0.6316485753199715
PFF_Cecum_27	0.5813030260167755
PFF_Cecum_1944	0.6839825117282996
PFF_Colon_35	0.7330122351766971
PFF_Baseline_36	0.6001350159863841
PFF_Jejunum_1937	0.36191774646647906
PFF_Jejunum_1920	0.4649356209776351
PFF_Cecum_1908	0.5936731192687777
PFF_Jejunum_27	0.20586216222622786
PFF_Cecum_15	0.7091030743644314
PFF_Colon_1920	0.5691729535776351
PFF_Cecum_1917	0.6614832626464557
PFF_Jejunum_1944	0.24300605840541364
PFF_Jejunum_1913	0.4239481860600426
PFF_Baseline_32	0.6363379661777072
PFF_Baseline_1937	0.6428457183295119
PFF_Jejunum_12	0.16905503881797473
PFF_Jejunum_25	0.29669157857875844
PFF_Jejunum_13	0.4579202662433119
PFF_Colon_1944	0.6075236652566982
PFF_Jejunum_1904	0.4608359117283969
PFF_Colon_1943	0.4979066016112324
PFF_Baseline_1943	0.6011738653800074
PFF_Baseline_27	0.6250903994519874
PFF_Jejunum_36	0.5491641710858383
PFF_Cecum_1941	0.6487542856459572
PFF_Cecum_32	0.8053499120750938
PFF_Jejunum_15	0.13653633039228016
PFF_Jejunum_1914	0.31220686381392937
PFF_Cecum_1937	0.6711980661057996
PFF_Jejunum_11	0.5846743804613339
PFF_Colon_1942	0.42602581679692225
PFF_Cecum_14	0.6175318403610601
PFF_Baseline_13	0.6650681451270659
PFF_Colon_13	0.6535765148002526
PFF_Baseline_14	0.6272442351455151
PFF_Baseline_1921	0.5856581403115041
PFF_Colon_1917	0.60823340497418
PFF_Colon_1946	0.6224435382676098
PFF_Cecum_18	0.48850210383728576
