	PFF_Baseline_19	PFF_Baseline_1944	PFF_Baseline_26	PFF_Baseline_37	PFF_Baseline_12	PFF_Baseline_15	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_1942	PFF_Baseline_17	PFF_Baseline_28	PFF_Baseline_11	PFF_Baseline_30	PFF_Baseline_18	PFF_Baseline_35	PFF_Baseline_16	PFF_Baseline_36	PFF_Baseline_32	PFF_Baseline_1937	PFF_Baseline_1943	PFF_Baseline_27	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_1921
PFF_Baseline_19	0.0	2.339304590639605	1.9077987195685089	0.5021839101732744	0.9816362917210558	1.8880745582770273	1.1330619280292011	0.9361821778317828	0.7683077907788831	1.2634596330190855	1.7027499947499418	3.186291163999964	3.113025102904663	0.7315825351343488	1.6867669139255095	2.0273997017539087	1.7784710117956872	1.9938736468769636	1.868531826731518	1.146438564834471	0.40880016053639195	0.830166767632112	2.3260175752033168	0.8783174250314604
PFF_Baseline_1944	2.339304590639605	0.0	1.7882817754393678	2.365480542250221	1.3790950380368812	1.2393188479170973	2.565656112844543	2.4698612095900847	2.814430648975649	2.9625134920821212	2.846535439386581	0.8986956244127304	0.9298824737468864	1.8107214693932367	1.1023715346875937	1.5746257865560591	2.546029057450066	2.592251555407349	1.805173544498776	1.5971348641460597	2.738573160159065	1.9623981222994102	1.399423753050599	2.2849974972807194
PFF_Baseline_26	1.9077987195685089	1.7882817754393678	0.0	1.551058630891647	1.3080010359652596	0.5520132383828933	1.265740259325561	1.3163792308040883	2.6665944555690544	1.6593927902180212	1.2488157891754976	2.586504312480652	1.9836704692009561	1.9806906074430013	2.1790818652001973	0.2730668707895741	3.2464038591770565	3.4044120547969814	2.8373670276954304	0.8232694975991561	2.1385506568619523	2.232959038712271	0.651162913076245	1.2032866670370592
PFF_Baseline_37	0.5021839101732744	2.365480542250221	1.551058630891647	0.0	1.0061065085686376	1.653530297508915	0.633893446478285	0.434297479351931	1.2286692643557957	0.8098612540112448	1.2013752731943566	3.24358640435011	3.0299543857913656	1.0936133973553808	1.934151128334928	1.7147174005194674	2.2595581259513824	2.4672537203377822	2.2574650715920876	0.9006981878484623	0.59294420099275	1.2535404973189308	2.0578689805602344	0.3983438936154588
PFF_Baseline_12	0.9816362917210558	1.3790950380368812	1.3080010359652596	1.0061065085686376	0.0	1.055741283662104	1.3525980232341064	1.2063939100567858	1.5901893842271217	1.7051916510287135	1.7988987783348755	2.2544071914702433	2.1341372357164943	0.7042758968618247	1.0462393695348342	1.3106505069494054	1.9392637362721805	2.0973213089202383	1.5861996620755376	0.5590001440014746	1.3702316070387288	0.9503467075199291	1.50524025543505	1.0271874075642242
PFF_Baseline_15	1.8880745582770273	1.2393188479170973	0.5520132383828933	1.653530297508915	1.055741283662104	0.0	1.572295608936806	1.553446279657817	2.594867549501726	1.9845701388395145	1.7008168210624777	2.0440848100699553	1.510977105198241	1.7585051622183234	1.7337769132367924	0.3569756783797179	2.945775945684131	3.0773022895787556	2.4403606001647167	0.7621457667458253	2.199174211372455	1.9991157669543749	0.45318905410430355	1.3945437165657684
PFF_Baseline_1946	1.1330619280292011	2.565656112844543	1.265740259325561	0.633893446478285	1.3525980232341064	1.572295608936806	0.0	0.20645958857459645	1.8386480049101277	0.42561952993992735	0.5718950435923696	3.4483667222266936	3.0679462188778763	1.6614526554625333	2.3823418811433332	1.496778813519754	2.881543800701258	3.086239278157266	2.8076161781050755	0.970925297054139	1.1332702906123377	1.8543256237999095	1.8822224851285223	0.33966041645097417
PFF_Baseline_25	0.9361821778317828	2.4698612095900847	1.3163792308040883	0.434297479351931	1.2063939100567858	1.553446279657817	0.20645958857459645	0.0	1.6484295808242486	0.502596325335326	0.7675038932471006	3.3530700854816042	3.022617971533034	1.4728040287310535	2.2183315164420496	1.5245684850920505	2.682305502306771	2.885750800431905	2.623823007057635	0.883243801559769	0.9592346657937731	1.6563293955865914	1.90043458924602	0.18553349409692926
PFF_Baseline_1942	0.7683077907788831	2.814430648975649	2.6665944555690544	1.2286692643557957	1.5901893842271217	2.594867549501726	1.8386480049101277	1.6484295808242486	0.0	1.856362414964322	2.3964519857047293	3.5821733265555213	3.6700001444524997	1.0173663847632972	1.917048904421915	2.7688111480129085	1.3693577847411749	1.5893469662710558	1.7962673239579032	1.878649887426135	0.7401823809737085	0.8911976791898982	3.043402358251894	1.623267633251881
PFF_Baseline_17	1.2634596330190855	2.9625134920821212	1.6593927902180212	0.8098612540112448	1.7051916510287135	1.9845701388395145	0.42561952993992735	0.502596325335326	1.856362414964322	0.0	0.6549665684651884	3.840933794732377	3.4764371020623277	1.903285812086606	2.701454537884514	1.8958977714677785	3.037410676173139	3.2475268057138456	3.0662471242942475	1.3677111812131955	1.1204261512834688	2.0554698273397793	2.284422701536103	0.686502502234168
PFF_Baseline_28	1.7027499947499418	2.846535439386581	1.2488157891754976	1.2013752731943566	1.7988987783348755	1.7008168210624777	0.5718950435923696	0.7675038932471006	2.3964519857047293	0.6549665684651884	0.0	3.7017062745322833	3.197859829733899	2.2035824931609795	2.837927301995158	1.50799225664192	3.4423663897078263	3.641818865407278	3.326548926032113	1.3106436419609473	1.677150323463297	2.403869313375396	1.8920208274468555	0.8665381424459203
PFF_Baseline_11	3.186291163999964	0.8986956244127304	2.586504312480652	3.24358640435011	2.2544071914702433	2.0440848100699553	3.4483667222266936	3.3530700854816042	3.5821733265555213	3.840933794732377	3.7017062745322833	0.0	0.9088467902300429	2.599075564882802	1.7070381523242404	2.341177627637505	3.05736254971869	3.0383226737678948	2.257406610537085	2.4780876853102902	3.5885153062552173	2.698912946765495	2.0777390168540992	3.1686696692819285
PFF_Baseline_30	3.113025102904663	0.9298824737468864	1.9836704692009561	3.0299543857913656	2.1341372357164943	1.510977105198241	3.0679462188778763	3.022617971533034	3.6700001444524997	3.4764371020623277	3.197859829733899	0.9088467902300429	0.0	2.6799899907069484	2.0283892874388356	1.71549830294995	3.473478829067314	3.5117096771122323	2.721348684891809	2.1536918023215055	3.4902751723047536	2.8523192467142406	1.3722987813708034	2.8494589213778307
PFF_Baseline_18	0.7315825351343488	1.8107214693932367	1.9806906074430013	1.0936133973553808	0.7042758968618247	1.7585051622183234	1.6614526554625333	1.4728040287310535	1.0173663847632972	1.903285812086606	2.2035824931609795	2.599075564882802	2.6799899907069484	0.0	0.9912344389528657	2.0085993929087302	1.2925465786197965	1.4819774948193751	1.166328278193867	1.1880591384620272	1.116916368618196	0.2881731451451555	2.2054622183796133	1.3407515098081575
PFF_Baseline_35	1.6867669139255095	1.1023715346875937	2.1790818652001973	1.934151128334928	1.0462393695348342	1.7337769132367924	2.3823418811433332	2.2183315164420496	1.917048904421915	2.701454537884514	2.837927301995158	1.7070381523242404	2.0283892874388356	0.9912344389528657	0.0	2.078348676400095	1.4462942771435225	1.4989097661000816	0.7609495686090979	1.5592634364360467	2.0836064301416144	1.0265792532091969	2.1026547813665104	2.0472700245332165
PFF_Baseline_16	2.0273997017539087	1.5746257865560591	0.2730668707895741	1.7147174005194674	1.3106505069494054	0.3569756783797179	1.496778813519754	1.5245684850920505	2.7688111480129085	1.8958977714677785	1.50799225664192	2.341177627637505	1.71549830294995	2.0085993929087302	2.078348676400095	0.0	3.2389646347727794	3.381803112133345	2.77141143088858	0.8930781601701261	2.2926067895618782	2.255706581487439	0.3904890584746812	1.3935167390621204
