	chao1
PFF_Cecum_11	193.0
PFF_Cecum_12	143.0
PFF_Cecum_13	170.0
PFF_Cecum_14	177.0
PFF_Cecum_15	162.0
PFF_Cecum_16	179.0
PFF_Cecum_17	231.0
PFF_Cecum_18	256.3636363636364
PFF_Cecum_19	132.0
PFF_Cecum_1904	163.0
PFF_Cecum_1906	186.0
PFF_Cecum_1907	171.0
PFF_Cecum_1908	145.0
PFF_Cecum_1910	148.0
PFF_Cecum_1913	181.0
PFF_Cecum_1914	174.0
PFF_Cecum_1917	174.0
PFF_Cecum_1920	225.0
PFF_Cecum_1921	180.0
PFF_Cecum_1937	194.0
PFF_Cecum_1938	154.0
PFF_Cecum_1941	182.0
PFF_Cecum_1942	151.0
PFF_Cecum_1943	160.0
PFF_Cecum_1944	178.0
PFF_Cecum_1945	157.0
PFF_Cecum_21	152.25
PFF_Cecum_25	141.0
PFF_Cecum_27	191.0
PFF_Cecum_28	218.0
PFF_Cecum_30	175.0
PFF_Cecum_32	182.0
PFF_Cecum_35	174.0
PFF_Cecum_36	153.0
PFF_Cecum_37	144.0
