	PFF_Colon_1937	PFF_Colon_12	PFF_Colon_1910	PFF_Colon_1945	PFF_Colon_1914	PFF_Colon_1921	PFF_Colon_21	PFF_Colon_11	PFF_Colon_25	PFF_Colon_17	PFF_Colon_32	PFF_Colon_28	PFF_Colon_1941	PFF_Colon_18	PFF_Colon_14	PFF_Colon_36	PFF_Colon_30	PFF_Colon_15	PFF_Colon_1907	PFF_Colon_27	PFF_Colon_1938	PFF_Colon_19	PFF_Colon_1913	PFF_Colon_1906	PFF_Colon_16	PFF_Colon_1904	PFF_Colon_37	PFF_Colon_1908	PFF_Colon_35	PFF_Colon_1920	PFF_Colon_1944	PFF_Colon_1943	PFF_Colon_1942	PFF_Colon_13	PFF_Colon_1917	PFF_Colon_1946
PFF_Colon_1937	0.0	4.000236521562064	2.3042885150069092	0.5880267535316378	1.011843229546219	2.661933782591259	1.9068488121357394	1.0203363911642342	1.255490381751995	1.994028505297162	0.6343739697218258	1.120551641729487	2.6606068208720726	2.3089657216079886	1.6798620615361533	1.003083958266302	0.5289337213931674	3.1057317055491604	0.49625407706859553	1.9454010364958643	1.33999617576808	0.34298566833662014	0.2367715127935232	1.7901591864200366	1.515442119514311	1.1391939422581947	2.5514046061536035	1.3482009296387878	0.568535145395326	1.92508238752296	1.2003144342318068	0.4894391382267215	1.2490620255439366	1.6316233745247153	1.9316206056232053	1.807074025158145
PFF_Colon_12	4.000236521562064	0.0	2.9991104389518566	3.6364114161312977	3.3097496808479914	2.5053351573735463	2.277697421832225	3.253745072430956	3.836694275537635	4.9176715321424735	4.607822280675535	3.4870556543926865	3.549024475247282	1.8462351971575	3.055278952248873	4.3719252024136095	3.55368155774793	0.9717435476665456	4.308222017794859	2.4922874204515924	2.7625479707043605	3.8926787910939584	3.9961256137278167	2.247668500264779	4.0347076733543785	3.792467051013847	1.49333159621651	3.2123312516525857	4.102379413999877	4.430109714487143	3.382187821578565	3.627673030988264	2.946273511499606	2.9147068505541904	3.3796643237334347	3.2759567017226554
PFF_Colon_1910	2.3042885150069092	2.9991104389518566	0.0	2.3656451668280973	2.4163219923667514	0.5770105295417729	1.1867924589624477	2.4116363724769156	3.1303077244884827	2.0977914394141233	2.641872508848547	2.7814507068534424	0.6630818909397108	1.3547169890709383	2.894177150014876	1.9512086370639377	2.200327527800342	2.538719727664203	2.2734494388211277	0.779770700304002	2.0742240491310797	2.4362043092217904	2.2541415411114527	1.9460953503263216	3.444802097270342	1.3457876317432245	2.0511532349132677	0.9594779362145475	2.738956624618923	1.5525214275344847	2.7338898880876847	1.8752341091171925	2.2641487021531628	2.7073102759063725	0.5084378376560562	3.1465450139187086
PFF_Colon_1945	0.5880267535316378	3.6364114161312977	2.3656451668280973	0.0	0.43577850538334634	2.6337343566255433	1.6847196104330637	0.47918263226390845	0.8375271949091945	2.4860847267397244	1.1318419358320193	0.6518436633901079	2.8367929030425323	2.07986709043769	1.1322402039780008	1.484830525750506	0.18596759576852864	2.7003165465595953	0.9886977957938529	1.8586613382249606	0.8802669187539551	0.29564594600668836	0.5593685936943376	1.3887568291410797	1.1441744215272003	1.4136368422007044	2.1623560245382456	1.4480723742648574	0.4793205688948941	2.3285480066456903	0.6588521292179202	0.5912235442542884	0.7362280532134698	1.0804155407951335	2.0886042754232896	1.2480319732437877
PFF_Colon_1914	1.011843229546219	3.3097496808479914	2.4163219923667514	0.43577850538334634	0.0	2.598855176545497	1.5408954113656317	0.15267050701993026	0.7590070605341843	2.8444445708417434	1.5661747369644883	0.483582127456734	2.9567672543724783	1.89493864504282	0.7374750020735684	1.8632625946312193	0.5061697429713692	2.3535930348541627	1.409052220789059	1.8100091712620237	0.5680325291571053	0.7269235184975872	0.9807013771392494	1.0855142611523232	1.0682232278600434	1.6777644826492508	1.8437485052911131	1.576914927084807	0.8313812084834107	2.6292782393460343	0.3597254727057592	0.8973614545542654	0.3686089519587944	0.6610022954319024	2.223222313522259	0.8799916174242546
PFF_Colon_1921	2.661933782591259	2.5053351573735463	0.5770105295417729	2.6337343566255433	2.598855176545497	0.0	1.1373186609833963	2.577447315611531	3.321996503418339	2.649308151868802	3.0791736987451443	2.944304278344289	1.0443213229581	1.0850834431238021	2.9499114618312547	2.457654954900039	2.4719411443169452	2.1765415508550783	2.713536478631076	0.7946104937878259	2.1571747582309406	2.7517362017321862	2.6273460559838204	1.8911143211447945	3.6289913332124804	1.839370691956619	1.7842980764151712	1.3409202776867726	3.05373340762127	2.1117504387642456	2.884843159780153	2.221866159350809	2.3737683625548276	2.75571049642961	1.0656998133220021	3.2201143803250067
PFF_Colon_21	1.9068488121357394	2.277697421832225	1.1867924589624477	1.6847196104330637	1.5408954113656317	1.1373186609833963	0.0	1.5205440815150395	2.270592711766362	2.7305661263054812	2.445758965910807	1.8956042823790153	1.8432672244606974	0.5028728552520263	1.8273873480179494	2.1162949340261155	1.5529474462810346	1.54782804065933	2.1056808788216697	0.45377031441949545	1.0495850696513762	1.879916040980575	1.8643579872234515	0.7878047841993845	2.56950009762698	1.526011349642852	0.9683569335638931	0.9826302247477054	2.152628248469539	2.27308654242435	1.8055969216551677	1.4589749387364708	1.2754675977454712	1.6295057569814195	1.321260315461774	2.0895562165257027
PFF_Colon_11	1.0203363911642342	3.253745072430956	2.4116363724769156	0.47918263226390845	0.15267050701993026	2.577447315611531	1.5205440815150395	0.0	0.7514866695951238	2.861438906927148	1.601677120907884	0.4080470180466803	2.9540170877520686	1.8476916702074444	0.689095691705082	1.8906373511132117	0.5195698426658065	2.299513367671123	1.4483643010543834	1.784009781290932	0.5247868258946685	0.7565910100539516	1.0228386220066623	1.0302703686045185	1.057629851676757	1.7034048461843725	1.8025672851624377	1.5700068616859464	0.8740938332106625	2.645929865753011	0.3250686754397105	0.9220697480368952	0.31625124862417375	0.6134267888120739	2.2265303604018443	0.8740740076853952
PFF_Colon_25	1.255490381751995	3.836694275537635	3.1303077244884827	0.8375271949091945	0.7590070605341843	3.321996503418339	2.270592711766362	0.7514866695951238	0.0	3.247651854299595	1.6615172908414069	0.41205773977304944	3.636724147763063	2.576027687117679	0.83253165700036	2.2444783133228317	0.9880674337792443	2.8710169074226477	1.6774613528848417	2.5278144687916764	1.245479942325303	0.9479050683146225	1.2917616377522851	1.710862694910847	0.3168307942900877	2.2466880747844966	2.446122057670772	2.2383007057554196	0.8009288745418266	3.14008862346321	0.4865329924360952	1.4215470435387338	1.015919680808386	0.9431713725340467	2.8960570482158037	0.7839131072656756
PFF_Colon_17	1.994028505297162	4.9176715321424735	2.0977914394141233	2.4860847267397244	2.8444445708417434	2.649308151868802	2.7305661263054812	2.861438906927148	3.247651854299595	0.0	1.7749086292491554	3.0733409940052776	1.8863468687395595	3.085771687609932	3.546963648937497	1.0158248465437412	2.362752794601205	4.251603882028098	1.6138271946454514	2.4329501003284677	2.9175181117623694	2.305981252444923	1.9776179825407139	3.1542712418561085	3.5051051742689703	1.2948777150663873	3.6804969729882804	1.7561527441235802	2.5035526450595005	0.5556599541900681	3.1240026176376534	1.9481088148632382	2.95758005457397	3.439474217519252	1.615613070034238	3.718275004109958
