	chao1
PFF_Jejunum_11	75.0
PFF_Jejunum_12	45.0
PFF_Jejunum_13	64.0
PFF_Jejunum_14	69.0
PFF_Jejunum_15	39.0
PFF_Jejunum_16	70.0
PFF_Jejunum_17	77.0
PFF_Jejunum_18	24.0
PFF_Jejunum_19	103.0
PFF_Jejunum_1904	61.0
PFF_Jejunum_1906	43.0
PFF_Jejunum_1908	67.0
PFF_Jejunum_1910	51.0
PFF_Jejunum_1913	68.0
PFF_Jejunum_1914	56.0
PFF_Jejunum_1917	70.0
PFF_Jejunum_1920	46.0
PFF_Jejunum_1921	42.0
PFF_Jejunum_1937	58.0
PFF_Jejunum_1938	56.0
PFF_Jejunum_1942	63.0
PFF_Jejunum_1943	63.0
PFF_Jejunum_1944	48.0
PFF_Jejunum_1945	65.0
PFF_Jejunum_21	63.0
PFF_Jejunum_25	63.0
PFF_Jejunum_27	51.0
PFF_Jejunum_28	106.0
PFF_Jejunum_30	67.0
PFF_Jejunum_32	80.0
PFF_Jejunum_35	56.0
PFF_Jejunum_36	112.0
PFF_Jejunum_37	49.0
