Eigvals,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.500975,36.28745749,0.309789332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion explained,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.49934149,0.496420523,0.004237987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFF_Colon_1937,-0.579802671,0.739694218,0.164623381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFF_Colon_12,1.442750125,-2.711562062,0.166205819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFF_Colon_1910,1.658933059,0.267124893,-0.108298083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFF_Colon_1945,-0.705700711,0.21319358,-0.064989826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFF_Colon_1914,-0.70845287,-0.215415283,-0.143664937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFF_Colon_1921,1.885843646,-0.250927901,0.006043684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFF_Colon_21,0.796147381,-0.547536073,-0.128415902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
