	pielou_e
PFF_Colon_11	0.6314424383461551
PFF_Colon_12	0.6231669170744776
PFF_Colon_13	0.7422393506006081
PFF_Colon_14	0.5167998346004395
PFF_Colon_15	0.741878775677715
PFF_Colon_16	0.510073497902937
PFF_Colon_17	0.7416571753069053
PFF_Colon_18	0.5101149815178982
PFF_Colon_19	0.5962632908494135
PFF_Colon_1904	0.6322862072795092
PFF_Colon_1906	0.7385482929723108
PFF_Colon_1907	0.6907661674068559
PFF_Colon_1908	0.6781244185044648
PFF_Colon_1910	0.6364546898826268
PFF_Colon_1913	0.5288376275584856
PFF_Colon_1914	0.6673591937454184
PFF_Colon_1917	0.7008259740675691
PFF_Colon_1920	0.6753442071142405
PFF_Colon_1921	0.8135819495546989
PFF_Colon_1937	0.6221351434690883
PFF_Colon_1938	0.6406373492473674
PFF_Colon_1941	0.6539546045208763
PFF_Colon_1942	0.512418848491479
PFF_Colon_1943	0.5861851474793891
PFF_Colon_1944	0.6799321789804775
PFF_Colon_1945	0.5526516924829834
PFF_Colon_1946	0.7023583896930498
PFF_Colon_21	0.611147808798744
PFF_Colon_25	0.5070756864721209
PFF_Colon_27	0.7251494201578946
PFF_Colon_28	0.5121083469829325
PFF_Colon_30	0.6299882576523751
PFF_Colon_32	0.7329239582657407
PFF_Colon_35	0.7985231332343095
PFF_Colon_36	0.7656558521434653
PFF_Colon_37	0.623119846545469
